a priori	/ɑ ˈpriori/
salamavalo	/ˈsɑlɑˌmɑvɑlo/
salamavalolaite	/ˈsɑlɑˌmɑvɑloˌlɑite/
salamavauhti	/ˈsɑlɑˌmɑvɑˌuhti/
salamenot	/ˈsɑlɑˌmenot/
salametsästys	/ˈsɑlɑˌmetsæstys/
salametsästäjä	/ˈsɑlɑˌmetsæsˌtæjæ/
salami	/ˈsɑlɑmi/
salamoida	/ˈsɑlɑˌmoidɑ/
salamointi	/ˈsɑlɑˌmointi/
salamurha	/ˈsɑlɑˌmurhɑ/
salamurhaaja	/ˈsɑlɑmurˌhɑɑjɑ/
salamyhkäinen	/ˈsɑlɑmyhˌkæinen/
salamyhkäisesti	/ˈsɑlɑmyhˌkæisesti/
salamyhkäisyys	/ˈsɑlɑmyhˌkæisyys/
salanimi	/ˈsɑlɑˌnimi/
salaoja	/ˈsɑlɑˌojɑ/
salaojaputki	/ˈsɑlɑˌojɑˌputki/
salaojittaa	/ˈsɑlɑoˌjittɑɑ/
salaojitus	/ˈsɑlɑˌojitus/
salaoppi	/ˈsɑlɑˌoppi/
salaovi	/ˈsɑlɑˌovi/
salaperäinen	/ˈsɑlɑpeˌræinen/
salaperäisesti	/ˈsɑlɑpeˌræisesti/
salaperäisyys	/ˈsɑlɑpeˌræisyys/
salapoliisi	/ˈsɑlɑpoˌliisi/
salapoliisiromaani	/ˈsɑlɑpoˌliisiroˌmɑɑni/
salapolttaja	/ˈsɑlɑˌpolttɑjɑ/
salapolttimo	/ˈsɑlɑˌpolttimo/
salapoltto	/ˈsɑlɑˌpoltto/
salasana	/ˈsɑlɑˌsɑnɑ/
salasanoma	/ˈsɑlɑˌsɑnomɑ/
salaseura	/ˈsɑlɑˌseurɑ/
salassa	/ˈsɑlɑssɑ/
salassapito	/ˈsɑlɑsˌsɑpito/
salassapito-oikeus	/ˈsɑlɑsˌsɑpiˌtooiˌkeus/
salassapitoaika	/ˈsɑlɑsˌsɑpitoˌɑikɑ/
salassapitovelvollisuus	/ˈsɑlɑsˌsɑpitoˌvelvolˌlisuus/
salata	/ˈsɑlɑtɑ/
salatiede	/ˈsɑlɑˌtiede/
salaus	/ˈsɑlɑus/
salava	/ˈsɑlɑvɑ/
salavihkaa	/ˈsɑlɑˌvihkɑɑ/
salavihkainen	/ˈsɑlɑvihˌkɑinen/
salavihkaisesti	/ˈsɑlɑvihˌkɑisesti/
salavihkaisuus	/ˈsɑlɑvihˌkɑisuus/
salavuoteus	/ˈsɑlɑˌvuoteus/
saldo	/ˈsɑldo/
saletti	/ˈsɑletti/
sali	/ˈsɑli/
salibandy	/ˈsɑliˌbɑndy/
salikokki	/ˈsɑliˌkokki/
salintäyteinen	/ˈsɑlinˌtæyteinen/
salisylaatti	/ˈsɑlisyˌlɑɑtti/
salisyylihappo	/ˈsɑliˌsyyliˌhɑppo/
saliuskottava	/ˈsɑliˌuskotˌtɑvɑ/
salivalvoja	/ˈsɑliˌvɑlvojɑ/
salkku	/ˈsɑlkku/
salkkujako	/ˈsɑlkkuˌjɑko/
salkkumikro	/ˈsɑlkkuˌmikro/
salko	/ˈsɑlko/
salkopallo	/ˈsɑlkoˌpɑllo/
salkopapu	/ˈsɑlkoˌpɑpu/
salkoruusu	/ˈsɑlkoˌruusu/
salkotennis	/ˈsɑlkoˌtennis/
salkuton	/ˈsɑlkuton/
sallia	/ˈsɑlliɑ/
sallimus	/ˈsɑllimus/
sallimususko	/ˈsɑllimuˌsusko/
sallittu	/ˈsɑllittu/
salliva	/ˈsɑllivɑ/
sallivasti	/ˈsɑlliˌvɑsti/
sallivuus	/ˈsɑllivuus/
salmeke	/ˈsɑlmeke/
salmensuu	/ˈsɑlmensuu/
salmi	/ˈsɑlmi/
salmiakki	/ˈsɑlmiˌɑkki/
salmiakkilakritsi	/ˈsɑlmiˌɑkkilɑˌkritsi/
salmiakkimakeinen	/ˈsɑlmiˌɑkkimɑˌkeinen/
salmiakkipastilli	/ˈsɑlmiˌɑkkiˌpɑstilli/
salmonella	/ˈsɑlmoˌnellɑ/
salmonellabakteeri	/ˈsɑlmoˌnellɑbɑkˌteeri/
salmonellaepidemia	/ˈsɑlmoˌnellɑˌepiˌdemiɑ/
salmonelloosi	/ˈsɑlmonelˌloosi/
salo	/ˈsɑlo/
salokylä	/ˈsɑloˌkylæ/
salomaa	/ˈsɑlomɑɑ/
salomonintuomio	/ˈsɑlomoˌnintuoˌmio/
salomontuomio	/ˈsɑlomonˌtuomio/
salon	/ˈsɑlon/
salonki	/ˈsɑlonki/
salonkikelpoinen	/ˈsɑlonkiˌkelpoinen/
salonkikelpoisesti	/ˈsɑlonkiˌkelpoiˌsesti/
salonkikelpoisuus	/ˈsɑlonkiˌkelpoisuus/
salonkileijona	/ˈsɑlonkiˌleijonɑ/
salonkimusiikki	/ˈsɑlonˌkimuˌsiikki/
salonkiorkesteri	/ˈsɑlonkiˌorkesˌteri/
salonkivaunu	/ˈsɑlonkiˌvɑunu/
salonkiyhtye	/ˈsɑlonkiˌyhtye/
saloseutu	/ˈsɑloˌseutu/
salottisipuli	/ˈsɑlotˌtisiˌpuli/
salpa	/ˈsɑlpɑ/
salpaaja	/ˈsɑlpɑɑjɑ/
salpaantua	/ˈsɑlpɑɑnˌtuɑ/
salpahaka	/ˈsɑlpɑˌhɑkɑ/
salpalaite	/ˈsɑlpɑˌlɑite/
salparauta	/ˈsɑlpɑˌrɑutɑ/
salpauma	/ˈsɑlpɑumɑ/
salpaus	/ˈsɑlpɑus/
salpautua	/ˈsɑlpɑuˌtuɑ/
salpautuma	/ˈsɑlpɑuˌtumɑ/
salpietari	/ˈsɑlpieˌtɑri/
salsa	/ˈsɑlsɑ/
salskea	/ˈsɑlskeɑ/
saluki	/ˈsɑluki/
salusiini	/ˈsɑluˌsiini/
saluuna	/ˈsɑluunɑ/
salva	/ˈsɑlvɑ/
salvaa	/ˈsɑlvɑɑ/
salvain	/ˈsɑlvɑin/
salvata	/ˈsɑlvɑtɑ/
salvia	/ˈsɑlviɑ/
salvoa	/ˈsɑlvoɑ/
salvoin	/ˈsɑlvoin/
salvokukko	/ˈsɑlvoˌkukko/
salvos	/ˈsɑlvos/
salvukukko	/ˈsɑlvuˌkukko/
sama	/ˈsɑmɑ/
sama-	/ˈsɑmɑ/
samaani	/ˈsɑmɑɑni/
šamaani	/ˈšɑmɑɑni/
samaanne	/ˈsɑmɑɑnne/
samainen	/ˈsɑmɑinen/
samaistaa	/ˈsɑmɑistɑɑ/
samaistua	/ˈsɑmɑisˌtuɑ/
samakantainen	/ˈsɑmɑkɑnˌtɑinen/
samakeskinen	/ˈsɑmɑˌkeskinen/
samalla	/ˈsɑmɑllɑ/
samalähtöinen	/ˈsɑmɑlæhˌtøinen/
samamerkityksinen	/ˈsɑmɑˌmerkiˌtyksinen/
samamunainen	/ˈsɑmɑmuˌnɑinen/
saman tien	/ˈsɑmɑn ˈtien/
saman verran	/ˈsɑmɑn ˈverrɑn/
samanaikainen	/ˈsɑmɑˌnɑikɑinen/
samanaikaisesti	/ˈsɑmɑˌnɑikɑiˌsesti/
samanaikaisopetus	/ˈsɑmɑˌnɑikɑiˌsopetus/
samanaikaistaa	/ˈsɑmɑˌnɑikɑistɑɑ/
samanaikaistulkkaus	/ˈsɑmɑˌnɑikɑisˌtulkkɑus/
samanaikaisuus	/ˈsɑmɑˌnɑikɑisuus/
samanarvoinen	/ˈsɑmɑnɑrˌvoinen/
samanarvoisuus	/ˈsɑmɑnɑrˌvoisuus/
samanhenkinen	/ˈsɑmɑnˌhenkinen/
samanhenkisyys	/ˈsɑmɑnˌhenkisyys/
samanhetkinen	/ˈsɑmɑnˌhetkinen/
samanhintainen	/ˈsɑmɑnhinˌtɑinen/
samanhintaisuus	/ˈsɑmɑnhinˌtɑisuus/
samanikäinen	/ˈsɑmɑniˌkæinen/
samanikäisyys	/ˈsɑmɑniˌkæisyys/
samanismi	/ˈsɑmɑˌnismi/
šamanismi	/ˈšɑmɑˌnismi/
samanistinen	/ˈsɑmɑˌnistinen/
šamanistinen	/ˈšɑmɑˌnistinen/
samankaltainen	/ˈsɑmɑnkɑlˌtɑinen/
samankaltaisesti	/ˈsɑmɑnkɑlˌtɑisesti/
samankaltaistaa	/ˈsɑmɑnkɑlˌtɑistɑɑ/
samankaltaistua	/ˈsɑmɑnkɑlˌtɑistuɑ/
samankaltaistus	/ˈsɑmɑnkɑlˌtɑistus/
samankaltaisuus	/ˈsɑmɑnkɑlˌtɑisuus/
samankeskinen	/ˈsɑmɑnˌkeskinen/
samankeskisesti	/ˈsɑmɑnˌkeskiˌsesti/
samankeskisyys	/ˈsɑmɑnˌkeskisyys/
samankokoinen	/ˈsɑmɑnkoˌkoinen/
samankorkuinen	/ˈsɑmɑnkorˌkuinen/
samanlaatuinen	/ˈsɑmɑnˌlɑɑtuinen/
samanlainen	/ˈsɑmɑnˌlɑinen/
samanlaistaa	/ˈsɑmɑnˌlɑistɑɑ/
samanlaistua	/ˈsɑmɑnˌlɑistuɑ/
samanlaisuus	/ˈsɑmɑnˌlɑisuus/
samanmallinen	/ˈsɑmɑnˌmɑllinen/
samanmerkityksinen	/ˈsɑmɑnˌmerkiˌtyksinen/
samanmerkkinen	/ˈsɑmɑnˌmerkkinen/
samanmielinen	/ˈsɑmɑnˌmielinen/
samanmielisyys	/ˈsɑmɑnˌmielisyys/
samanmittainen	/ˈsɑmɑnmitˌtɑinen/
samanmuotoinen	/ˈsɑmɑnˌmuotoinen/
samanne	/ˈsɑmɑnne/
samanniminen	/ˈsɑmɑnˌniminen/
samannäköinen	/ˈsɑmɑnnæˌkøinen/
samannäköisyys	/ˈsɑmɑnnæˌkøisyys/
šamanoida	/ˈšɑmɑˌnoidɑ/
samanpituinen	/ˈsɑmɑnpiˌtuinen/
samanpäiväinen	/ˈsɑmɑnˌpæivæinen/
samansisältöinen	/ˈsɑmɑnsiˌsæltøinen/
samansuuntainen	/ˈsɑmɑnˌsuuntɑinen/
samansuuntaisesti	/ˈsɑmɑnˌsuuntɑiˌsesti/
samansuuntaistaa	/ˈsɑmɑnˌsuuntɑistɑɑ/
samansuuntaistua	/ˈsɑmɑnˌsuuntɑisˌtuɑ/
samansuuntaistus	/ˈsɑmɑnˌsuuntɑistus/
samansuuntaisuus	/ˈsɑmɑnˌsuuntɑisuus/
samansuuruinen	/ˈsɑmɑnˌsuuruinen/
samantapainen	/ˈsɑmɑntɑˌpɑinen/
samantasoinen	/ˈsɑmɑntɑˌsoinen/
samantekevä	/ˈsɑmɑnˌtekevæ/
samanveroinen	/ˈsɑmɑnveˌroinen/
samanvertainen	/ˈsɑmɑnverˌtɑinen/
samanvärinen	/ˈsɑmɑnˌværinen/
samapalkkaisuus	/ˈsɑmɑpɑlkˌkɑisuus/
samaperintäinen	/ˈsɑmɑpeˌrintæinen/
samarialainen	/ˈsɑmɑˌriɑˌlɑinen/
samasanainen	/ˈsɑmɑsɑˌnɑinen/
samassa	/ˈsɑmɑssɑ/
samastaa	/ˈsɑmɑstɑɑ/
samastua	/ˈsɑmɑsˌtuɑ/
samastus	/ˈsɑmɑstus/
samasyntyinen	/ˈsɑmɑsynˌtyinen/
samaten	/ˈsɑmɑten/
samba	/ˈsɑmbɑ/
sambakarnevaali	/ˈsɑmbɑˌkɑrneˌvɑɑli/
sambata	/ˈsɑmbɑtɑ/
sambo	/ˈsɑmbo/
samea	/ˈsɑmeɑ/
sameavetinen	/ˈsɑmeˌɑveˌtinen/
samentaa	/ˈsɑmentɑɑ/
samentua	/ˈsɑmenˌtuɑ/
samentuma	/ˈsɑmenˌtumɑ/
sameta	/ˈsɑmetɑ/
sametinhieno	/ˈsɑmetinˌhieno/
sametinpehmeä	/ˈsɑmeˌtinpehˌmeæ/
sametti	/ˈsɑmetti/
samettifarkut	/ˈsɑmettiˌfɑrkut/
samettifarmarit	/ˈsɑmettiˌfɑrmɑrit/
samettihousut	/ˈsɑmettiˌhousut/
samettikukka	/ˈsɑmettiˌkukkɑ/
samettiminkki	/ˈsɑmettiˌminkki/
samettinen	/ˈsɑmetˌtinen/
samettinukka	/ˈsɑmettiˌnukkɑ/
samettipiisami	/ˈsɑmettiˌpiisɑmi/
samettipuku	/ˈsɑmetˌtipuku/
samettisilmä	/ˈsɑmettiˌsilmæ/
samettisilmäinen	/ˈsɑmettiˌsilmæinen/
samettitatti	/ˈsɑmettiˌtɑtti/
samettityyny	/ˈsɑmettiˌtyyny/
samettivallankumous	/ˈsɑmettiˌvɑllɑnˌkumous/
samettivelli	/ˈsɑmettiˌvelli/
sameus	/ˈsɑmeus/
sameuttaa	/ˈsɑmeˌuttɑɑ/
sameutua	/ˈsɑmeuˌtuɑ/
sammahtaa	/ˈsɑmmɑhtɑɑ/
sammakko	/ˈsɑmmɑkko/
sammakkoeläin	/ˈsɑmmɑkˌkoelæin/
sammakkomies	/ˈsɑmmɑkˌkomies/
sammakkoperspektiivi	/ˈsɑmmɑkkoˌperspekˌtiivi/
sammakonkutu	/ˈsɑmmɑˌkonkutu/
sammakonpoikanen	/ˈsɑmmɑkonˌpoikɑnen/
sammakonreisi	/ˈsɑmmɑkonˌreisi/
sammakontoukka	/ˈsɑmmɑˌkontoˌukkɑ/
sammal	/ˈsɑmmɑl/
sammaleinen	/ˈsɑmmɑˌleinen/
sammaleläin	/ˈsɑmmɑˌlelæin/
sammalenvihreä	/ˈsɑmmɑˌlenvihˌreæ/
sammalikko	/ˈsɑmmɑˌlikko/
sammalinen	/ˈsɑmmɑˌlinen/
sammalisto	/ˈsɑmmɑˌlisto/
sammalkasvi	/ˈsɑmmɑlˌkɑsvi/
sammallus	/ˈsɑmmɑllus/
sammalmatto	/ˈsɑmmɑlˌmɑtto/
sammalmätäs	/ˈsɑmmɑlˌmætæs/
sammaloitua	/ˈsɑmmɑˌloituɑ/
sammalpeite	/ˈsɑmmɑlˌpeite/
sammalpeitteinen	/ˈsɑmmɑlˌpeitteinen/
sammaltaa	/ˈsɑmmɑltɑɑ/
sammaltua	/ˈsɑmmɑlˌtuɑ/
sammalturve	/ˈsɑmmɑlˌturve/
sammarit	/ˈsɑmmɑrit/
sammas	/ˈsɑmmɑs/
sammenmäti	/ˈsɑmmenˌmæti/
sammio	/ˈsɑmmio/
sammota	/ˈsɑmmotɑ/
sammua	/ˈsɑmmuɑ/
sammuke	/ˈsɑmmuke/
sammuksiin	/ˈsɑmmuksiin/
sammuksissa	/ˈsɑmmukˌsissɑ/
sammumaton	/ˈsɑmmuˌmɑton/
sammute	/ˈsɑmmute/
sammutin	/ˈsɑmmutin/
sammuttaa	/ˈsɑmmuttɑɑ/
sammuttaja	/ˈsɑmmutˌtɑjɑ/
sammutus	/ˈsɑmmutus/
sammutusjauhe	/ˈsɑmmutusˌjɑuhe/
sammutuskalusto	/ˈsɑmmuˌtuskɑˌlusto/
sammutuspeite	/ˈsɑmmutusˌpeite/
sammutustyö	/ˈsɑmmuˌtustyø/
sammutusvaahto	/ˈsɑmmutusˌvɑɑhto/
sammutusvesi	/ˈsɑmmuˌtusvesi/
samoilija	/ˈsɑmoiˌlijɑ/
samoilla	/ˈsɑmoillɑ/
samoilu	/ˈsɑmoilu/
samoin	/ˈsɑmoin/
samoinajatteleva	/ˈsɑmoinɑˌjɑtteˌlevɑ/
samojedi	/ˈsɑmoˌjedi/
samojedikieli	/ˈsɑmoˌjediˌkieli/
samojedinkoira	/ˈsɑmojeˌdinkoirɑ/
samooja	/ˈsɑmoojɑ/
samota	/ˈsɑmotɑ/
samotti	/ˈsɑmotti/
samovaari	/ˈsɑmoˌvɑɑri/
sampaani	/ˈsɑmpɑɑni/
samperi	/ˈsɑmperi/
samperinmoinen	/ˈsɑmperinˌmoinen/
samperisti	/ˈsɑmpeˌristi/
sampi	/ˈsɑmpi/
sampikala	/ˈsɑmpiˌkɑlɑ/
sampinjoni	/ˈsɑmpinˌjoni/
sampioni	/ˈsɑmpiˌoni/
samplata	/ˈsɑmplɑtɑ/
samplaus	/ˈsɑmplɑus/
sampleri	/ˈsɑmpleri/
sampo	/ˈsɑmpo/
sampoo	/ˈsɑmpoo/
samppakalja	/ˈsɑmppɑˌkɑljɑ/
samppanja	/ˈsɑmppɑnjɑ/
samppanjalasi	/ˈsɑmppɑnˌjɑlɑsi/
samppanjapullo	/ˈsɑmppɑnjɑˌpullo/
samppanjavispilä	/ˈsɑmppɑnjɑˌvispilæ/
samum	/ˈsɑmum/
samumtuuli	/ˈsɑmumˌtuuli/
samurai	/ˈsɑmurɑi/
samuus	/ˈsɑmuus/
sana	/ˈsɑnɑ/
sanahakemisto	/ˈsɑnɑˌhɑkeˌmisto/
sanaharkka	/ˈsɑnɑˌhɑrkkɑ/
sanahelinä	/ˈsɑnɑˌhelinæ/
sanahirviö	/ˈsɑnɑˌhirviø/
sanailla	/ˈsɑnɑillɑ/
sanailu	/ˈsɑnɑilu/
sanainen	/ˈsɑnɑinen/
sanajärjestys	/ˈsɑnɑˌjærjestys/
sanakirja	/ˈsɑnɑˌkirjɑ/
sanakirjantekijä	/ˈsɑnɑˌkirjɑnˌtekijæ/
sanakirjantoimittaja	/ˈsɑnɑˌkirjɑnˌtoimitˌtɑjɑ/
sanakirjatyö	/ˈsɑnɑˌkirjɑtyø/
sanakäänne	/ˈsɑnɑˌkæænne/
sanaleikki	/ˈsɑnɑˌleikki/
sanaliitto	/ˈsɑnɑˌliitto/
sanalleen	/ˈsɑnɑlleen/
sanallinen	/ˈsɑnɑlˌlinen/
sanallisesti	/ˈsɑnɑlliˌsesti/
sanallistaa	/ˈsɑnɑlˌlistɑɑ/
sanaluettelo	/ˈsɑnɑluˌettelo/
sanaluokka	/ˈsɑnɑˌluokkɑ/
sanamuoto	/ˈsɑnɑˌmuoto/
sananalkuinen	/ˈsɑnɑnɑlˌkuinen/
sananen	/ˈsɑnɑnen/
sananiekka	/ˈsɑnɑˌniekkɑ/
sananjalka	/ˈsɑnɑnˌjɑlkɑ/
sananjulistaja	/ˈsɑnɑnjuˌlistɑjɑ/
sananjulistus	/ˈsɑnɑnjuˌlistus/
sanankuulija	/ˈsɑnɑnˌkuulijɑ/
sanankäyttäjä	/ˈsɑnɑnkæˌyttæjæ/
sanankäyttö	/ˈsɑnɑnkæˌyttø/
sananlasku	/ˈsɑnɑnˌlɑsku/
sananloppu	/ˈsɑnɑnˌloppu/
sananloppuinen	/ˈsɑnɑnlopˌpuinen/
sananmukainen	/ˈsɑnɑnmuˌkɑinen/
sananmukaisesti	/ˈsɑnɑnmuˌkɑisesti/
sananmuodostus	/ˈsɑnɑnˌmuodostus/
sananmuoto	/ˈsɑnɑnˌmuoto/
sananparsi	/ˈsɑnɑnˌpɑrsi/
sananraja	/ˈsɑnɑnˌrɑjɑ/
sanansaattaja	/ˈsɑnɑnˌsɑɑttɑjɑ/
sananselittäjä	/ˈsɑnɑnseˌlittæjæ/
sananselitys	/ˈsɑnɑnˌselitys/
sananvaihto	/ˈsɑnɑnˌvɑihto/
sananvalinta	/ˈsɑnɑnvɑˌlintɑ/
sananvalta	/ˈsɑnɑnˌvɑltɑ/
sananvapaus	/ˈsɑnɑnˌvɑpɑus/
sananvuoro	/ˈsɑnɑnˌvuoro/
sananväli	/ˈsɑnɑnˌvæli/
sanaoppi	/ˈsɑnɑˌoppi/
sanapaino	/ˈsɑnɑˌpɑino/
sanaraja	/ˈsɑnɑˌrɑjɑ/
sanaristikko	/ˈsɑnɑˌristikko/
sanaryöppy	/ˈsɑnɑˌryøppy/
sanasanainen	/ˈsɑnɑsɑˌnɑinen/
sanaseppo	/ˈsɑnɑˌseppo/
sanaseppä	/ˈsɑnɑˌseppæ/
sanasilla	/ˈsɑnɑˌsillɑ/
sanasille	/ˈsɑnɑˌsille/
sanasokeus	/ˈsɑnɑˌsokeus/
sanasota	/ˈsɑnɑˌsotɑ/
sanastaa	/ˈsɑnɑstɑɑ/
sanasto	/ˈsɑnɑsto/
sanasto-oppi	/ˈsɑnɑsˌtooppi/
sanastollinen	/ˈsɑnɑsˌtollinen/
sanastontutkimus	/ˈsɑnɑsˌtontutˌkimus/
sanastus	/ˈsɑnɑstus/
sanasutkaus	/ˈsɑnɑˌsutkɑus/
sanatabu	/ˈsɑnɑˌtɑbu/
sanataide	/ˈsɑnɑˌtɑide/
sanataituri	/ˈsɑnɑˌtɑituri/
sanataituruus	/ˈsɑnɑˌtɑituruus/
sanatarkasti	/ˈsɑnɑˌtɑrkɑsti/
sanatarkka	/ˈsɑnɑˌtɑrkkɑ/
sanaton	/ˈsɑnɑton/
sanatorio	/ˈsɑnɑˌtorio/
sanattomasti	/ˈsɑnɑttoˌmɑsti/
sanattomuus	/ˈsɑnɑtˌtomuus/
sanatulva	/ˈsɑnɑˌtulvɑ/
sanavalmis	/ˈsɑnɑˌvɑlmis/
sanavalmius	/ˈsɑnɑˌvɑlmius/
sanavarasto	/ˈsɑnɑvɑˌrɑsto/
sanavarat	/ˈsɑnɑˌvɑrɑt/
sanavuolaus	/ˈsɑnɑˌvuolɑus/
sanaväli	/ˈsɑnɑˌvæli/
sandaali	/ˈsɑndɑɑli/
sandaletti	/ˈsɑndɑˌletti/
sandinisti	/ˈsɑndiˌnisti/
sane	/ˈsɑne/
saneerata	/ˈsɑneeˌrɑtɑ/
saneeraus	/ˈsɑneeˌrɑus/
sanelin	/ˈsɑnelin/
sanella	/ˈsɑnellɑ/
sanelu	/ˈsɑnelu/
sanelukone	/ˈsɑneˌlukone/
sanelulaite	/ˈsɑneluˌlɑite/
sanelupolitiikka	/ˈsɑneˌlupoliˌtiikkɑ/
saneluratkaisu	/ˈsɑneluˌrɑtkɑisu/
sanforoida	/ˈsɑnfoˌroidɑ/
sanforointi	/ˈsɑnfoˌrointi/
sangallinen	/ˈsɑngɑlˌlinen/
sangen	/ˈsɑngen/
sangollinen	/ˈsɑngolˌlinen/
sangria	/ˈsɑngriɑ/
saniainen	/ˈsɑniˌɑinen/
saniaiskasvi	/ˈsɑniˌɑiskɑsvi/
saniaispuu	/ˈsɑniˌɑispuu/
sanikkainen	/ˈsɑnikˌkɑinen/
saniteettikalusteet	/ˈsɑniˌteettikɑˌlusteet/
saniteettiposliini	/ˈsɑniˌteettiposˌliini/
saniteettitila	/ˈsɑniˌteettiˌtilɑ/
sanka	/ˈsɑnkɑ/
sankalasit	/ˈsɑnkɑˌlɑsit/
sankari	/ˈsɑnkɑri/
sankarieepos	/ˈsɑnkɑriˌeepos/
sankarihahmo	/ˈsɑnkɑriˌhɑhmo/
sankarihauta	/ˈsɑnkɑriˌhɑutɑ/
sankarihautausmaa	/ˈsɑnkɑriˌhɑutɑˌusmɑɑ/
sankarikuolema	/ˈsɑnkɑriˌkuolemɑ/
sankarillinen	/ˈsɑnkɑˌrillinen/
sankarillisesti	/ˈsɑnkɑˌrilliˌsesti/
sankarillisuus	/ˈsɑnkɑˌrillisuus/
sankarimaine	/ˈsɑnkɑriˌmɑine/
sankarinpalvonta	/ˈsɑnkɑˌrinpɑlˌvontɑ/
sankaripalvonta	/ˈsɑnkɑriˌpɑlvontɑ/
sankaripatsas	/ˈsɑnkɑriˌpɑtsɑs/
sankariruno	/ˈsɑnkɑˌriruno/
sankarirunous	/ˈsɑnkɑˌriruˌnous/
sankaritar	/ˈsɑnkɑˌritɑr/
sankaritarina	/ˈsɑnkɑˌritɑˌrinɑ/
sankariteko	/ˈsɑnkɑˌriteko/
sankaritenori	/ˈsɑnkɑˌriteˌnori/
sankarius	/ˈsɑnkɑˌrius/
sankarivainaja	/ˈsɑnkɑriˌvɑinɑjɑ/
sankaruus	/ˈsɑnkɑruus/
sankasti	/ˈsɑnkɑsti/
sankentua	/ˈsɑnkenˌtuɑ/
sanketa	/ˈsɑnketɑ/
sankka	/ˈsɑnkkɑ/
sankkeri	/ˈsɑnkkeri/
sankkuus	/ˈsɑnkkuus/
sanko	/ˈsɑnko/
sankoruisku	/ˈsɑnkoˌruisku/
sanktio	/ˈsɑnktio/
sanktioida	/ˈsɑnktiˌoidɑ/
sanktiointi	/ˈsɑnktiˌointi/
sannikas	/ˈsɑnnikɑs/
sannoittaa	/ˈsɑnnoittɑɑ/
sannoitus	/ˈsɑnnoitus/
sanoa	/ˈsɑnoɑ/
sanoin kuvaamaton	/ˈsɑnoin ˈkuvɑɑˌmɑton/
sanoittaa	/ˈsɑnoittɑɑ/
sanoittaja	/ˈsɑnoitˌtɑjɑ/
sanoitus	/ˈsɑnoitus/
sanoja	/ˈsɑnojɑ/
sanojenkäsittely	/ˈsɑnoˌjenkæˌsittely/
sanoma	/ˈsɑnomɑ/
sanomakellot	/ˈsɑnomɑˌkellot/
sanomalehdentoimittaja	/ˈsɑnomɑˌlehdenˌtoimitˌtɑjɑ/
sanomalehdistö	/ˈsɑnomɑˌlehdistø/
sanomalehti	/ˈsɑnomɑˌlehti/
sanomalehti-ilmoitus	/ˈsɑnomɑˌlehtiilˌmoitus/
sanomalehtikatsaus	/ˈsɑnomɑˌlehtiˌkɑtsɑus/
sanomalehtimies	/ˈsɑnomɑˌlehtimies/
sanomalehtipaperi	/ˈsɑnomɑˌlehtiˌpɑperi/
sanomaton	/ˈsɑnoˌmɑton/
sanomattomasti	/ˈsɑnoˌmɑttoˌmɑsti/
sanomus	/ˈsɑnomus/
sanonnallinen	/ˈsɑnonˌnɑllinen/
sanonta	/ˈsɑnontɑ/
sanontatapa	/ˈsɑnonˌtɑtɑpɑ/
sanottava	/ˈsɑnotˌtɑvɑ/
sanottavasti	/ˈsɑnottɑˌvɑsti/
sanottu	/ˈsɑnottu/
sanoutua	/ˈsɑnouˌtuɑ/
sanskrit	/ˈsɑnskrit/
sanskritisti	/ˈsɑnskriˌtisti/
santa	/ˈsɑntɑ/
santarmi	/ˈsɑntɑrmi/
santarmiupseeri	/ˈsɑntɑrmiˌupseeri/
santelipuu	/ˈsɑnteˌlipuu/
santeliöljy	/ˈsɑnteliˌøljy/
santsari	/ˈsɑntsɑri/
santsata	/ˈsɑntsɑtɑ/
santsaus	/ˈsɑntsɑus/
šantung	/ˈšɑntung/
sanue	/ˈsɑnue/
saos	/ˈsɑos/
saostaa	/ˈsɑostɑɑ/
saoste	/ˈsɑoste/
saostin	/ˈsɑostin/
saostua	/ˈsɑosˌtuɑ/
saostuma	/ˈsɑosˌtumɑ/
saostus	/ˈsɑostus/
saostusaine	/ˈsɑostuˌsɑine/
saostusallas	/ˈsɑostuˌsɑllɑs/
saostuskaivo	/ˈsɑostusˌkɑivo/
saota	/ˈsɑotɑ/
saparo	/ˈsɑpɑro/
sapatti	/ˈsɑpɑtti/
sapattivapaa	/ˈsɑpɑtˌtivɑpɑɑ/
sapattivuosi	/ˈsɑpɑttiˌvuosi/
sapekas	/ˈsɑpekɑs/
sapekkaasti	/ˈsɑpekˌkɑɑsti/
sapekkuus	/ˈsɑpekkuus/
sapeli	/ˈsɑpeli/
sapelinkalistaja	/ˈsɑpeˌlinkɑˌlistɑjɑ/
sapelinkalistelija	/ˈsɑpeˌlinkɑˌlisteˌlijɑ/
sapelinkalistelu	/ˈsɑpeˌlinkɑˌlistelu/
sapenjohdin	/ˈsɑpenˌjohdin/
sapettaa	/ˈsɑpettɑɑ/
sapiska	/ˈsɑpiskɑ/
sapluuna	/ˈsɑpluunɑ/
sappi	/ˈsɑppi/
sappihappo	/ˈsɑppiˌhɑppo/
sappikivi	/ˈsɑppiˌkivi/
sappikivikohtaus	/ˈsɑppiˌkiviˌkohtɑus/
sappikivitauti	/ˈsɑppiˌkiviˌtɑuti/
sappineste	/ˈsɑppiˌneste/
sappirakko	/ˈsɑppiˌrɑkko/
sappitatti	/ˈsɑppiˌtɑtti/
sappitie	/ˈsɑppitie/
sappitiehyt	/ˈsɑppiˌtiehyt/
