a	/ɑː/
stänga	/st'ɛŋːɛr/
stänger	/st'ɛŋːɛr/
stängsel	/st'ɛŋːsɛl/
stång	/stɔŋː/
stånka	/²st'ɔŋːka/
stånkar	/²st'ɔŋːkar/
stänka	/st'ɛŋːkɛr/
stänkskärm	/²st'ɛŋːkɧärːm/
stank	/staŋːk/
stänk	/stɛŋːk/
stanna	/²st'anːa/
stannar	/²st'anːar/
stansa	/²st'anːsa/
stansar	/²st'anːsar/
stans	/stanːs/
stan	/stɑːn/
stå över	/stoːr'øːvɛr/
stå på	/stoːrp'oː/
stapel	/²st'ɑːpɛl/
stapla	/²st'ɑːpla/
staplar	/²st'ɑːplar/
stappla	/²st'apːla/
stapplar	/²st'apːlar/
stare	/²st'ɑːrɛ/
stärka	/st'ɛrːkɛr/
stärkelse	/²st'ɛrːkɛlsɛ/
starköl	/²st'arːkøːl/
stark	/starːk/
starr	/starː/
starta	/²st'aʈːar/, /²st'ɑːʈa/
startar	/²st'aʈːar/, /²st'ɑːʈar/
startgrop	/²st'aʈːgruːp/, /²st'ɑːʈːgruːp/
starthjälp	/²st'aʈːjɛlːp/, /²st'ɑːʈːjɛlːp/
startsida	/²st'ɑːʈʂiːda/
startskott	/²st'aʈʂkɔtː/, /²st'ɑːʈʂkɔtː/
start	/staʈː/, /stɑːʈ/
stå sig	/st'oːʂɛj/
stass	/stasː/
stå	/stoːr/
ståta	/²st'oːta/
ståtar	/²st'oːtar/
statare	/st'ɑːtarɛ/
Statens järnvägar	/st'ɑːtɛns ²j'ɛːɳvɛːgar/
Statens naturvårdsverk	/st'ɑːtɛns ²nat'ʉːrvoːɖʂvärːk/
stå tillbaka	/stoːʈɪlb'ɑːka/
stationär	/statɧʊn'ɛːr/, /staɧʊn'ɛːr/
stationera	/statɧʊn'eːra/, /staɧʊn'eːra/
stationerar	/statɧʊn'eːrar/, /staɧʊn'eːrar/
station	/staɧ'uːn/
statisk	/st'ɑːtɪsk/
statistik	/statɪst'iːk/
statistisk	/stat'ɪsːtɪsk/
statist	/stat'ɪsːt/
stativ	/stat'iːv/
statlig	/²st'ɑːtlɪg/
ståtlig	/²st'oːtlɪg/
statsbidrag	/²st'atːsbiːdrɑːg/
statskunskap	/²st'atːskɵnskɑːp/
statskupp	/²st'atːskɵpː/
statskyrka	/²st'atːsɕʏrːka/
statslös	/²st'atːsløːs/
statsmakterna	/²st'atːsmakːtɛɳa/
statsman	/²st'atːsmanː/
statsminister	/²st'atːsmɪnɪsːtɛr/
statsråd	/²st'atːsroːd/
statssekreterare	/²st'atːsɛkrɛteːrarɛ/
statsskatt	/²st'atːskatː/
statsskick	/²st'atːsɧɪkː/
stat	/stɑːt/
ståt	/stoːt/
statstjänsteman	/²st'atːsɕɛnstɛmanː/
Statsverket	/²st'atːsvärːkɛt/
stått	/stɔtː/
statuera	/statɵ'eːra/
statuerar	/statɵ'eːrar/
status	/st'ɑːtɵs/
staty	/stat'yː/
stå ut	/stoːr'ʉːt/
stava	/²st'ɑːva/
stavar	/²st'ɑːvar/
stäva	/²st'ɛːva/
stävar	/²st'ɛːvar/
stavelse	/²st'ɑːvɛlsɛ/
stävja	/²st'ɛːvja/
stävjar	/²st'ɛːvjar/
stavning	/²st'ɑːvnɪŋ/
stav	/stɑːv/
stäv	/stɛːv/
stearin	/stɛar'iːn/
stega	/²st'eːga/
stegar	/²st'eːgar/
stege	/²st'eːgɛ/
stegra	/²st'eːgra/
stegrar	/²st'eːgrar/
stegra sig	/²st'eːgraʂɛj/
steg	/steːg/
stegvis	/²st'eːgviːs/
steka	/st'eːkɛr/
stekpanna	/²st'eːkpanːa/
stek	/steːk/
stelbent	/²st'eːlbeːnt/
stelkramp	/²st'eːlkramːp/
stelna	/²st'eːlna/
stelnar	/²st'eːlnar/
stel	/steːl/
sten-	/²st'eːn/
stena	/²st'eːna/
stenar	/²st'eːnar/
stenåldern	/²st'eːnɔlːdɛɳ/
stencilera	/stɛnsɪl'eːra/
stencilerar	/stɛnsɪl'eːrar/
stencil	/stɛns'iːl/
stengods	/²st'eːngʊtːs/
stenig	/²st'eːnɪg/
stenkaka	/²st'eːnkɑːka/
stenkast	/²st'eːnkasːt/
stenografi	/stɛnʊgraf'iː/
stenskott	/²st'eːnskɔtː/
sten	/steːn/
stepp	/stɛpː/
stereo-	/st'eːrɛʊ/
stereo	/st'eːrɛʊ/
stereotyp	/stɛrɛʊt'yːp/
sterilisera	/stɛrɪlɪs'eːra/
steriliserar	/stɛrɪlɪs'eːrar/
steril	/stɛr'iːl/
stetoskop	/stɛtʊsk'oːp/
steward	/stj'uːaɖ/
sticka	/²st'ɪkːa/
stickar	/²st'ɪkːar/
stickas	/stɪkːs/
sticka	/st'ɪkːɛr/
sticka upp	/stɪkɛr'ɵpː/
stickling	/²st'ɪkːlɪŋ/
stickning	/²st'ɪkːnɪŋ/
stickpropp	/²st'ɪkːprɔpː/
stickprov	/²st'ɪkːpruːv/
stick	/stɪkː/
stifta	/²st'ɪfːta/
stiftar	/²st'ɪfːtar/
stiftelse	/²st'ɪfːtɛlsɛ/
stift	/stɪfːt/
stiga av	/stiːgɛr'ɑːv/
stiga	/st'iːgɛr/
stiga upp	/stiːgɛr'ɵpː/
stig	/stiːg/
stilbildande	/²st'iːlbɪlːdandɛ/
stilenlig	/²st'iːleːnlɪg/
stilett	/stɪl'ɛtː/
stilfull	/²st'iːlfɵlː/
stilig	/²st'iːlɪg/
stilisera	/²stɪlɪs'eːra/
stiliserar	/²stɪlɪs'eːrar/
stilla	/²st'ɪlːa/, //
stillar	/²st'ɪlːar/
stilleben	/stɪl'eːbɛn/
stillestånd	/²st'ɪlːɛstɔnːd/
stillhet	/²st'ɪlːheːt/
stillsam	/²st'ɪlːsamː/
still	/stɪlː/
stil	/stiːl/
stiltje	/²st'ɪlːtjɛ/
stimma	/²st'ɪmːa/
stimmar	/²st'ɪmːar/
stim	/stɪmː/
stimulans	/stɪmɵl'anːs/, /stɪmɵl'aŋːs/
stimulera	/stɪmɵl'eːra/
stimulerar	/stɪmɵl'eːrar/
stingslig	/²st'ɪŋːslɪg/
sting	/stɪŋː/
stinka	/st'ɪŋːkɛr/
stinn	/stɪnː/
stins	/stɪnːs/
stint	/stɪnːt/
stipendium	/stɪp'ɛnːdɪɵm/
stipulera	/stɪpɵl'eːra/
stipulerar	/stɪpɵl'eːrar/
stirra	/²st'ɪrːa/
stirrar	/²st'ɪrːar/
stirrig	/²st'ɪrːɪg/
stjäla	/ɧɛːl/
stjälk	/ɧɛlːk/
stjälpa	/ɧ'ɛlːpɛr/
stjärna	/²ɧ'ɛːɳa/
stjärngosse	/²ɧ'ɛːɳgɔsːɛ/
stjärnskott	/²ɧɛːɳʂkɔtː/
stjärnsmäll	/²ɧ'ɛːɳʂmɛlː/
stjärt	/ɧäʈː/
stock-	/²stɔkː/
stocka sig	/²stɔkːasɛj/
stockar sig	/²stɔkːaʂɛj/
stockning	/²stɔkːnɪŋ/
stock	/stɔkː/
stöda	/st'øːda/
stöder	/st'øːdɛr/
stödjer	/st'øːdjɛr/
stöddig	/²st'œdːɪg/
stödområde	/²st'øːdɔmroːdɛ/
stod	/stuːd/
stöd	/støːd/
stödundervisning	/²st'øːdɵndɛrviːsnɪŋ/
STOF	/ɛsteːuː'ɛfː/
stoff	/stɔfː/
stofil	/stʊf'iːl/
stoft	/stɔfːt/
stoisk	/st'oːɪsk/
stoja	/²st'ɔjːa/
stojar	/²st'ɔjːar/
stoj	/stɔjː/
stöka	/²st'øːka/
stökar	/²st'øːkar/
stöka till	/²støːkaʈ'ɪlː/
stökig	/²st'øːkɪg/
stök	/støːk/
stöld	/stœlːd/
stollig	/²st'ɔlːɪg/
stolpe	/²st'ɔlːpɛ/
stolpiller	/²st'uːlpɪlːɛr/
stol	/stuːl/
stoltsera	/stɔlts'eːra/
stoltserar	/stɔlts'eːrar/
stolt	/stɔlːt/
stomme	/²st'ʊmːɛ/
stöna	/²st'øːna/
stönar	/²st'øːnar/
stön	/støːn/
stöpa	/st'øːpɛr/
stoppa	/²st'ɔpːa/
stoppar	/²st'ɔpːar/
stoppa undan	/²stɔpar'ɵnːdan/
stoppning	/²st'ɔpːnɪŋ/
stopp	/stɔpː/
stoppur	/²st'ɔpːʉːr/
stöpsleven	/²st'øːpsleːvɛn/
stöp	/støːp/
storartad	/²st'uːrɑːʈad/
störa	/støːr/
storasyster	/²st'uːrasʏsːtɛr/
stordåd	/²st'uːɖoːd/
stordrift	/²st'uːɖrɪfːt/
storebror	/²st'uːrɛbruːr/
storfamilj	/²st'uːrfamɪlːj/
storhet	/²st'uːrheːt/
storhetsvansinne	/²st'uːrheːtsvɑːnsɪnːɛ/
storkna	/²st'ɔrːkna/
storknar	/²st'ɔrːknar/
storlek	/²st'uːɭeːk/
storma	/²st'ɔrːma/
stormar	/²st'ɔrːmar/
stormakt	/²st'uːrmakːt/
stormarknad	/²st'uːrmarːknad/
stormig	/²st'ɔrːmɪg/
stormöte	/²st'uːrmøːtɛ/
storm	/stɔrːm/
störning	/²st'øːɳɪŋ/
större	/st'œrːɛ/
storsäljare	/²st'uːʂɛlːjarɛ/
storsint	/²st'uːʂɪnːt/
storskalig	/²st'uːrskɑːlɪg/
storslagen	/²st'uːʂɭɑːgɛn/
storspela	/²st'uːʂpeːla/
storspelar	/²st'uːʂpeːlar/
storstad	/²st'uːʂʈɑːd/
storstilad	/²st'uːʂʈiːlad/
stor	/stuːr/
stör	/støːr/
störst	/stœʂʈ/
stortå	/²st'uːʈoː/
störta	/²st'œʈːa/
störtar	/²st'œʈːar/
störthjälm	/²st'œʈːjɛlːm/
störtlopp	/²st'œʈɭɔpː/
stört	/stœʈː/
storverk	/²st'uːrvärːk/
storvulen	/²st'uːrvʉːlɛn/
story	/st'ɔrːʏ/
sto	/stuː/
stöta på	/støːtɛrp'oː/
stöta sig	/st'øːtɛʂɛj/
stöta	/st'øːtɛr/
stötesten	/²st'øːtɛsteːn/
stötfångare	/²st'øːtfɔŋːarɛ/
stöt	/støːt/
stötta	/²st'œtːa/
stöttar	/²st'œtːar/
stöttepelare	/²st'œtːɛpeːlarɛ/
stött	/stœtː/
stövel	/st'œvːɛl/
stövla	/²st'œvːla/
stövlar	/²st'œvːlar/
STP	/ɛsteːp'eː/
sträcka	/²str'ɛkːa/
sträcka	/str'ɛkːɛr/
sträckbänk	/²str'ɛkːbäŋːk/
sträckläsa	/²str'ɛkːlɛːsɛr/
sträckning	/²str'ɛkːnɪŋ/
straffa	/²str'afːa/
straffar	/²str'afːar/
straffbelagd	/²str'afːbɛlagːd/
straffränta	/²str'afːrɛnːta/
straff	/strafː/
stråke	/²str'oːkɛ/
stråk	/stroːk/
stråla	/²str'oːla/
strålar	/²str'oːlar/
strålande	/²str'oːlandɛ/
stråle	/²str'oːlɛ/
strålkastare	/²str'oːlkasːtarɛ/
strålning	/²str'ɔlːnɪŋ/
strålskydd	/²str'oːlɧʏdː/
strama	/²strɑːma/
stramar	/²strɑːmar/
stram	/strɑːm/
stranda	/str'anːda/
strandar	/str'anːdar/
strandhugg	/²str'anːdhɵgː/
strandsatt	/²str'anːdsatː/
strandskyddsområde	/²str'anːdɧʏdsɔmroːdɛ/
strand	/stranːd/
sträng	/strɛŋː/
strapats	/strap'atːs/
strå	/stroː/
strategisk	/strat'eːgɪsk/
strategi	/stratɛg'iː/, /stratɛɧ'iː/
sträva	/²str'ɛːva/
strävar	/²str'ɛːvar/
strävan	/²str'ɛːvan/
strävsam	/²str'ɛːvsamː/
sträv	/strɛːv/
strax	/strakːs/
streber	/str'eːbɛr/
strecka	/²str'ɛkːa/
streckar	/²str'ɛkːar/
streck	/strɛkː/
stred	/streːd/
strejka	/²str'ɛjːka/
strejkar	/²str'ɛjːkar/
strejk	/strɛjːk/
stressa	/²str'ɛsːa/
stressar	/²str'ɛsːar/
stressad	/²str'ɛsːad/
stressig	/²str'ɛsːɪg/
stress	/strɛsː/
streta	/²str'eːta/
stretar	/²str'eːtar/
strida	/str'iːdɛr/
stridbar	/²str'iːdbɑːr/
stridig	/²str'iːdɪg/
stridighet	/²str'iːdɪgheːt/
stridis	/str'iːdɪs/
stridskrafter	/²str'ɪtːskrafːtɛr/
stridslysten	/²str'ɪtːslʏsːtɛn/
stridsspets	/²str'ɪtːspɛtːs/
strid	/striːd/
stridsvagn	/²str'ɪtːsvaŋːn/
strikt	/strɪkːt/
strila	/²str'iːla/
strilar	/²str'iːlar/
strimla	/²str'ɪmːla/
strimlar	/²str'ɪmːlar/
strimma	/²str'ɪmːa/
stringent	/strɪŋg'ɛnːt/
stripig	/²str'iːpɪg/
strippa	/²str'ɪpːa/
strippar	/²str'ɪpːar/
striptease	/str'ɪpːtiːs/
stritt	/strɪtː/
strö-	/²strøː/
ströbröd	/²str'øːbrøːd/
strof	/stroːf/
strög	/strøːg/
stroke	/struːk/
strök	/strøːk/
strömbrytare	/²str'œmːbryːtarɛ/
strömlinjeformad	/²str'øːmlɪnjɛfɔrːmad/
strömma	/²str'œmːa/
strömmar	/²str'œmːar/
strömming	/²str'œmːɪŋ/
strömning	/²str'œmːnɪŋ/
ström	/strœmː/
strong	/strɔŋː/
stropp	/strɔpː/
ströp	/strøːp/
strosa	/²str'uːsa/
strosar	/²str'uːsar/
strösocker	/²str'øːsɔkːɛr/
strössel	/²str'œsːɛl/
strö	/strøːr/
ströva	/²str'øːva/
strövar	/²str'øːvar/
strövtåg	/²str'øːvtoːg/
strukit	/²str'ʉːkɪt/
struktur	/strɵkt'ʉːr/
strul	/strʉːl/
struma	/²str'ʉːma/
strumpa	/²str'ɵmːpa/
strumpbyxa	/²str'ɵmːpbʏkːsa/
strunta	/²str'ɵnːta/
struntar	/²str'ɵnːtar/
strunt	/strɵnːt/
struntsumma	/²str'ɵnːtsɵmːa/
strupe	/²str'ʉːpɛ/
struts	/strɵtːs/
strut	/strʉːt/
strutta	/²str'ɵtːa/
struttar	/²str'ɵtːar/
stryka med	/stryːkɛrm'eːd/
stryka	/str'yːkɛr/
stryka under	/stryːkɛr'ɵnːdɛr/
strykbräda	/²str'yːkbrɛːda/
strykjärn	/²str'yːkjɛːɳ/
strykpojke	/²str'yːkpɔjːkɛ/
stryk	/stryːk/
strypa	/str'yːpɛr/
S:t	/saŋːkt/
st	/st'ʏkːɛn/
stubbe	/²st'ɵbːɛ/
stubb	/stɵbː/
stubin	/stɵb'iːn/
stuckatur	/stɵkat'ʉːr/
stuckit	/²st'ɵkːɪt/
studentbetyg	/²stɵd'ɛnːtbɛtyːg/
studentbostad	/²stɵd'ɛnːtbuːstɑːd/
studentexamen	/²stɵd'ɛnːtɛksɑːmɛn/
studentikos	/stɵdɛntɪk'oːs/
studentkår	/²stɵd'ɛnːtkoːr/
student	/stɵd'ɛnːt/
studerande	/stɵd'eːrandɛ/
studera	/stɵd'eːra/
studerar	/stɵd'eːrar/
studiebidrag	/²st'ʉːdjɛbiːdrɑːg/
studiecirkel	/²st'ʉːdjɛsɪrːkɛl/
studieförbund	/²st'ʉːdjɛfœrbɵnːd/
studiehjälp	/²st'ʉːdjɛjɛlːp/
studielån	/²st'ʉːdjɛloːn/
studiemedel	/²st'ʉːdjɛmeːdɛl/
studieplan	/²st'ʉːdjɛplɑːn/
studierektor	/²st'ʉːdjɛrɛkːtʊr/
studiestöd	/²st'ʉːdjɛstøːd/
studie	/st'ʉːdɪɛ/
studio	/st'ʉːdɪʊ/
studium	/st'ʉːdɪɵm/
studsa	/²st'ɵtːsa/
studsar	/²st'ɵtːsar/
studsare	/²st'ɵtːsarɛ/
studs	/stɵtːs/
stud	/stɵd'eːrandɛ/
stuga	/²st'ʉːga/
stugby	/²st'ʉːgbyː/
stuka	/²st'ʉːka/
stukar	/²st'ʉːkar/
stulit	/²st'ʉːlɪt/
stulta	/²st'ɵlːta/
stumpa	/²st'ɵmːpa/
stump	/stɵmːp/
stum	/stɵmː/
stunda	/²st'ɵnːda/
stundar	/²st'ɵnːdar/
stundom	/²st'ɵnːdɔm/
stund	/stɵnːd/
stundtals	/²st'ɵnːdtɑːls/
stuntman	/²st'ɵnːtmanː/
stupa	/²st'ʉːpa/
stupar	/²st'ʉːpar/
stupid	/stɵp'iːd/
stupränna	/²st'ʉːpränːa/
stuprör	/²st'ʉːprøːr/
stup	/stʉːp/
stursk	/stɵʂːk/
stuteri	/stɵtɛr'iː/
stuva	/²st'ʉːva/
stuvar	/²st'ʉːvar/
stuveriarbetare	/²stʉːvɛr'iːarbeːtarɛ/
stuvning	/²st'ʉːvnɪŋ/
stuv	/stʉːv/
stycka	/²st'ʏkːa/
styckar	/²st'ʏkːar/
stycke	/²st'ʏkːɛ/
styckegods	/²st'ʏkːɛgʊtːs/
styckning	/²st'ʏkːnɪŋ/
styck	/stʏkː/
stygg	/stʏgː/
stygn	/stʏŋːn/
stylta	/²st'ʏlːta/
stympa	/²st'ʏmːpa/
stympar	/²st'ʏmːpar/
styng	/stʏŋː/
styra	/styːr/
styrbord	/st'yːrbuːɖ/
styre	/²st'yːrɛ/
styrelse	/²st'yːrɛlsɛ/
styrelseskick	/²st'yːrɛlsɛɧɪkː/
styresman	/²st'yːrɛsmanː/
styrka	/²st'ʏrːka/
styrka	/st'ʏrːkɛr/
styrketår	/²st'ʏrːkɛtoːr/
styrman	/st'yːrman/
styrspak	/²st'yːʂpɑːk/
styr	/styːr/
styvbarn	/²st'yːvbɑːɳ/
styvfar	/²st'yːvfɑːr/
styvmoderlig	/²st'yːvmuːdɛɭɪg/
styvmor	/²st'yːvmuːr/
styvna	/²st'yːvna/
styvnar	/²st'yːvnar/
styvnackad	/²st'yːvnakːad/
styv	/styːv/
styvt	/styːvt/
subjektiv	/s'ɵbːjɛktiːv/, /sɵbːjɛkt'iːv/
subjekt	/sɵbj'ɛkːt/
subkultur	/²s'ɵbːkɵltʉːr/
sublimera	/sɵblɪm'eːra/
sublimerar	/sɵblɪm'eːrar/
sublim	/sɵbl'iːm/
substans	/sɵbst'anːs/
substantiell	/sɵbstansɪ'ɛlː/
substantiv	/²s'ɵbːstantiːv/
substitut	/sɵbstɪt'ʉːt/
subtil	/sɵbt'iːl/
subtrahera	/sɵbtrah'eːra/
subtraherar	/sɵbtrah'eːrar/
subtraktion	/sɵbtrakɧ'uːn/
subventionera	/sɵbvɛnɧʊn'eːra/
subventionerar	/sɵbvɛnɧʊn'eːrar/
subvention	/sɵbvɛnɧ'uːn/
subversiv	/sɵbvärs'iːv/
succession	/sɵksɛɧ'uːn/
successiv	/s'ɵkːsɛsiːv/, /sɵkːsɛs'iːv/
succé	/sɵks'eː/
sucka	/²s'ɵkːa/
suckar	/²s'ɵkːar/
suck	/sɵkː/
sudda	/²s'ɵdːa/
suddar	/²s'ɵdːar/
suddgummi	/²s'ɵdːgɵmːɪ/
suddig	/²s'ɵdːɪg/
sudd	/sɵdː/
suffix	/sɵf'ɪkːs/
sufflé	/sɵfl'eː/
sufflör	/sɵfl'øːr/
suga	/s'ʉːgɛr/
suga ut	/sʉːgɛr'ʉːt/
sugen	/²s'ʉːgɛn/
sugga	/²s'ɵgːa/
suggerera	/sɵgɛr'eːra/
suggererar	/sɵgɛr'eːrar/
suggestion	/sɵgɛɧ'uːn/
suggestiv	/s'ɵgːɛstiːv/, /sɵgːɛst'iːv/
sugit	/²s'ʉːgɪt/
sugrör	/²s'ʉːgrøːr/
sug	/sʉːg/
sukta	/²s'ɵkːta/
suktar	/²s'ɵkːtar/
sula	/²s'ʉːla/
sulfa	/²s'ɵlːfa/
sulky	/s'ɵlːkʏ/, /s'ɵlːkɪ/
summa	/²s'ɵmːa/
summarisk	/sɵm'ɑːrɪsk/
summer	/²s'ɵmːɛr/
summera	/sɵm'eːra/
summerar	/sɵm'eːrar/
summit	/²s'ɵmːɪt/
sumpa	/²s'ɵmːpa/
sumpar	/²s'ɵmːpar/
sumpmark	/²s'ɵmːpmarːk/
sump	/sɵmːp/
sund	/sɵnːd/
supa	/s'ʉːpɛr/
super-	/²s'ʉːpɛr/
supera	/sɵp'eːra/
superar	/sɵp'eːrar/
superb	/sɵp'ɛrːb/
superlativ	/²s'ʉːpɛɭatiːv/
supé	/sɵp'eː/
supinum	/²sɵp'iːnɵm/
suppleant	/sɵplɛ'anːt/, /sɵplɛ'aŋː/
supporter	/sɵp'oːʈɛr/
sup	/sʉːp/
suput	/²sɵp'ʉːt/
sura	/²s'ʉːra/
surar	/²s'ʉːrar/
surfa	/²s'ɵrːfa/
surfar	/²s'ɵrːfar/
surfingbräda	/²s'ɵrːfɪŋbrɛːda/
surmulen	/²s'ʉːrmʉːlɛn/
surna	/²s'ʉːɳa/
surnar	/²s'ʉːɳar/
surpuppa	/²s'ʉːrpɵpːa/
surra	/²s'ɵrːa/
surrar	/²s'ɵrːar/
surrealistisk	/sɵrɛal'ɪsːtɪsk/
surrogat	/sɵrʊg'ɑːt/
surr	/sɵrː/
surströmming	/²s'ʉːʂʈrœmːɪŋ/
sur	/sʉːr/
susa	/²s'ʉːsa/
susar	/²s'ʉːsar/
suspekt	/sɵsp'ɛkːt/
suspendera	/sɵspɛnd'eːra/
suspenderar	/sɵspɛnd'eːrar/
sussa	/²s'ɵsːa/
sussar	/²s'ɵsːar/
sus	/sʉːs/
suttit	/²s'ɵtːɪt/
suverän	/sɵvɛr'ɛːn/
svacka	/²sv'akːa/
svada	/²sv'ɑːda/
svågerpolitik	/²sv'oːgɛrpʊlɪtiːk/
svägerska	/²sv'ɛːgɛʂka/
svåger	/sv'oːgɛr/
svaghet	/²sv'ɑːgheːt/
svagsint	/²sv'ɑːgsɪnːt/
svag	/svɑːg/
svaja	/²sv'ajːa/
svajar	/²sv'ajːar/
svajig	/²sv'ajːɪg/
svala	/²sv'ɑːla/
svalde	/²sv'ɑːldɛ/
svale	/²sv'ɑːlɛ/
svalgång	/²sv'ɑːlgɔŋː/
svalg	/svalːj/
svälja	/sv'ɛlːjɛr/
svalka	/²sv'ɑːlːka/
svalka	/²sv'alːka/
svalkar	/²sv'alːkar/
svalla	/²sv'alːa/
svallar	/²sv'alːar/
svälla	/sv'ɛlːɛr/
svall	/svalː/
svalna	/²sv'ɑːlna/
svalnar	/²sv'ɑːlnar/
sval	/svɑːl/
svål	/svoːl/
svälta	/sv'ɛlːtɛr/
svalt	/svɑːlt/
svalt	/svalːt/
svält	/svɛlːt/
svamla	/²sv'amːla/
svamlar	/²sv'amːlar/
svämma över	/svɛmar'øːvɛr/
svammel	/sv'amːɛl/
svamp	/svamːp/
svanesång	/²sv'ɑːnɛsɔŋː/
svänga om	/svɛŋɛr'ɔmː/
svänga	/sv'ɛŋːɛr/
svängig	/²sv'ɛŋːɪg/
svängning	/²sv'ɛŋːnɪŋ/
svängom	/svɛŋ'ɔmː/
svångrem	/²sv'ɔŋːrɛmː/
svängrum	/²sv'ɛŋːrɵmː/
sväng	/svɛŋː/
svank	/svaŋːk/
svans	/svanːs/
svan	/svɑːn/
svara	/²sv'ɑːra/
svarar	/²sv'ɑːrar/
svara för	/²sv'ɑːrarføːr/
svara mot	/²sv'ɑːrarmuːt/
svarande	/²sv'ɑːrandɛ/
svårartad	/²sv'oːrɑːʈad/
svårbemästrad	/²sv'oːrbɛmɛsːtrad/
svärdotter	/²sv'ɛːɖɔtːɛr/
svärd	/svɛːɖ/
svärfar	/²sv'ɛːrfɑːr/
svärföräldrar	/²sv'ɛːrfœrɛlːdrar/
svårighet	/²sv'oːrɪgheːt/
svärja	/svɛːr/
svärjer	/sv'ɛrːjɛr/
svårlöst	/²sv'oːɭøːst/
svärma	/²sv'ɛrːma/
svärmar	/²sv'ɛrːmar/
svårmod	/²sv'oːrmuːd/
svärmor	/²sv'ɛːrmuːr/
svärm	/svärːm/
svaromål	/²sv'ɑːrʊmoːl/
svärord	/²sv'ɛːruːɖ/
svarslös	/²sv'ɑːʂɭøːs/
svårsmält	/²sv'oːʂmɛlːt/
svärson	/²sv'ɛːʂoːn/
svars	/svɑːʂ/
svar	/svɑːr/
svår	/svoːr/
svärta	/²sv'ɛʈːa/
svärtar	/²sv'ɛʈːar/
svärta ner	/sväʈarn'eːr/
svartlistad	/²sv'aʈɭɪsːtad/
svartmåla	/²sv'aʈːmoːla/
svartmålar	/²sv'aʈːmoːlar/
svartmuskig	/²sv'aʈːmɵsːkɪg/
svartna	/²sv'aʈɳa/
svartnar	/²sv'aʈɳar/
svartpeppar	/²sv'aʈːpɛpːar/
svartsjuk	/²sv'aʈːɧʉːk/
svartsjuka	/²sv'aʈːɧʉːka/
svart	/svaʈː/
svartsyn	/²sv'aʈʂyːn/
svartvit	/²sv'aʈːviːt/
svarva	/²sv'arːva/
svarvar	/²sv'arːvar/
svarv	/svarːv/
sväva	/²sv'ɛːva/
svävar	/²sv'ɛːvar/
svävare	/²sv'ɛːvarɛ/
svavel	/sv'ɑːvɛl/
Svealand	/²sv'eːalanːd/
sveda	/²sv'eːda/
sved	/sveːd/
svek	/sveːk/
svendom	/²sv'ɛnːdʊmː/
svengelska	/sv'ɛŋːɛlska/
svensexa	/²sv'ɛnːsɛkːsa/
svenska	/²sv'ɛnːska/
Svenska Akademien	/²sv'ɛnːska akadɛm'iːn/
Svenska institutet	/²sv'ɛnːska ɪnstɪt'ʉːtɛt/
Svenska Turistföreningen	/²sv'ɛnːska ²tɵr'ɪsːtfœreːnɪŋɛn/
svensk	/svɛnːsk/
svepande	/²sv'eːpandɛ/
svepa	/sv'eːpɛr/
svepning	/²sv'eːpnɪŋ/
svepskäl	/²sv'eːpɧɛːl/
svep	/sveːp/
Sverige	/sv'ɛrːjɛ/
svetsa	/²sv'ɛtːsa/
svetsar	/²sv'ɛtːsar/
svettas	/²sv'ɛtːas/
svettig	/²sv'ɛtːɪg/
svett	/svɛtː/
svida	/sv'iːdɛr/
svika	/sv'iːkɛr/
svikta	/²sv'ɪkːta/
sviktar	/²sv'ɪkːtar/
svikt	/svɪkːt/
svimma	/²sv'ɪmːa/
svimmar	/²sv'ɪmːar/
svin-	/²sv'iːn/
svindel	/²sv'ɪnːdɛl/
svindla	/²sv'ɪnːdla/
svindlar	/²sv'ɪnːdlar/
svindlande	/²sv'ɪnːdlandɛ/
svinga	/²sv'ɪŋːa/
svingar	/²sv'ɪŋːar/
sving	/svɪŋː/
svinn	/svɪnː/
svinpäls	/²sv'iːnpɛlːs/
svin	/sviːn/
svit	/sviːt/
svordom	/²sv'uːɖʊmː/
svor	/svuːr/
svullen	/²sv'ɵlːɛn/
svullna	/²sv'ɵlːna/
svullnar	/²sv'ɵlːnar/
svullnad	/²sv'ɵlːnad/
svulstig	/²sv'ɵlːstɪg/
svulst	/svɵlːst/
svulten	/²sv'ɵlːtɛn/
svultit	/²sv'ɵlːtɪt/
svunnen	/²sv'ɵnːɛn/
svuren	/²sv'ʉːrɛn/
svurit	/²sv'ʉːrɪt/
sybehör	/²s'yːbɛhøːr/
sydländsk	/²s'yːdlɛnːsk/, /²s'yːdlɛnːdsk/
sydlänning	/²s'yːdlɛnːɪŋ/
sydlig	/²s'yːdlɪg/
syd	/syːd/
sydväst	/syːdv'ɛsːt/
syfilis	/s'yːfɪlɪs/
syfta	/²s'ʏfːta/
syftar	/²s'ʏfːtar/
syfte	/²s'ʏfːtɛ/
syftning	/²s'ʏfːtnɪŋ/
sy ihop	/syːrɪh'uːp/
syl	/syːl/
sylta	/²s'ʏlːta/
syltar	/²s'ʏlːtar/
sylt	/sʏlːt/
symaskin	/²s'yːmaɧiːn/
symbios	/sʏmbɪ'oːs/
symbolisera	/sʏmbʊlɪs'eːra/
symboliserar	/sʏmbʊlɪs'eːrar/
symbolisk	/sʏmb'oːlɪsk/
symbol	/sʏmb'oːl/
symfoniorkester	/²sʏmfʊn'iːɔrkɛsːtɛr/
symfoni	/sʏmfʊn'iː/
