a	/a/
plumb	/plumb/
plumbat	/plumbat/
plumbic	/plumbik/
plumbifer	/plumbifer/
plumbișor	/plumbiʃor/
plumbotipie	/plumbotipije/
plumbuire	/plumbuire/
plumbuit	/plumbuit/
plumburiu	/plumburiw/
plumier	/plumijer/
plumieră	/plumijerə/
plumânărea	/plumɨnərĕa/
plumpox	/plumpoks/
plumulă	/plumulə/
plunger	/plundʒer/
plural	/plural/
pluralia	/pluralija/
pluralism	/pluralism/
pluralist	/pluralist/
pluralitate	/pluralitate/
pluricarpelar	/plurikarpelar/
pluricavitar	/plurikavitar/
pluricelular	/pluritʃelular/
pluridotat	/pluridotat/
pluriflor	/pluriflor/
pluriform	/pluriform/
pluriglandular	/pluriɡlandular/
plurilateral	/plurilateral/
plurilingv	/plurilinɡv/
plurimilenar	/plurimilenar/
plurinuclear	/plurinuklear/
pluripartid	/pluripartid/
pluripartidism	/pluripartidism/
pluripartit	/pluripartit/
plurisecular	/plurisekular/
pluritate	/pluritate/
plurivalent	/plurivalent/
plurivalență	/plurivalentsə/
plurivoc	/plurivok/
plus	/plus/
plusa	/plusa/
plusare	/plusare/
plușat	/pluʃat/
plusprodus	/plusprodus/
plusvaloare	/plusvalŏare/
plută	/plutə/
plutărie	/plutərije/
plutărire	/plutərire/
plutărit	/plutərit/
plutaș	/plutaʃ/
plutășie	/plutəʃije/
plutibil	/plutibil/
plutică	/plutikə/
plutind	/plutind/
plutire	/plutire/
plutit	/plutit/
plutitoare	/plutitŏare/
plutitor	/plutitor/
plutocrat	/plutokrat/
plutocratic	/plutokratik/
plutocrație	/plutokratsije/
pluton	/pluton/
plutoner	/plutoner/
plutonian	/plutonijan/
plutonic	/plutonik/
plutonism	/plutonism/
plutonit	/plutonit/
plutoniu	/plutonju/
plutuire	/plutuire/
plutuit	/plutuit/
pluvial	/pluvijal/
pluviodenudare	/pluviodenudare/
pluviograf	/pluvioɡraf/
pluviogramă	/pluvioɡramə/
pluviometric	/pluviometrik/
pluviometrie	/pluviometrije/
pluviometru	/pluviometru/
pluvios	/pluvios/
pluvioscop	/pluvioskop/
pneu	/pnew/
pneumatic	/pneumatik/
pneumatolit	/pneumatolit/
pneumatolitic	/pneumatolitik/
pneumatoliză	/pneumatolizə/
pneumatoză	/pneumatozə/
pneumococ	/pneumokok/
pneumococic	/pneumokotʃik/
pneumoconioză	/pneumokoniozə/
pneumoenterită	/pneumoenteritə/
pneumogastric	/pneumoɡastrik/
pneumograf	/pneumoɡraf/
pneumografie	/pneumoɡrafije/
pneumolog	/pneumoloɡ/
pneumologic	/pneumolodʒik/
pneumologie	/pneumolodʒije/
pneumonic	/pneumonik/
pneumonie	/pneumonije/
pneumopatie	/pneumopatije/
pneumoperitoneu	/pneumoperitonew/
pneumoragie	/pneumoradʒije/
pneumosept	/pneumosept/
pneumoterapie	/pneumoterapije/
pneumotomie	/pneumotomije/
pneumotorax	/pneumotoraks/
pneumotrop	/pneumotrop/
pneurile	/pneurile/
poală	/pŏalə/
poale	/pŏale/
poalelungi	/pŏalelundʒʲ/
poamă	/pŏamə/
poanson	/pŏanson/
poansona	/pŏansona/
poansonaj	/pŏansonaʒ/
poansonare	/pŏansonare/
poansonat	/pŏansonat/
poansoneză	/pŏansonezə/
poanta	/pŏanta/
poantare	/pŏantare/
poantat	/pŏantat/
poanter	/pŏanter/
poantilism	/pŏantilism/
poantilist	/pŏantilist/
poantou	/pŏantow/
poară	/pŏarə/
poarcă	/pŏarkə/
poartă	/pŏartə/
poarte	/pŏarte/
poată	/pŏatə/
poate	/pŏate/
pobedit	/pobedit/
poc	/pok/
pocăială	/pokəjalə/
pocaianie	/pokajanije/
pocăință	/pokəintsə/
pocăire	/pokəire/
pocăit	/pokəit/
pocal	/pokal/
pocanie	/pokanije/
pocănire	/pokənire/
pocănit	/pokənit/
pocănitoare	/pokənitŏare/
pocănitură	/pokəniturə/
poceală	/potʃ̩alə/
pocher	/pokʲ̩er/
pocheraș	/pokʲ̩eraʃ/
pocherist	/pokʲ̩erist/
pochivnic	/pokʲ̩ivnik/
pocie	/potʃije/
pocâltire	/pokɨltire/
pocâltit	/pokɨltit/
pocinoc	/potʃinok/
pocinog	/potʃinoɡ/
pocânzeu	/pokɨnzew/
pocioianu	/potʃ̩ojanu/
pociovălișteanu	/potʃ̩ovəliʃtĕanu/
pocire	/potʃire/
pocit	/potʃit/
pocitanie	/potʃitanije/
pocitură	/potʃiturə/
pociu	/potʃ̩u/
pociumb	/potʃ̩umb/
poclad	/poklad/
pocladă	/pokladə/
poclău	/pokləw/
poclit	/poklit/
poclon	/poklon/
pocneală	/poknĕalə/
pocnet	/poknet/
pocnire	/poknire/
pocnit	/poknit/
pocnitoare	/poknitŏare/
pocnitură	/pokniturə/
pocrovăț	/pokrovəts/
pod	/pod/
podagră	/podaɡrə/
podan	/podan/
podar	/podar/
podară	/podarə/
podărit	/podərit/
podăriță	/podəritsə/
podbal	/podbal/
podbeal	/podbĕal/
podbeală	/podbĕalə/
podea	/podĕa/
podeală	/podĕalə/
podeață	/podĕatsə/
podeaua	/podĕawa/
podelele	/podelele/
podeț	/podets/
podețul	/podetsul/
podghiaz	/podgʲ̩̩az/
podgorean	/podɡorĕan/
podgoreancă	/podɡorĕankə/
podgoreanu	/podɡorĕanu/
podgorie	/podɡorije/
podgoriu	/podɡoriw/
podidire	/podidire/
podidit	/podidit/
podină	/podinə/
podire	/podire/
podiș	/podiʃ/
podișcă	/podiʃkə/
podișor	/podiʃor/
podit	/podit/
poditură	/poditurə/
podmet	/podmet/
podmol	/podmol/
podnojă	/podnoʒə/
podnojie	/podnoʒije/
podoabă	/podŏabə/
podoabele	/podŏabele/
podobie	/podobije/
podobire	/podobire/
podobit	/podobit/
podobromhidroză	/podobromhidrozə/
podofilină	/podofilinə/
podolian	/podolijan/
podolien	/podolijen/
podologic	/podolodʒik/
podologie	/podolodʒije/
podometru	/podometru/
podopunctură	/podopunkturə/
podorojnă	/podoroʒnə/
poduleț	/podulets/
podurel	/podurel/
podușcă	/poduʃkə/
poduț	/poduts/
podvadă	/podvadə/
podval	/podval/
podvoadă	/podvŏadə/
podvodar	/podvodar/
podzol	/podzol/
podzolic	/podzolik/
podzolire	/podzolire/
podzolit	/podzolit/
poem	/poem/
poemă	/poemə/
poematic	/poematik/
poenaru	/poenaru/
poet	/poet/
poetard	/poetard/
poetaș	/poetaʃ/
poetastru	/poetastru/
poetesă	/poetesə/
poetic	/poetik/
poetică	/poetikə/
poetiza	/poetiza/
poetizant	/poetizant/
poetizare	/poetizare/
poetizat	/poetizat/
poezea	/poezĕa/
poezia	/poezija/
poezie	/poezije/
poeziile	/poezijile/
poezioară	/poeziŏarə/
pofală	/pofalə/
pofidă	/pofidə/
pofil	/pofil/
poftă	/poftə/
poftăreț	/poftərets/
pofteală	/poftĕalə/
poftele	/poftele/
pofticios	/poftitʃ̩os/
poftim	/poftim/
poftire	/poftire/
poftit	/poftit/
poftito	/poftito/
poftitor	/poftitor/
poftorire	/poftorire/
poftorit	/poftorit/
pogace	/poɡatʃe/
pogăcea	/poɡətʃ̩a/
pogăcioară	/poɡətʃ̩ŏarə/
pogan	/poɡan/
pogea	/podʒ̩a/
poghibală	/pogʲ̩ibalə/
pogoanele	/poɡŏanele/
pogon	/poɡon/
pogonărit	/poɡonərit/
pogonaș	/poɡonaʃ/
pogonici	/poɡonitʃʲ/
pogonofor	/poɡonofor/
pogorî	/poɡorɨ/
pogorâre	/poɡorɨre/
pogorâș	/poɡorɨʃ/
pogorât	/poɡorɨt/
pogrebanie	/poɡrebanije/
pogribanie	/poɡribanije/
pogrom	/poɡrom/
pogromist	/poɡromist/
pohfală	/pohfalə/
pohod	/pohod/
pohoi	/pohoj/
pohonț	/pohonts/
pohoț	/pohots/
pohtă	/pohtə/
pohtire	/pohtire/
pohtit	/pohtit/
poi	/poj/
poiană	/pojanə/
poiată	/pojatə/
poienar	/pojenar/
poienari	/pojenarʲ/
poieniță	/pojenitsə/
poiețică	/pojetsikə/
poimâine	/pojmɨjne/
pointilism	/pojntilism/
pointilist	/pojntilist/
pointillism	/pojntil̩ism/
pointillist	/pojntil̩ist/
pojar	/poʒar/
pojarnic	/poʒarnik/
pojărnicie	/poʒərnitʃije/
pojarniță	/poʒarnitsə/
pojghiță	/poʒgʲ̩itsə/
pojijie	/poʒiʒije/
poker	/poker/
pol	/pol/
polabă	/polabə/
polar	/polar/
polarimetric	/polarimetrik/
polarimetrie	/polarimetrije/
polarimetru	/polarimetru/
polaritate	/polaritate/
polariza	/polariza/
polarizabil	/polarizabil/
polarizant	/polarizant/
polarizare	/polarizare/
polarizat	/polarizat/
polarizație	/polarizatsije/
polarizator	/polarizator/
polarizor	/polarizor/
polarograf	/polaroɡraf/
polarografic	/polaroɡrafik/
polarografie	/polaroɡrafije/
polaroid	/polaroid/
polaron	/polaron/
polată	/polatə/
polatră	/polatrə/
polc	/polk/
polcă	/polkə/
polcovnic	/polkovnik/
polcovnicesc	/polkovnitʃesk/
polcovnicie	/polkovnitʃije/
polcuță	/polkutsə/
polder	/polder/
poleac	/polĕak/
polecesc	/poletʃesk/
polei	/polej/
poleială	/polejalə/
poleier	/polejer/
poleire	/poleire/
poleit	/poleit/
poleitor	/poleitor/
polemarh	/polemarh/
polemic	/polemik/
polemică	/polemikə/
polemism	/polemism/
polemist	/polemist/
polemiza	/polemiza/
polemizare	/polemizare/
polemolog	/polemoloɡ/
polemologic	/polemolodʒik/
polemologie	/polemolodʒije/
polen	/polen/
polenic	/polenik/
polenifer	/polenifer/
poleniza	/poleniza/
polenizare	/polenizare/
polenizat	/polenizat/
polenizație	/polenizatsije/
polenizator	/polenizator/
poliacetat	/polijatʃetat/
poliachenă	/polijakʲ̩enə/
poliacid	/polijatʃid/
poliamid	/polijamid/
poliamidă	/polijamidə/
poliamidic	/polijamidik/
poliandră	/polijandrə/
poliandric	/polijandrik/
poliandrie	/polijandrije/
poliarhie	/polijarhije/
poliarticular	/polijartikular/
poliartrită	/polijartritə/
poliatlon	/polijatlon/
poliatomic	/polijatomik/
polibazic	/polibazik/
polibrăzdar	/polibrəzdar/
polibutadienă	/polibutadijenə/
policalifica	/polikalifika/
policalificare	/polikalifikare/
policalificat	/polikalifikat/
policandru	/polikandru/
policar	/polikar/
policarpic	/polikarpik/
policelular	/politʃelular/
polichet	/polikʲ̩et/
polichetă	/polikʲ̩etə/
policiclic	/politʃiklik/
policier	/politʃijer/
policitemie	/politʃitemije/
policlinic	/poliklinik/
policlinică	/poliklinikə/
policlorură	/poliklorurə/
policondensare	/polikondensare/
policră	/polikrə/
policristalin	/polikristalin/
policroism	/polikroism/
policrom	/polikrom/
policromat	/polikromat/
policromie	/polikromije/
polidactil	/polidaktil/
polidactilie	/polidaktilije/
polidimit	/polidimit/
polidipsie	/polidipsije/
polidisc	/polidisk/
polidrupă	/polidrupə/
poliedral	/polijedral/
poliedric	/polijedrik/
poliedru	/polijedru/
polieleu	/polijelew/
poliester	/polijester/
poliesteric	/polijesterik/
polietilenă	/polijetilenə/
polifag	/polifaɡ/
polifagie	/polifadʒije/
polifazat	/polifazat/
polifenol	/polifenol/
poliflor	/poliflor/
polifoliculă	/polifolikulə/
polifonematic	/polifonematik/
polifonic	/polifonik/
polifonie	/polifonije/
polifonist	/polifonist/
polifonizare	/polifonizare/
polifonizat	/polifonizat/
poligală	/poliɡalə/
poligam	/poliɡam/
poligamie	/poliɡamije/
poligenetic	/polidʒenetik/
poligeneză	/polidʒenezə/
poligenic	/polidʒenik/
poligenie	/polidʒenije/
poligenism	/polidʒenism/
poligenist	/polidʒenist/
poliglobulie	/poliɡlobulije/
poliglot	/poliɡlot/
poligon	/poliɡon/
poligonacee	/poliɡonatʃee/
poligonal	/poliɡonal/
poligonație	/poliɡonatsije/
poligonometrie	/poliɡonometrije/
poligraf	/poliɡraf/
poligrafic	/poliɡrafik/
poligrafie	/poliɡrafije/
poligrafist	/poliɡrafist/
polihibridare	/polihibridare/
polihistor	/polihistor/
poliizopren	/poliizopren/
poliloghie	/polilogʲ̩ije/
polimer	/polimer/
polimeriza	/polimeriza/
polimerizare	/polimerizare/
polimerizat	/polimerizat/
polimetacrilat	/polimetakrilat/
polimetalic	/polimetalik/
polimetrie	/polimetrije/
polimixină	/polimiksinə/
polimolecular	/polimolekular/
polimorf	/polimorf/
polimorfism	/polimorfism/
polinevrită	/polinevritə/
polinezian	/polinezijan/
polinic	/polinik/
polinie	/polinije/
polinifer	/polinifer/
polinizare	/polinizare/
polinizație	/polinizatsije/
polinizator	/polinizator/
polinom	/polinom/
polinomial	/polinomijal/
polinucleoză	/polinuklĕozə/
polinuculă	/polinukulə/
poliodă	/poliodə/
poliomielită	/poliomijelitə/
poliomielitic	/poliomijelitik/
polioximetilenă	/polioksimetilenə/
polip	/polip/
polipeptidă	/polipeptidə/
polipetal	/polipetal/
polipier	/polipijer/
poliploid	/poliploid/
poliploidie	/poliploidije/
polipnee	/polipnee/
polipod	/polipod/
poliporacee	/poliporatʃee/
polipoză	/polipozə/
polipropilenă	/polipropilenə/
poliptic	/poliptik/
poliritmic	/poliritmik/
poliritmie	/poliritmije/
polis	/polis/
polisemantic	/polisemantik/
polisemantism	/polisemantism/
polisemic	/polisemik/
polisemie	/polisemije/
polisepal	/polisepal/
polisier	/polisijer/
polisilabic	/polisilabik/
polisilogism	/polisilodʒism/
polisilogistic	/polisilodʒistik/
polisindet	/polisindet/
polisindeton	/polisindeton/
polisintetic	/polisintetik/
polisintetism	/polisintetism/
polisinteză	/polisintezə/
polisoar	/polisŏar/
polisulfură	/polisulfurə/
poliță	/politsə/
polițai	/politsaj/
politehnic	/politehnik/
politehnică	/politehnikə/
politehnicism	/politehnitʃism/
politehnizare	/politehnizare/
politeism	/politeism/
politeist	/politeist/
polițele	/politsele/
politeță	/politetsə/
politețe	/politetse/
poliția	/politsija/
politic	/politik/
politica	/politika/
politicărie	/politikərije/
politicastru	/politikastru/
politice	/polititʃe/
politicesc	/polititʃesk/
politicește	/polititʃeʃte/
politichie	/politikʲ̩ije/
politicii	/polititʃij/
politicoeconomică	/politikoekonomikə/
politicos	/politikos/
politie	/politije/
poliției	/politsijej/
polițienesc	/politsijenesk/
politip	/politip/
polițism	/politsism/
polițist	/politsist/
polițiști	/politsiʃtʲ/
polițistul	/politsistul/
politiza	/politiza/
politizare	/politizare/
politizat	/politizat/
politolog	/politoloɡ/
politologi	/politolodʒʲ/
politologic	/politolodʒik/
politologie	/politolodʒije/
politomie	/politomije/
politonal	/politonal/
politonalism	/politonalism/
politonalitate	/politonalitate/
politruc	/politruk/
poliuretan	/poliuretan/
poliuretanic	/poliuretanik/
poliurie	/poliurije/
polivalent	/polivalent/
polivalență	/polivalentsə/
polivinil	/polivinil/
polivinilic	/polivinilik/
polivitamină	/polivitaminə/
poliza	/poliza/
polizaharidă	/polizaharidə/
polizare	/polizare/
polizat	/polizat/
polizor	/polizor/
polje	/polʒe/
polnoglasie	/polnoɡlasije/
polo	/polo/
poloboc	/polobok/
polobocel	/polobotʃel/
polog	/poloɡ/
pologar	/poloɡar/
pologaș	/poloɡaʃ/
pologire	/polodʒire/
pologit	/polodʒit/
poloist	/poloist/
polologhie	/polologʲ̩ije/
polon	/polon/
polonez	/polonez/
polonic	/polonik/
poloniu	/polonju/
poloniza	/poloniza/
polonizare	/polonizare/
polonizat	/polonizat/
poltinic	/poltinik/
poltron	/poltron/
poltronerie	/poltronerije/
poltronism	/poltronism/
polturac	/polturak/
polua	/poluwa/
poluant	/poluwant/
poluare	/poluware/
poluat	/poluwat/
polunoșniță	/polunoʃnitsə/
polușcă	/poluʃkə/
poluție	/polutsije/
pom	/pom/
pomacee	/pomatʃee/
pomadă	/pomadə/
pomădare	/pomədare/
pomădat	/pomədat/
pomăduire	/poməduire/
pomăduit	/poməduit/
pomană	/pomanə/
pomărit	/pomərit/
pomăzuire	/poməzuire/
pomăzuit	/poməzuit/
pomelnic	/pomelnik/
pomeneală	/pomenĕalə/
pomeneată	/pomenĕatə/
pomenire	/pomenire/
pomenit	/pomenit/
pomenite	/pomenite/
pomet	/pomet/
pomete	/pomete/
pomi	/pomʲ/
pomicol	/pomikol/
pomicultor	/pomikultor/
pomicultură	/pomikulturə/
pomieră	/pomijerə/
pomină	/pominə/
pomișoară	/pomiʃŏarə/
pomișor	/pomiʃor/
pomiște	/pomiʃte/
pomiviticol	/pomivitikol/
pomneată	/pomnĕatə/
pomoje	/pomoʒe/
pomojnic	/pomoʒnik/
pomolog	/pomoloɡ/
pomologic	/pomolodʒik/
pomologie	/pomolodʒije/
pomoșnic	/pomoʃnik/
pomoste	/pomoste/
pomosteală	/pomostĕalə/
pomostină	/pomostinə/
pomostire	/pomostire/
pomostit	/pomostit/
pompa	/pompa/
pompaj	/pompaʒ/
pompare	/pompare/
pompat	/pompat/
pompeian	/pompejan/
pompier	/pompijer/
pompieresc	/pompijeresk/
pompierie	/pompijerije/
pompierism	/pompijerism/
pompieristic	/pompijeristik/
pompist	/pompist/
pompon	/pompon/
pompos	/pompos/
pomuleț	/pomulets/
pomului	/pomuluj/
pomușoară	/pomuʃŏarə/
pomuț	/pomuts/
ponce	/pontʃe/
poncif	/pontʃif/
ponciș	/pontʃiʃ/
pondera	/pondera/
ponderabil	/ponderabil/
ponderabilitate	/ponderabilitate/
ponderal	/ponderal/
ponderare	/ponderare/
ponderat	/ponderat/
ponderație	/ponderatsije/
ponderator	/ponderator/
pondere	/pondere/
ponderitate	/ponderitate/
ponegreală	/poneɡrĕalə/
ponegrire	/poneɡrire/
ponegrit	/poneɡrit/
ponegritor	/poneɡritor/
ponei	/ponej/
ponihos	/ponihos/
ponit	/ponit/
ponivos	/ponivos/
ponor	/ponor/
ponorî	/ponorɨ/
ponorâre	/ponorɨre/
ponorit	/ponorit/
ponorâtură	/ponorɨturə/
ponos	/ponos/
ponosire	/ponosire/
ponosit	/ponosit/
pont	/pont/
ponta	/ponta/
pontaj	/pontaʒ/
pontare	/pontare/
pontaș	/pontaʃ/
pontat	/pontat/
pontator	/pontator/
pontefice	/pontefitʃe/
ponțian	/pontsijan/
pontic	/pontik/
pontif	/pontif/
pontifi	/pontifʲ/
pontifical	/pontifikal/
pontificat	/pontifikat/
pontifice	/pontifitʃe/
pontil	/pontil/
pontilare	/pontilare/
ponton	/ponton/
pontonier	/pontonijer/
pop	/pop/
popă	/popə/
popan	/popan/
popas	/popas/
popaz	/popaz/
popean	/popĕan/
popesc	/popesk/
popescu	/popesku/
popește	/popeʃte/
popești	/popeʃtʲ/
popi	/popʲ/
popic	/popik/
popică	/popikə/
popicar	/popikar/
popicăreasă	/popikərĕasə/
popicărie	/popikərije/
popie	/popije/
popilean	/popilĕan/
popilnic	/popilnik/
popime	/popime/
popincă	/popinkə/
popândac	/popɨndak/
popândău	/popɨndəw/
popândeț	/popɨndets/
popândoc	/popɨndok/
popârcea	/popɨrtʃ̩a/
popire	/popire/
popistra	/popistra/
popistrare	/popistrare/
popistrat	/popistrat/
popistrire	/popistrire/
popistrit	/popistrit/
popit	/popit/
poplăcan	/popləkan/
poplăcean	/poplətʃ̩an/
poplin	/poplin/
popoare	/popŏare/
popoarelor	/popŏarelor/
popoiu	/popoju/
popol	/popol/
poponeață	/poponĕatsə/
poponeț	/poponets/
poponete	/poponete/
popor	/popor/
poporal	/poporal/
poporan	/poporan/
poporaneitate	/poporaneitate/
poporanism	/poporanism/
poporanist	/poporanist/
poporație	/poporatsije/
poporațiune	/poporatsiune/
poporime	/poporime/
poporos	/poporos/
poporul	/poporul/
poporului	/poporuluj/
poposire	/poposire/
popotă	/popotə/
popotar	/popotar/
popou	/popow/
popovici	/popovitʃʲ/
popp	/popp/
poprire	/poprire/
poprit	/poprit/
popritoare	/popritŏare/
popritor	/popritor/
popul	/popul/
popula	/popula/
populament	/populament/
popular	/popular/
populare	/populare/
popularitate	/popularitate/
populariza	/populariza/
popularizant	/popularizant/
popularizare	/popularizare/
popularizat	/popularizat/
popularizator	/popularizator/
populat	/populat/
populația	/populatsija/
populație	/populatsije/
populației	/populatsijej/
populațiune	/populatsiune/
populează	/populĕazə/
populism	/populism/
populist	/populist/
popușoi	/popuʃoj/
popustă	/popustə/
por	/por/
pora	/pora/
porc	/pork/
porcăire	/porkəire/
porcăit	/porkəit/
porcar	/porkar/
porcărie	/porkərije/
porcelan	/portʃelan/
porcesc	/portʃesk/
porcin	/portʃin/
porcoi	/porkoj/
porcoiaș	/porkojaʃ/
porcos	/porkos/
porculeț	/porkulets/
porcușor	/porkuʃor/
pordea	/pordĕa/
poreclă	/poreklə/
porecli	/porekli/
poreclire	/poreklire/
poreclit	/poreklit/
porfir	/porfir/
porfiră	/porfirə/
porfiric	/porfirik/
porfirie	/porfirije/
porfirină	/porfirinə/
porfirit	/porfirit/
porfiriu	/porfiriw/
porfiroblast	/porfiroblast/
porfirogenet	/porfirodʒenet/
porfiroid	/porfiroid/
poriclă	/poriklə/
porifer	/porifer/
porneală	/pornĕalə/
pornească	/pornĕaskə/
porneau	/pornĕaw/
pornește	/porneʃte/
porni	/porni/
pornim	/pornim/
porniră	/pornirə/
pornire	/pornire/
pornise	/pornise/
pornit	/pornit/
pornitor	/pornitor/
pornitură	/porniturə/
porno	/porno/
pornograf	/pornoɡraf/
pornografic	/pornoɡrafik/
pornografie	/pornoɡrafije/
poroclire	/poroklire/
poroclit	/poroklit/
poroncă	/poronkə/
poronceală	/porontʃ̩alə/
poroncire	/porontʃire/
poroncit	/porontʃit/
poroncitor	/porontʃitor/
poroplast	/poroplast/
poros	/poros/
porozimetru	/porozimetru/
porozitate	/porozitate/
port	/port/
portă	/portə/
portabil	/portabil/
portaj	/portaʒ/
portal	/portal/
portament	/portament/
portant	/portant/
portanță	/portantsə/
portar	/portar/
portăreasă	/portərĕasə/
portărel	/portərel/
portarmă	/portarmə/
portarul	/portarul/
portarului	/portaruluj/
portativ	/portativ/
portavoce	/portavotʃe/
portbagaj	/portbaɡaʒ/
portbaionetă	/portbajonetə/
portbebe	/portbebe/
portbilet	/portbilet/
portcart	/portkart/
portcuțit	/portkutsit/
portdrapel	/portdrapel/
porțelan	/portselan/
porțelănărie	/portselənərije/
portfard	/portfard/
porthart	/porthart/
porthartă	/porthartə/
porți	/portsʲ/
portic	/portik/
porție	/portsije/
portieră	/portijerə/
porțile	/portsile/
porților	/portsilor/
portiță	/portitsə/
porțiune	/portsiune/
porțiuni	/portsiunʲ/
portmantou	/portmantow/
portmoneu	/portmonew/
porto	/porto/
portocal	/portokal/
portocaliu	/portokaliw/
portofei	/portofej/
portofel	/portofel/
portofeu	/portofew/
portofoliu	/portofolju/
portolac	/portolak/
portor	/portor/
portorican	/portorikan/
portpagină	/portpadʒinə/
portperie	/portperije/
portret	/portret/
portreta	/portreta/
portretar	/portretar/
portretare	/portretare/
portretat	/portretat/
portretist	/portretist/
portretistic	/portretistik/
portretistică	/portretistikə/
portretiza	/portretiza/
portretizare	/portretizare/
portretizat	/portretizat/
portretul	/portretul/
portsabie	/portsabije/
portsart	/portsart/
portsculă	/portskulə/
portsemnal	/portsemnal/
portțigaret	/porttsiɡaret/
portuar	/portuwar/
portughez	/portugʲ̩ez/
portulac	/portulak/
portulan	/portulan/
portului	/portuluj/
porucic	/porutʃik/
porumb	/porumb/
porumbac	/porumbak/
porumbacu	/porumbaku/
porumbar	/porumbar/
porumbărie	/porumbərije/
porumbaș	/porumbaʃ/
porumbel	/porumbel/
porumbescu	/porumbesku/
porumbiște	/porumbiʃte/
porumbiță	/porumbitsə/
porumboiu	/porumboju/
porumbului	/porumbuluj/
poruncă	/porunkə/
poruncea	/poruntʃ̩a/
porunceală	/poruntʃ̩alə/
porunceau	/poruntʃ̩aw/
poruncire	/poruntʃire/
poruncit	/poruntʃit/
poruncitor	/poruntʃitor/
poș	/poʃ/
posac	/posak/
posăceală	/posətʃ̩alə/
posadă	/posadə/
posconiță	/poskonitsə/
poseda	/poseda/
posedant	/posedant/
posedare	/posedare/
posedat	/posedat/
posesie	/posesije/
posesiune	/posesiune/
posesiv	/posesiv/
posesor	/posesor/
posesorii	/posesorij/
posesoriu	/posesorju/
poșetă	/poʃetə/
posibil	/posibil/
posibile	/posibile/
posibilitate	/posibilitate/
poșidic	/poʃidik/
poșândic	/poʃɨndik/
poșircă	/poʃirkə/
poslujnic	/posluʒnik/
poslușnic	/posluʃnik/
posmag	/posmaɡ/
posmăgire	/posmədʒire/
posmăgit	/posmədʒit/
poșoar	/poʃŏar/
poșodic	/poʃodik/
posologic	/posolodʒik/
posologie	/posolodʒije/
posomorală	/posomoralə/
posomoreală	/posomorĕalə/
posomorî	/posomorɨ/
posomorire	/posomorire/
posomorit	/posomorit/
posomorâtă	/posomorɨtə/
poșovoaică	/poʃovŏajkə/
pospai	/pospaj/
pospăială	/pospəjalə/
pospăire	/pospəire/
pospăit	/pospəit/
pospolit	/pospolit/
post	/post/
posta	/posta/
poștal	/poʃtal/
poștală	/poʃtalə/
postament	/postament/
poștar	/poʃtar/
postare	/postare/
poștăriță	/poʃtəritsə/
postaș	/postaʃ/
postat	/postat/
postată	/postatə/
postav	/postav/
postavă	/postavə/
postăvar	/postəvar/
postăvăreasă	/postəvərĕasə/
postăvărie	/postəvərije/
postbelic	/postbelik/
postcalcul	/postkalkul/
postcalculație	/postkalkulatsije/
postcomunism	/postkomunism/
postcomunist	/postkomunist/
postcură	/postkurə/
postcurativ	/postkurativ/
postdata	/postdata/
postdatare	/postdatare/
postdatat	/postdatat/
postdecembrist	/postdetʃembrist/
postdiluvian	/postdiluvijan/
postelnic	/postelnik/
postelniceasă	/postelnitʃ̩asə/
postelnicel	/postelnitʃel/
postelnicie	/postelnitʃije/
poster	/poster/
posterior	/posterior/
posteriori	/posteriorʲ/
posterioritate	/posterioritate/
posteritate	/posteritate/
posteroinferior	/posteroinferior/
posterolingual	/posterolinɡuwal/
posteucă	/posteukə/
postfața	/postfatsa/
postfațare	/postfatsare/
postfațat	/postfatsat/
postfațator	/postfatsator/
poștie	/poʃtije/
postilion	/postilion/
postire	/postire/
postiș	/postiʃ/
postliceal	/postlitʃ̩al/
postludiu	/postludju/
postmeridian	/postmeridijan/
postmodernism	/postmodernism/
postmodernist	/postmodernist/
postnatal	/postnatal/
postnominal	/postnominal/
postolache	/postolakʲ̩e/
postpalatal	/postpalatal/
postpașoptist	/postpaʃoptist/
postpoziție	/postpozitsije/
postpozițiune	/postpozitsiune/
postprandial	/postprandijal/
postprocesare	/postprotʃesare/
postpune	/postpune/
postpunere	/postpunere/
postpus	/postpus/
postșcolar	/postʃkolar/
postsincron	/postsinkron/
postsincroniza	/postsinkroniza/
postsincronizare	/postsinkronizare/
postsincronizat	/postsinkronizat/
posttonic	/posttonik/
posttotalitar	/posttotalitar/
postula	/postula/
postulant	/postulant/
postulare	/postulare/
postulat	/postulat/
postulativ	/postulativ/
postului	/postuluj/
postum	/postum/
postumitate	/postumitate/
postură	/posturə/
posturi	/posturʲ/
posturile	/posturile/
postverbal	/postverbal/
pot	/pot/
potabil	/potabil/
potabilitate	/potabilitate/
potaie	/potaje/
potamolog	/potamoloɡ/
potamologie	/potamolodʒije/
potasă	/potasə/
potasic	/potasik/
potasiu	/potasju/
potcă	/potkə/
potcap	/potkap/
potcapic	/potkapik/
potcaș	/potkaʃ/
potcoavă	/potkŏavə/
potcovar	/potkovar/
potcovărie	/potkovərije/
potcoveală	/potkovĕalə/
potcovire	/potkovire/
potcovit	/potkovit/
potecă	/potekə/
potecea	/potetʃ̩a/
poteci	/potetʃʲ/
potecuță	/potekutsə/
potent	/potent/
potența	/potentsa/
potențare	/potentsare/
potentat	/potentat/
potențial	/potentsijal/
potențiali	/potentsijalʲ/
potențialitate	/potentsijalitate/
