가	/ka̠/
찰깡찰깡하다	/t͡ɕʰa̠ɭk͈a̠ŋt͡ɕʰa̠ɭk͈a̠ŋɦa̠da̠/
찰깡하다	/t͡ɕʰa̠ɭk͈a̠ŋɦa̠da̠/
찰나	/t͡ɕʰa̠ɭɭa̠/
찰나적	/t͡ɕʰa̠ɭɭa̠d͡ʑʌ̹k̚/
찰딱	/t͡ɕʰa̠ɭt͈a̠k̚/
찰딱거리다	/t͡ɕʰa̠ɭt͈a̠k̚k͈ʌ̹ɾida̠/
찰딱대다	/t͡ɕʰa̠ɭt͈a̠k̚t͈ɛ̝da̠/
찰딱이다	/t͡ɕʰa̠ɭt͈a̠ɡida̠/
찰딱찰딱	/t͡ɕʰa̠ɭt͈a̠k̚t͡ɕʰa̠ɭt͈a̠k̚/
찰딱찰딱하다	/t͡ɕʰa̠ɭt͈a̠k̚t͡ɕʰa̠ɭt͈a̠kʰa̠da̠/
찰딱하다	/t͡ɕʰa̠ɭt͈a̠kʰa̠da̠/
찰떡	/t͡ɕʰa̠ɭt͈ʌ̹k̚/
찰떡궁합	/t͡ɕʰa̠ɭt͈ʌ̹k̚k͈uŋɦa̠p̚/
찰떡근원	/t͡ɕʰa̠ɭt͈ʌ̹k̚k͈ɯnwʌ̹n/
찰락	/t͡ɕʰa̠ɭɭa̠k̚/
찰락거리다	/t͡ɕʰa̠ɭɭa̠k̚k͈ʌ̹ɾida̠/
찰락대다	/t͡ɕʰa̠ɭɭa̠k̚t͈ɛ̝da̠/
찰락이다	/t͡ɕʰa̠ɭɭa̠ɡida̠/
찰락찰락	/t͡ɕʰa̠ɭɭa̠k̚t͡ɕʰa̠ɭɭa̠k̚/
찰락찰락하다	/t͡ɕʰa̠ɭɭa̠k̚t͡ɕʰa̠ɭɭa̠kʰa̠da̠/
찰람	/t͡ɕʰa̠ɭɭa̠m/
찰람거리다	/t͡ɕʰa̠ɭɭa̠mɡʌ̹ɾida̠/
찰람대다	/t͡ɕʰa̠ɭɭa̠mdɛ̝da̠/
찰람찰람	/t͡ɕʰa̠ɭɭa̠mt͡ɕʰa̠ɭɭa̠m/
찰람찰람하다	/t͡ɕʰa̠ɭɭa̠mt͡ɕʰa̠ɭɭa̠mɦa̠da̠/
찰람하다	/t͡ɕʰa̠ɭɭa̠mɦa̠da̠/
찰랑	/t͡ɕʰa̠ɭɭa̠ŋ/
찰랑거리다	/t͡ɕʰa̠ɭɭa̠ŋɡʌ̹ɾida̠/
찰랑대다	/t͡ɕʰa̠ɭɭa̠ŋdɛ̝da̠/
찰랑이다	/t͡ɕʰa̠ɭɭa̠ŋida̠/
찰랑찰랑	/t͡ɕʰa̠ɭɭa̠ŋt͡ɕʰa̠ɭɭa̠ŋ/
찰랑찰랑하다	/t͡ɕʰa̠ɭɭa̠ŋt͡ɕʰa̠ɭɭa̠ŋɦa̠da̠/
찰랑하다	/t͡ɕʰa̠ɭɭa̠ŋɦa̠da̠/
찰랑히	/t͡ɕʰa̠ɭɭa̠ŋʝi/
찰바닥	/t͡ɕʰa̠ɭba̠da̠k̚/
찰바닥거리다	/t͡ɕʰa̠ɭba̠da̠k̚k͈ʌ̹ɾida̠/
찰바닥대다	/t͡ɕʰa̠ɭba̠da̠k̚t͈ɛ̝da̠/
찰바닥찰바닥	/t͡ɕʰa̠ɭba̠da̠k̚t͡ɕʰa̠ɭba̠da̠k̚/
찰바닥찰바닥하다	/t͡ɕʰa̠ɭba̠da̠k̚t͡ɕʰa̠ɭba̠da̠kʰa̠da̠/
찰바닥하다	/t͡ɕʰa̠ɭba̠da̠kʰa̠da̠/
찰바당	/t͡ɕʰa̠ɭba̠da̠ŋ/
찰바당거리다	/t͡ɕʰa̠ɭba̠da̠ŋɡʌ̹ɾida̠/
찰바당대다	/t͡ɕʰa̠ɭba̠da̠ŋdɛ̝da̠/
찰바당찰바당	/t͡ɕʰa̠ɭba̠da̠ŋt͡ɕʰa̠ɭba̠da̠ŋ/
찰바당찰바당하다	/t͡ɕʰa̠ɭba̠da̠ŋt͡ɕʰa̠ɭba̠da̠ŋɦa̠da̠/
찰바당하다	/t͡ɕʰa̠ɭba̠da̠ŋɦa̠da̠/
찰박	/t͡ɕʰa̠ɭba̠k̚/
찰박거리다	/t͡ɕʰa̠ɭba̠k̚k͈ʌ̹ɾida̠/
찰박대다	/t͡ɕʰa̠ɭba̠k̚t͈ɛ̝da̠/
찰박이다	/t͡ɕʰa̠ɭba̠ɡida̠/
찰박찰박	/t͡ɕʰa̠ɭba̠k̚t͡ɕʰa̠ɭba̠k̚/
찰박찰박하다	/t͡ɕʰa̠ɭba̠k̚t͡ɕʰa̠ɭba̠kʰa̠da̠/
찰박하다	/t͡ɕʰa̠ɭba̠kʰa̠da̠/
찰밥	/t͡ɕʰa̠ɭba̠p̚/
찰방	/t͡ɕʰa̠ɭba̠ŋ/
찰방거리다	/t͡ɕʰa̠ɭba̠ŋɡʌ̹ɾida̠/
찰방대다	/t͡ɕʰa̠ɭba̠ŋdɛ̝da̠/
찰방이다	/t͡ɕʰa̠ɭba̠ŋida̠/
찰방찰방	/t͡ɕʰa̠ɭba̠ŋt͡ɕʰa̠ɭba̠ŋ/
찰방찰방하다	/t͡ɕʰa̠ɭba̠ŋt͡ɕʰa̠ɭba̠ŋɦa̠da̠/
찰방하다	/t͡ɕʰa̠ɭba̠ŋɦa̠da̠/
찰벼	/t͡ɕʰa̠ɭbjʌ̹/
찰상	/t͡ɕʰa̠ɭsʰa̠ŋ/
찰수수	/t͡ɕʰa̠ɭsʰusʰu/
찰싸닥	/t͡ɕʰa̠ɭs͈a̠da̠k̚/
찰싸닥거리다	/t͡ɕʰa̠ɭs͈a̠da̠k̚k͈ʌ̹ɾida̠/
찰싸닥대다	/t͡ɕʰa̠ɭs͈a̠da̠k̚t͈ɛ̝da̠/
찰싸닥찰싸닥	/t͡ɕʰa̠ɭs͈a̠da̠k̚t͡ɕʰa̠ɭs͈a̠da̠k̚/
찰싸닥찰싸닥하다	/t͡ɕʰa̠ɭs͈a̠da̠k̚t͡ɕʰa̠ɭs͈a̠da̠kʰa̠da̠/
찰싸닥하다	/t͡ɕʰa̠ɭs͈a̠da̠kʰa̠da̠/
찰싹	/t͡ɕʰa̠ɭs͈a̠k̚/
찰싹거리다	/t͡ɕʰa̠ɭs͈a̠k̚k͈ʌ̹ɾida̠/
찰싹대다	/t͡ɕʰa̠ɭs͈a̠k̚t͈ɛ̝da̠/
찰싹이다	/t͡ɕʰa̠ɭs͈a̠ɡida̠/
찰싹찰싹	/t͡ɕʰa̠ɭs͈a̠k̚t͡ɕʰa̠ɭs͈a̠k̚/
찰싹찰싹하다	/t͡ɕʰa̠ɭs͈a̠k̚t͡ɕʰa̠ɭs͈a̠kʰa̠da̠/
찰싹하다	/t͡ɕʰa̠ɭs͈a̠kʰa̠da̠/
찰옥수수	/t͡ɕʰa̠ɾo̞ks͈usʰu/
찰지다	/t͡ɕʰa̠ɭd͡ʑida̠/
찰찰	/t͡ɕʰa̠ɭt͡ɕʰa̠ɭ/
찰찰하다	/t͡ɕʰa̠ɭt͡ɕʰa̠ɾɦa̠da̠/
찰카닥	/t͡ɕʰa̠ɭkʰa̠da̠k̚/
찰카닥거리다	/t͡ɕʰa̠ɭkʰa̠da̠k̚k͈ʌ̹ɾida̠/
찰카닥대다	/t͡ɕʰa̠ɭkʰa̠da̠k̚t͈ɛ̝da̠/
찰카닥찰카닥	/t͡ɕʰa̠ɭkʰa̠da̠k̚t͡ɕʰa̠ɭkʰa̠da̠k̚/
찰카닥찰카닥하다	/t͡ɕʰa̠ɭkʰa̠da̠k̚t͡ɕʰa̠ɭkʰa̠da̠kʰa̠da̠/
찰카닥하다	/t͡ɕʰa̠ɭkʰa̠da̠kʰa̠da̠/
찰카당	/t͡ɕʰa̠ɭkʰa̠da̠ŋ/
찰카당거리다	/t͡ɕʰa̠ɭkʰa̠da̠ŋɡʌ̹ɾida̠/
찰카당대다	/t͡ɕʰa̠ɭkʰa̠da̠ŋdɛ̝da̠/
찰카당찰카당	/t͡ɕʰa̠ɭkʰa̠da̠ŋt͡ɕʰa̠ɭkʰa̠da̠ŋ/
찰카당찰카당하다	/t͡ɕʰa̠ɭkʰa̠da̠ŋt͡ɕʰa̠ɭkʰa̠da̠ŋɦa̠da̠/
찰카당하다	/t͡ɕʰa̠ɭkʰa̠da̠ŋɦa̠da̠/
찰칵	/t͡ɕʰa̠ɭkʰa̠k̚/
찰칵거리다	/t͡ɕʰa̠ɭkʰa̠k̚k͈ʌ̹ɾida̠/
찰칵대다	/t͡ɕʰa̠ɭkʰa̠k̚t͈ɛ̝da̠/
찰칵이다	/t͡ɕʰa̠ɭkʰa̠ɡida̠/
찰칵찰칵	/t͡ɕʰa̠ɭkʰa̠k̚t͡ɕʰa̠ɭkʰa̠k̚/
찰칵찰칵하다	/t͡ɕʰa̠ɭkʰa̠k̚t͡ɕʰa̠ɭkʰa̠kʰa̠da̠/
찰칵하다	/t͡ɕʰa̠ɭkʰa̠kʰa̠da̠/
찰캉	/t͡ɕʰa̠ɭkʰa̠ŋ/
찰캉거리다	/t͡ɕʰa̠ɭkʰa̠ŋɡʌ̹ɾida̠/
찰캉대다	/t͡ɕʰa̠ɭkʰa̠ŋdɛ̝da̠/
찰캉이다	/t͡ɕʰa̠ɭkʰa̠ŋida̠/
찰캉찰캉	/t͡ɕʰa̠ɭkʰa̠ŋt͡ɕʰa̠ɭkʰa̠ŋ/
찰캉찰캉하다	/t͡ɕʰa̠ɭkʰa̠ŋt͡ɕʰa̠ɭkʰa̠ŋɦa̠da̠/
찰캉하다	/t͡ɕʰa̠ɭkʰa̠ŋɦa̠da̠/
찰파닥	/t͡ɕʰa̠ɭpʰa̠da̠k̚/
찰파닥거리다	/t͡ɕʰa̠ɭpʰa̠da̠k̚k͈ʌ̹ɾida̠/
찰파닥대다	/t͡ɕʰa̠ɭpʰa̠da̠k̚t͈ɛ̝da̠/
찰파닥찰파닥	/t͡ɕʰa̠ɭpʰa̠da̠k̚t͡ɕʰa̠ɭpʰa̠da̠k̚/
찰파닥찰파닥하다	/t͡ɕʰa̠ɭpʰa̠da̠k̚t͡ɕʰa̠ɭpʰa̠da̠kʰa̠da̠/
찰파닥하다	/t͡ɕʰa̠ɭpʰa̠da̠kʰa̠da̠/
찰팍	/t͡ɕʰa̠ɭpʰa̠k̚/
찰팍거리다	/t͡ɕʰa̠ɭpʰa̠k̚k͈ʌ̹ɾida̠/
찰팍대다	/t͡ɕʰa̠ɭpʰa̠k̚t͈ɛ̝da̠/
찰팍이다	/t͡ɕʰa̠ɭpʰa̠ɡida̠/
찰팍찰팍	/t͡ɕʰa̠ɭpʰa̠k̚t͡ɕʰa̠ɭpʰa̠k̚/
찰팍찰팍하다	/t͡ɕʰa̠ɭpʰa̠k̚t͡ɕʰa̠ɭpʰa̠kʰa̠da̠/
찰팍하다	/t͡ɕʰa̠ɭpʰa̠kʰa̠da̠/
찰현악기	/t͡ɕʰa̠ɾʝjʌ̹na̠k̚k͈i/
찰흙	/t͡ɕʰa̠ɾɣɯk̚/
참	/t͡ɕʰa̠m/
참가	/t͡ɕʰa̠mɡa̠/
참가국	/t͡ɕʰa̠mɡa̠ɡuk̚/
참가인	/t͡ɕʰa̠mɡa̠in/
참가자	/t͡ɕʰa̠mɡa̠d͡ʑa̠/
참가하다	/t͡ɕʰa̠mɡa̠ɦa̠da̠/
참개구리	/t͡ɕʰa̠mɡɛ̝ɡuɾi/
참견	/t͡ɕʰa̠mɡjʌ̹n/
참견하다	/t͡ɕʰa̠mɡjʌ̹nɦa̠da̠/
참고	/t͡ɕʰa̠mɡo̞/
참고란	/t͡ɕʰa̠mɡo̞ɾa̠n/
참고서	/t͡ɕʰa̠mɡo̞sʰʌ̹/
참고인	/t͡ɕʰa̠mɡo̞in/
참고하다	/t͡ɕʰa̠mɡo̞ɦa̠da̠/
참관	/t͡ɕʰa̠mɡwa̠n/
참관기	/t͡ɕʰa̠mɡwa̠nɡi/
참관인	/t͡ɕʰa̠mɡwa̠nin/
참관하다	/t͡ɕʰa̠mɡwa̠nɦa̠da̠/
참괴	/t͡ɕʰa̠mɡø̞/, /t͡ɕʰa̠mɡwe̞/
참극	/t͡ɕʰa̠mɡɯk̚/
참기름	/t͡ɕʰa̠mɡiɾɯm/
참깨	/t͡ɕʰa̠mk͈ɛ̝/
참나도히초미	/t͡ɕʰa̠mna̠do̞ʝit͡ɕʰo̞mi/
참나래박쥐	/t͡ɕʰa̠mna̠ɾɛ̝ba̠k̚t͡ɕ͈ɥi/, /t͡ɕʰa̠mna̠ɾɛ̝ba̠k̚t͡ɕ͈y/
참나래새	/t͡ɕʰa̠mna̠ɾɛ̝sʰɛ̝/
참나무	/t͡ɕʰa̠mna̠mu/
참내	/t͡ɕʰa̠mnɛ̝/
참다	/t͡ɕʰa̠mda̠/
참다랑어	/t͡ɕʰa̠mda̠ɾa̠ŋʌ̹/
참다래	/t͡ɕʰa̠mda̠ɾɛ̝/
참담	/t͡ɕʰa̠mda̠m/
참담하다	/t͡ɕʰa̠mda̠mɦa̠da̠/
참대곰	/t͡ɕʰa̠mdɛ̝ɡo̞m/
참되다	/t͡ɕʰa̠mdø̞da̠/, /t͡ɕʰa̠mdwe̞da̠/
참뜻	/t͡ɕʰa̠mt͈ɯt̚/
참람	/t͡ɕʰa̠mna̠m/
참례	/t͡ɕʰa̠mɲje̞/, /t͡ɕʰa̠mne̞/
참례하다	/t͡ɕʰa̠mɲje̞ɦa̠da̠/, /t͡ɕʰa̠mne̞ɦa̠da̠/
참마검	/t͡ɕʰa̠mma̠ɡʌ̹m/
참말	/t͡ɕʰa̠mma̠ɭ/
참모	/t͡ɕʰa̠mmo̞/
참모부	/t͡ɕʰa̠mmo̞bu/
참모장	/t͡ɕʰa̠mmo̞d͡ʑa̠ŋ/
참모진	/t͡ɕʰa̠mmo̞d͡ʑin/
참모총장	/t͡ɕʰa̠mmo̞t͡ɕʰo̞ŋd͡ʑa̠ŋ/
참배	/t͡ɕʰa̠mbɛ̝/
참배하다	/t͡ɕʰa̠mbɛ̝ɦa̠da̠/
참변	/t͡ɕʰa̠mbjʌ̹n/
참봉	/t͡ɕʰa̠mbo̞ŋ/
참비름	/t͡ɕʰa̠mbiɾɯm/
참빗	/t͡ɕʰa̠mbit̚/
참사	/t͡ɕʰa̠msʰa̠/
참살	/t͡ɕʰa̠msʰa̠ɭ/
참상	/t͡ɕʰa̠msʰa̠ŋ/
참새	/t͡ɕʰa̠msʰɛ̝/
참석	/t͡ɕʰa̠msʰʌ̹k̚/
참석자	/t͡ɕʰa̠msʰʌ̹k̚t͡ɕ͈a̠/
참석하다	/t͡ɕʰa̠msʰʌ̹kʰa̠da̠/
참선	/t͡ɕʰa̠msʰʌ̹n/
참선하다	/t͡ɕʰa̠msʰʌ̹nɦa̠da̠/
참설	/t͡ɕʰa̠msʰʌ̹ɭ/
참수	/t͡ɕʰa̠msʰu/
참수하다	/t͡ɕʰa̠msʰuɦa̠da̠/
참숯	/t͡ɕʰa̠msʰut̚/
참시	/t͡ɕʰa̠mɕʰi/
참신	/t͡ɕʰa̠mɕʰin/
참신하다	/t͡ɕʰa̠mɕʰinɦa̠da̠/
참여	/t͡ɕʰa̠mjʌ̹/
참여시	/t͡ɕʰa̠mjʌ̹ɕʰi/
참여자	/t͡ɕʰa̠mjʌ̹d͡ʑa̠/
참여하다	/t͡ɕʰa̠mjʌ̹ɦa̠da̠/
참오동	/t͡ɕʰa̠mo̞do̞ŋ/
참외	/t͡ɕʰa̠mø̞/, /t͡ɕʰa̠mwe̞/
참위	/t͡ɕʰa̠mɥi/, /t͡ɕʰa̠my/
참으로	/t͡ɕʰa̠mɯɾo̞/
참을성	/t͡ɕʰa̠mɯɭsʰʌ̹ŋ/
참의	/t͡ɕʰa̠mɰi/
참의부	/t͡ɕʰa̠mɰibu/
참의원	/t͡ɕʰa̠mɰiwʌ̹n/
참작	/t͡ɕʰa̠md͡ʑa̠k̚/
참작하다	/t͡ɕʰa̠md͡ʑa̠kʰa̠da̠/
참전	/t͡ɕʰa̠md͡ʑʌ̹n/
참전국	/t͡ɕʰa̠md͡ʑʌ̹nɡuk̚/
참전하다	/t͡ɕʰa̠md͡ʑʌ̹nɦa̠da̠/
참정	/t͡ɕʰa̠md͡ʑʌ̹ŋ/
참정권	/t͡ɕʰa̠md͡ʑʌ̹ŋɡwʌ̹n/
참정대신	/t͡ɕʰa̠md͡ʑʌ̹ŋdɛ̝ɕʰin/
참정하다	/t͡ɕʰa̠md͡ʑʌ̹ŋɦa̠da̠/
참조	/t͡ɕʰa̠md͡ʑo̞/
참조기	/t͡ɕʰa̠md͡ʑo̞ɡi/
참조하다	/t͡ɕʰa̠md͡ʑo̞ɦa̠da̠/
참죄	/t͡ɕʰa̠md͡ʑø̞/, /t͡ɕʰa̠md͡ʑwe̞/
참주	/t͡ɕʰa̠md͡ʑu/
참찬	/t͡ɕʰa̠mt͡ɕʰa̠n/
참치	/t͡ɕʰa̠mt͡ɕʰi/
참칭	/t͡ɕʰa̠mt͡ɕʰiŋ/
참판	/t͡ɕʰa̠mpʰa̠n/
참패	/t͡ɕʰa̠mpʰɛ̝/
참패하다	/t͡ɕʰa̠mpʰɛ̝ɦa̠da̠/
참하다	/t͡ɕʰa̠mɦa̠da̠/
참형	/t͡ɕʰa̠mʝjʌ̹ŋ/
참호	/t͡ɕʰa̠mβo̞/
참호전	/t͡ɕʰa̠mβo̞d͡ʑʌ̹n/
참혹	/t͡ɕʰa̠mβo̞k̚/
참혹하다	/t͡ɕʰa̠mβo̞kʰa̠da̠/
참화	/t͡ɕʰa̠mβwa̠/
참회	/t͡ɕʰa̠mɦø̞/, /t͡ɕʰa̠mβwe̞/
참회록	/t͡ɕʰa̠mɦø̞ɾo̞k̚/, /t͡ɕʰa̠mβwe̞ɾo̞k̚/
참회소설	/t͡ɕʰa̠mɦø̞sʰo̞sʰʌ̹ɭ/, /t͡ɕʰa̠mβwe̞sʰo̞sʰʌ̹ɭ/
참회하다	/t͡ɕʰa̠mɦø̞ɦa̠da̠/, /t͡ɕʰa̠mβwe̞ɦa̠da̠/
참흙	/t͡ɕʰa̠mɣɯk̚/
찹쌀	/t͡ɕʰa̠ps͈a̠ɭ/
찹찹	/t͡ɕʰa̠p̚t͡ɕʰa̠p̚/
찹찹하다	/t͡ɕʰa̠p̚t͡ɕʰa̠pʰa̠da̠/
찻간	/t͡ɕʰa̠t̚k͈a̠n/
찻길	/t͡ɕʰa̠t̚k͈iɭ/
찻숟가락	/t͡ɕʰa̠t̚s͈ut̚k͈a̠ɾa̠k̚/
찻잔	/t͡ɕʰa̠t̚t͡ɕ͈a̠n/
찻주전자	/t͡ɕʰa̠t̚t͡ɕ͈ud͡ʑʌ̹nd͡ʑa̠/
찻집	/t͡ɕʰa̠t̚t͡ɕ͈ip̚/
창	/t͡ɕʰa̠ŋ/
창가	/t͡ɕʰa̠ŋɡa̠/
창가가사	/t͡ɕʰa̠ŋɡa̠ɡa̠sʰa̠/
창간	/t͡ɕʰa̠ŋɡa̠n/
창간되다	/t͡ɕʰa̠ŋɡa̠ndø̞da̠/, /t͡ɕʰa̠ŋɡa̠ndwe̞da̠/
창간사	/t͡ɕʰa̠ŋɡa̠nsʰa̠/
창간하다	/t͡ɕʰa̠ŋɡa̠nɦa̠da̠/
창간호	/t͡ɕʰa̠ŋɡa̠nβo̞/
창건	/t͡ɕʰa̠ŋɡʌ̹n/
창건되다	/t͡ɕʰa̠ŋɡʌ̹ndø̞da̠/, /t͡ɕʰa̠ŋɡʌ̹ndwe̞da̠/
창건주	/t͡ɕʰa̠ŋɡʌ̹nd͡ʑu/
창건하다	/t͡ɕʰa̠ŋɡʌ̹nɦa̠da̠/
창검	/t͡ɕʰa̠ŋɡʌ̹m/
창경궁	/t͡ɕʰa̠ŋɡjʌ̹ŋɡuŋ/
창경원	/t͡ɕʰa̠ŋɡjʌ̹ŋwʌ̹n/
창고	/t͡ɕʰa̠ŋɡo̞/
창고료	/t͡ɕʰa̠ŋɡo̞ɾjo/
창고업	/t͡ɕʰa̠ŋɡo̞ʌ̹p̚/
창곡	/t͡ɕʰa̠ŋɡo̞k̚/
창공	/t͡ɕʰa̠ŋɡo̞ŋ/
창과	/t͡ɕʰa̠ŋɡwa̠/
창구	/t͡ɕʰa̠ŋɡu/
창궐	/t͡ɕʰa̠ŋɡwʌ̹ɭ/
창궐하다	/t͡ɕʰa̠ŋɡwʌ̹ɾɦa̠da̠/
창극	/t͡ɕʰa̠ŋɡɯk̚/
창극조	/t͡ɕʰa̠ŋɡɯk̚t͡ɕ͈o̞/
창기	/t͡ɕʰa̠ŋɡi/
창녀	/t͡ɕʰa̠ŋɲjʌ̹/
창단	/t͡ɕʰa̠ŋda̠n/
창단되다	/t͡ɕʰa̠ŋda̠ndø̞da̠/, /t͡ɕʰa̠ŋda̠ndwe̞da̠/
창단하다	/t͡ɕʰa̠ŋda̠nɦa̠da̠/
창달	/t͡ɕʰa̠ŋda̠ɭ/
창달하다	/t͡ɕʰa̠ŋda̠ɾɦa̠da̠/
창당	/t͡ɕʰa̠ŋda̠ŋ/
창당하다	/t͡ɕʰa̠ŋda̠ŋɦa̠da̠/
창도	/t͡ɕʰa̠ŋdo̞/
창도되다	/t͡ɕʰa̠ŋdo̞dø̞da̠/, /t͡ɕʰa̠ŋdo̞dwe̞da̠/
창도하다	/t͡ɕʰa̠ŋdo̞ɦa̠da̠/
창루	/t͡ɕʰa̠ŋnu/
창립	/t͡ɕʰa̠ŋnip̚/
창립되다	/t͡ɕʰa̠ŋnip̚t͈ø̞da̠/, /t͡ɕʰa̠ŋnip̚t͈we̞da̠/
창립총회	/t͡ɕʰa̠ŋnip̚t͡ɕʰo̞ŋɦø̞/, /t͡ɕʰa̠ŋnip̚t͡ɕʰo̞ŋβwe̞/
창립하다	/t͡ɕʰa̠ŋnipʰa̠da̠/
창망	/t͡ɕʰa̠ŋma̠ŋ/
창망하다	/t͡ɕʰa̠ŋma̠ŋɦa̠da̠/
창문	/t͡ɕʰa̠ŋmun/
창문보	/t͡ɕʰa̠ŋmunbo̞/
창밖	/t͡ɕʰa̠ŋba̠k̚/
창방	/t͡ɕʰa̠ŋba̠ŋ/
창백	/t͡ɕʰa̠ŋbɛ̝k̚/
창백하다	/t͡ɕʰa̠ŋbɛ̝kʰa̠da̠/
창법	/t͡ɕʰa̠ŋbʌ̹p̚/
창병	/t͡ɕʰa̠ŋbjʌ̹ŋ/
창부	/t͡ɕʰa̠ŋbu/
창부타령	/t͡ɕʰa̠ŋbutʰa̠ɾjʌ̹ŋ/
창상	/t͡ɕʰa̠ŋsʰa̠ŋ/
창생	/t͡ɕʰa̠ŋsʰɛ̝ŋ/
창설	/t͡ɕʰa̠ŋsʰʌ̹ɭ/
창설되다	/t͡ɕʰa̠ŋsʰʌ̹ɭdø̞da̠/, /t͡ɕʰa̠ŋsʰʌ̹ɭdwe̞da̠/
창설하다	/t͡ɕʰa̠ŋsʰʌ̹ɾɦa̠da̠/
창세	/t͡ɕʰa̠ŋsʰe̞/
창세기	/t͡ɕʰa̠ŋsʰe̞ɡi/
창세기원	/t͡ɕʰa̠ŋsʰe̞ɡiwʌ̹n/
창시	/t͡ɕʰa̠ŋɕʰi/
창시되다	/t͡ɕʰa̠ŋɕʰidø̞da̠/, /t͡ɕʰa̠ŋɕʰidwe̞da̠/
창시하다	/t͡ɕʰa̠ŋɕʰiɦa̠da̠/
창씨	/t͡ɕʰa̠ŋɕ͈i/
창씨개명	/t͡ɕʰa̠ŋɕ͈iɡɛ̝mjʌ̹ŋ/
창안	/t͡ɕʰa̠ŋa̠n/
창안되다	/t͡ɕʰa̠ŋa̠ndø̞da̠/, /t͡ɕʰa̠ŋa̠ndwe̞da̠/
창안하다	/t͡ɕʰa̠ŋa̠nɦa̠da̠/
창업	/t͡ɕʰa̠ŋʌ̹p̚/
창업비	/t͡ɕʰa̠ŋʌ̹p̚p͈i/
창업이득	/t͡ɕʰa̠ŋʌ̹bidɯk̚/
창업주	/t͡ɕʰa̠ŋʌ̹p̚t͡ɕ͈u/
창업지주	/t͡ɕʰa̠ŋʌ̹p̚t͡ɕ͈id͡ʑu/
창업하다	/t͡ɕʰa̠ŋʌ̹pʰa̠da̠/
창연	/t͡ɕʰa̠ŋjʌ̹n/
창유리	/t͡ɕʰa̠ŋjuɾi/
창의	/t͡ɕʰa̠ŋɰi/
창의력	/t͡ɕʰa̠ŋɰiɾjʌ̹k̚/
창의적	/t͡ɕʰa̠ŋɰid͡ʑʌ̹k̚/
창자	/t͡ɕʰa̠ŋd͡ʑa̠/
창작	/t͡ɕʰa̠ŋd͡ʑa̠k̚/
창작권	/t͡ɕʰa̠ŋd͡ʑa̠k̚k͈wʌ̹n/
창작되다	/t͡ɕʰa̠ŋd͡ʑa̠k̚t͈ø̞da̠/, /t͡ɕʰa̠ŋd͡ʑa̠k̚t͈we̞da̠/
창작물	/t͡ɕʰa̠ŋd͡ʑa̠ŋmuɭ/
창작집	/t͡ɕʰa̠ŋd͡ʑa̠k̚t͡ɕ͈ip̚/
창작품	/t͡ɕʰa̠ŋd͡ʑa̠k̚pʰum/
창작하다	/t͡ɕʰa̠ŋd͡ʑa̠kʰa̠da̠/
창제	/t͡ɕʰa̠ŋd͡ʑe̞/
창제되다	/t͡ɕʰa̠ŋd͡ʑe̞dø̞da̠/, /t͡ɕʰa̠ŋd͡ʑe̞dwe̞da̠/
창제하다	/t͡ɕʰa̠ŋd͡ʑe̞ɦa̠da̠/
창조	/t͡ɕʰa̠ŋd͡ʑo̞/
창조교육	/t͡ɕʰa̠ŋd͡ʑo̞ɡjojuk̚/
창조되다	/t͡ɕʰa̠ŋd͡ʑo̞dø̞da̠/, /t͡ɕʰa̠ŋd͡ʑo̞dwe̞da̠/
창조신	/t͡ɕʰa̠ŋd͡ʑo̞ɕʰin/
창조자	/t͡ɕʰa̠ŋd͡ʑo̞d͡ʑa̠/
창조적	/t͡ɕʰa̠ŋd͡ʑo̞d͡ʑʌ̹k̚/
창조주	/t͡ɕʰa̠ŋd͡ʑo̞d͡ʑu/
창조하다	/t͡ɕʰa̠ŋd͡ʑo̞ɦa̠da̠/
창졸간	/t͡ɕʰa̠ŋd͡ʑo̞ɭɡa̠n/
창창	/t͡ɕʰa̠ŋt͡ɕʰa̠ŋ/
창창하다	/t͡ɕʰa̠ŋt͡ɕʰa̠ŋɦa̠da̠/
창천	/t͡ɕʰa̠ŋt͡ɕʰʌ̹n/
창출	/t͡ɕʰa̠ŋt͡ɕʰuɭ/
창출되다	/t͡ɕʰa̠ŋt͡ɕʰuɭdø̞da̠/, /t͡ɕʰa̠ŋt͡ɕʰuɭdwe̞da̠/
창출하다	/t͡ɕʰa̠ŋt͡ɕʰuɾɦa̠da̠/
창포	/t͡ɕʰa̠ŋpʰo̞/
창피	/t͡ɕʰa̠ŋpʰi/
창피하다	/t͡ɕʰa̠ŋpʰiɦa̠da̠/
창해	/t͡ɕʰa̠ŋɦɛ̝/
창해상전	/t͡ɕʰa̠ŋɦɛ̝sʰa̠ŋd͡ʑʌ̹n/
창해일속	/t͡ɕʰa̠ŋɦɛ̝iɭsʰo̞k̚/
창호	/t͡ɕʰa̠ŋβo̞/
창호지	/t͡ɕʰa̠ŋβo̞d͡ʑi/
찾다	/t͡ɕʰa̠t̚t͈a̠/
찾아가다	/t͡ɕʰa̠d͡ʑa̠ɡa̠da̠/
찾아내다	/t͡ɕʰa̠d͡ʑa̠nɛ̝da̠/
찾아다니다	/t͡ɕʰa̠d͡ʑa̠da̠nida̠/
찾아보다	/t͡ɕʰa̠d͡ʑa̠bo̞da̠/
