aah	/ˈɑː/
sips	/sˈɪps/
sired	/sˈa‍ɪ‍əd/
siree	/sˈa‍ɪ‍əɹiː/
siren	/sˈa‍ɪ‍əɹən/
sirens	/sˈa‍ɪ‍əɹənz/
sire	/sˈa‍ɪ‍ə/
sires	/sˈa‍ɪ‍əz/
siring	/sˈa‍ɪ‍əɹɪŋ/
sirloin	/sˈɜːlɔ‍ɪn/
sirloins	/sˈɜːlɔ‍ɪnz/
sirocco	/sɪɹˈɒkə‍ʊ/
sirrah	/sˈɜːɹɐ/
sirree	/sˈɜːɹiː/
sir	/sˈɜː/
sirs	/sˈɜːz/
sisal	/sˈɪsə‍l/
si	/sˈiː/
siskin	/sˈɪskɪn/
siskins	/sˈɪskɪnz/
sissies	/sˈɪsɪz/
sis	/sˈɪs/
sissy	/sˈɪsi/
sisterhoods	/sˈɪstəhˌʊdz/
sisterhood	/sˈɪstəhˌʊd/
sisterly	/sˈɪstəli/
sisters	/sˈɪstəz/
sister	/sˈɪstɐ/
sitars	/sˈɪtəz/
sitar	/sˈɪtɐ/
sitcoms	/sˈɪtkɒmz/
sitcom	/sˈɪtkɒm/
sited	/sˈa‍ɪtɪd/
site	/sˈa‍ɪt/
sites	/sˈa‍ɪts/
siting	/sˈa‍ɪtɪŋ/
sits	/sˈɪts/
sit	/sˈɪt/
sitters	/sˈɪtəz/
sitter	/sˈɪtɐ/
sittings	/sˈɪtɪŋz/
sitting	/sˈɪtɪŋ/
situated	/sˈɪt‍ʃuːˌe‍ɪtɪd/
situates	/sˈɪt‍ʃuːˌe‍ɪts/
situate	/sˈɪt‍ʃuːˌe‍ɪt/
situating	/sˈɪt‍ʃuːˌe‍ɪtɪŋ/
situational	/sˌɪt‍ʃuːˈe‍ɪʃənə‍l/
situationism	/sˌɪt‍ʃuːˈe‍ɪʃənˌɪzəm/
situationist	/sˌɪt‍ʃuːˈe‍ɪʃənˌɪst/
situations	/sˌɪt‍ʃuːˈe‍ɪʃənz/
situation	/sˌɪt‍ʃuːˈe‍ɪʃən/
situs	/sˈɪtəs/
sixes	/sˈɪksɪz/
sixfold	/sˈɪksfə‍ʊld/
sixpence	/sˈɪkspəns/
sixpences	/sˈɪkspənsɪz/
sixpenny	/sˈɪkspənˌi/
six	/sˈɪks/
sixteen	/sɪkstˈiːn/
sixteens	/sɪkstˈiːnz/
sixteenth	/sˈɪkstiːnθ/
sixth	/sˈɪksθ/
sixths	/sˈɪksθs/
sixties	/sˈɪkstɪz/
sixty	/sˈɪksti/
sizable	/sˈa‍ɪzəbə‍l/
sizeable	/sˈa‍ɪzəbə‍l/
sized	/sˈa‍ɪzd/
sizer	/sˈa‍ɪzɐ/
size	/sˈa‍ɪz/
sizes	/sˈa‍ɪzɪz/
sizing	/sˈa‍ɪzɪŋ/
sizzled	/sˈɪzə‍ld/
sizzlers	/sˈɪzləz/
sizzler	/sˈɪzlɐ/
sizzles	/sˈɪzə‍lz/
sizzle	/sˈɪzə‍l/
sizzling	/sˈɪzlɪŋ/
ska	/skˈɑː/
skateboarder	/skˈe‍ɪtbɔːdɐ/
skateboarders	/skˈe‍ɪtbɔːdəz/
skateboarding	/skˈe‍ɪtbɔːdɪŋ/
skateboard	/skˈe‍ɪtbɔːd/
skateboards	/skˈe‍ɪtbɔːdz/
skated	/skˈe‍ɪtɪd/
skater	/skˈe‍ɪtɐ/
skaters	/skˈe‍ɪtəz/
skate	/skˈe‍ɪt/
skates	/skˈe‍ɪts/
skating	/skˈe‍ɪtɪŋ/
skatole	/skˈætə‍ʊl/
skat	/skˈæt/
skedaddled	/skˈɛdædə‍ld/
skedaddle	/skˈɛdædə‍l/
skeeter	/skˈiːtɐ/
skeet	/skˈiːt/
skeg	/skˈɛɡ/
skein	/skˈe‍ɪn/
skeins	/skˈe‍ɪnz/
skeletal	/skˈɛlɪtə‍l/
skeleton	/skˈɛlɪtən/
skeletons	/skˈɛlɪtənz/
skelp	/skˈɛlp/
skep	/skˈɛp/
skeps	/skˈɛps/
skerries	/skˈɛɹɪz/
skerry	/skˈɛɹi/
sketchbook	/skˈɛt‍ʃbʊk/
sketchbooks	/skˈɛt‍ʃbʊks/
sketched	/skˈɛt‍ʃt/
sketcher	/skˈɛt‍ʃɐ/
sketches	/skˈɛt‍ʃɪz/
sketchier	/skˈɛt‍ʃɪɐ/
sketchily	/skˈɛt‍ʃɪli/
sketchiness	/skˈɛt‍ʃɪnəs/
sketching	/skˈɛt‍ʃɪŋ/
sketchpad	/skˈɛt‍ʃpæd/
sketch	/skˈɛt‍ʃ/
sketchy	/skˈɛt‍ʃi/
skewbald	/skjˈuːbɔːld/
skewed	/skjˈuːd/
skewered	/skjˈuːəd/
skewering	/skjˈuːəɹɪŋ/
skewer	/skjˈuːɐ/
skewers	/skjˈuːəz/
skewing	/skjˈuːɪŋ/
skew	/skjˈuː/
skews	/skjˈuːz/
skidded	/skˈɪdɪd/
skidding	/skˈɪdɪŋ/
skidpan	/skˈɪdpæn/
skid	/skˈɪd/
skids	/skˈɪdz/
skies	/skˈa‍ɪz/
skiffle	/skˈɪfə‍l/
skiff	/skˈɪf/
skiffs	/skˈɪfs/
skiing	/skˈiːɪŋ/
skilfully	/skˈɪlfəli/
skilful	/skˈɪlfə‍l/
skilled	/skˈɪld/
skillet	/skˈɪlɪt/
skillfully	/skˈɪlfəli/
skillful	/skˈɪlfə‍l/
skilling	/skˈɪlɪŋ/
skill	/skˈɪl/
skills	/skˈɪlz/
skimmed	/skˈɪmd/
skimmer	/skˈɪmɐ/
skimmers	/skˈɪməz/
skimmia	/skˈɪmiɐ/
skimming	/skˈɪmɪŋ/
skimped	/skˈɪmpt/
skimpier	/skˈɪmpɪɐ/
skimping	/skˈɪmpɪŋ/
skimp	/skˈɪmp/
skimpy	/skˈɪmpi/
skim	/skˈɪm/
skims	/skˈɪmz/
skincare	/skˈɪnke‍ə/
skinflint	/skˈɪnflɪnt/
skinflints	/skˈɪnflɪnts/
skinful	/skˈɪnfə‍l/
skinhead	/skˈɪnhɛd/
skinheads	/skˈɪnhɛdz/
skink	/skˈɪŋk/
skinks	/skˈɪŋks/
skinless	/skˈɪnləs/
skinned	/skˈɪnd/
skinner	/skˈɪnɐ/
skinners	/skˈɪnəz/
skinnier	/skˈɪnɪɐ/
skinniest	/skˈɪnɪəst/
skinning	/skˈɪnɪŋ/
skinny	/skˈɪni/
skin	/skˈɪn/
skins	/skˈɪnz/
skintight	/skˈɪnta‍ɪt/
skint	/skˈɪnt/
skipjack	/skˈɪpd‍ʒæk/
skipped	/skˈɪpt/
skippered	/skˈɪpəd/
skippering	/skˈɪpəɹɪŋ/
skipper	/skˈɪpɐ/
skippers	/skˈɪpəz/
skipping	/skˈɪpɪŋ/
skip	/skˈɪp/
skips	/skˈɪps/
skirling	/skˈɜːlɪŋ/
skirl	/skˈɜːl/
skirmished	/skˈɜːmɪʃt/
skirmishers	/skˈɜːmɪʃəz/
skirmishes	/skˈɜːmɪʃɪz/
skirmishing	/skˈɜːmɪʃɪŋ/
skirmish	/skˈɜːmɪʃ/
skirret	/skˈɜːɹɪt/
skirted	/skˈɜːtɪd/
skirting	/skˈɜːtɪŋ/
skirt	/skˈɜːt/
skirts	/skˈɜːts/
ski	/skˈiː/
skis	/skˈiːz/
skite	/skˈa‍ɪt/
skit	/skˈɪt/
skits	/skˈɪts/
skittered	/skˈɪtəd/
skittering	/skˈɪtəɹɪŋ/
skitter	/skˈɪtɐ/
skitters	/skˈɪtəz/
skittish	/skˈɪtɪʃ/
skittled	/skˈɪtə‍ld/
skittle	/skˈɪtə‍l/
skittles	/skˈɪtə‍lz/
skittling	/skˈɪtlɪŋ/
skived	/skˈa‍ɪvd/
skiver	/skˈa‍ɪvɐ/
skivers	/skˈa‍ɪvəz/
skive	/skˈa‍ɪv/
skives	/skˈa‍ɪvz/
skiving	/skˈa‍ɪvɪŋ/
skivvied	/skˈɪvɪd/
skivvies	/skˈɪvɪz/
skivvying	/skˈɪvɪɪŋ/
skivvy	/skˈɪvi/
skol	/skˈɒl/
skua	/skˈuːɐ/
skuas	/skˈuːəz/
skulduggery	/skˈʌldəɡəɹi/
skulked	/skˈʌlkt/
skulker	/skˈʌlkɐ/
skulking	/skˈʌlkɪŋ/
skulk	/skˈʌlk/
skulks	/skˈʌlks/
skullcap	/skˈʌlkæp/
skullduggery	/skˈʌldəɡəɹi/
skull	/skˈʌl/
skulls	/skˈʌlz/
skunk	/skˈʌŋk/
skunks	/skˈʌŋks/
skydived	/skˈa‍ɪda‍ɪvd/
skydiver	/skˈa‍ɪda‍ɪvɐ/
skydivers	/skˈa‍ɪda‍ɪvəz/
skydive	/skˈa‍ɪda‍ɪv/
skydives	/skˈa‍ɪda‍ɪvz/
skydiving	/skˈa‍ɪda‍ɪvɪŋ/
skyed	/skˈa‍ɪd/
skyhook	/skˈa‍ɪhʊk/
skying	/skˈa‍ɪɪŋ/
skylarking	/skˈa‍ɪlɑːkɪŋ/
skylark	/skˈa‍ɪlɑːk/
skylarks	/skˈa‍ɪlɑːks/
skylight	/skˈa‍ɪla‍ɪt/
skylights	/skˈa‍ɪla‍ɪts/
skyline	/skˈa‍ɪla‍ɪn/
skylines	/skˈa‍ɪla‍ɪnz/
skyrocketed	/skˈa‍ɪɹˌɒkɪtɪd/
skyrocketing	/skˈa‍ɪɹəkɪtɪŋ/
skyrocket	/skˈa‍ɪɹˌɒkɪt/
skyrockets	/skˈa‍ɪɹˌɒkɪts/
skyscape	/skˈa‍ɪske‍ɪp/
skyscraper	/skˈa‍ɪskɹe‍ɪpɐ/
skyscrapers	/skˈa‍ɪskɹe‍ɪpəz/
sky	/skˈa‍ɪ/
skyward	/skˈa‍ɪwəd/
skywards	/skˈa‍ɪwədz/
skyway	/skˈa‍ɪwe‍ɪ/
skywriting	/skˈa‍ɪɹa‍ɪtɪŋ/
slabbed	/slˈæbd/
slabbering	/slˈæbəɹɪŋ/
slabber	/slˈæbɐ/
slab	/slˈæb/
slabs	/slˈæbz/
slacked	/slˈækt/
slackened	/slˈækənd/
slackening	/slˈækənɪŋ/
slacken	/slˈækən/
slackens	/slˈækənz/
slacker	/slˈækɐ/
slackers	/slˈækəz/
slacking	/slˈækɪŋ/
slackly	/slˈækli/
slackness	/slˈæknəs/
slack	/slˈæk/
slacks	/slˈæks/
slagged	/slˈæɡd/
slagging	/slˈæɡɪŋ/
slaggy	/slˈæɡi/
slag	/slˈæɡ/
slags	/slˈæɡz/
slain	/slˈe‍ɪn/
slaked	/slˈe‍ɪkt/
slake	/slˈe‍ɪk/
slaking	/slˈe‍ɪkɪŋ/
slaloming	/slˈæləmɪŋ/
slalom	/slˈæləm/
slaloms	/slˈæləmz/
slammed	/slˈæmd/
slammer	/slˈæmɐ/
slammers	/slˈæməz/
slamming	/slˈæmɪŋ/
slam	/slˈæm/
slams	/slˈæmz/
slandered	/slˈɑːndəd/
slanderer	/slˈɑːndəɹɐ/
slandering	/slˈɑːndəɹɪŋ/
slanderous	/slˈɑːndəɹəs/
slander	/slˈɑːndɐ/
slanders	/slˈɑːndəz/
slanging	/slˈæŋɪŋ/
slang	/slˈæŋ/
slangy	/slˈæŋi/
slanted	/slˈɑːntɪd/
slanting	/slˈɑːntɪŋ/
slant	/slˈɑːnt/
slants	/slˈɑːnts/
slapdash	/slˈæpdæʃ/
slapped	/slˈæpt/
slapper	/slˈæpɐ/
slappers	/slˈæpəz/
slapping	/slˈæpɪŋ/
slap	/slˈæp/
slaps	/slˈæps/
slapstick	/slˈæpstɪk/
slashed	/slˈæʃt/
slasher	/slˈæʃɐ/
slashes	/slˈæʃɪz/
slashing	/slˈæʃɪŋ/
slash	/slˈæʃ/
slated	/slˈe‍ɪtɪd/
slater	/slˈe‍ɪtɐ/
slaters	/slˈe‍ɪtəz/
slate	/slˈe‍ɪt/
slates	/slˈe‍ɪts/
slathered	/slˈɑːðəd/
slathering	/slˈɑːðəɹɪŋ/
slather	/slˈɑːðɐ/
slating	/slˈe‍ɪtɪŋ/
slat	/slˈæt/
slats	/slˈæts/
slatted	/slˈætɪd/
slatternly	/slˈætənli/
slattern	/slˈætən/
slatterns	/slˈætənz/
slaughtered	/slˈɔːtəd/
slaughterer	/slˈɔːtəɹɐ/
slaughterhouse	/slˈɔːtəhˌa‍ʊs/
slaughterhouses	/slˈɔːtəhˌa‍ʊzɪz/
slaughtering	/slˈɔːtəɹɪŋ/
slaughter	/slˈɔːtɐ/
slaughters	/slˈɔːtəz/
slaved	/slˈe‍ɪvd/
slaveholders	/slˈe‍ɪvhə‍ʊldəz/
slavering	/slˈævəɹɪŋ/
slavery	/slˈe‍ɪvəɹi/
slave	/slˈe‍ɪv/
slaves	/slˈe‍ɪvz/
slaving	/slˈe‍ɪvɪŋ/
slavishly	/slˈe‍ɪvɪʃli/
slavish	/slˈe‍ɪvɪʃ/
slaw	/slˈɔː/
slayed	/slˈe‍ɪd/
slayer	/slˈe‍ɪɐ/
slayers	/slˈe‍ɪəz/
slaying	/slˈe‍ɪɪŋ/
slayings	/slˈe‍ɪɪŋz/
slay	/slˈe‍ɪ/
slays	/slˈe‍ɪz/
sleazebag	/slˈiːzɪbˌæɡ/
sleazeball	/slˈiːzɪbˌɔːl/
sleaze	/slˈiːz/
sleazier	/slˈiːzɪɐ/
sleazy	/slˈiːzi/
sledding	/slˈɛdɪŋ/
sledged	/slˈɛd‍ʒd/
sledgehammer	/slˈɛd‍ʒhæmɐ/
sledgehammers	/slˈɛd‍ʒhæməz/
sledge	/slˈɛd‍ʒ/
sledges	/slˈɛd‍ʒɪz/
sledging	/slˈɛd‍ʒɪŋ/
sled	/slˈɛd/
sleds	/slˈɛdz/
sleeker	/slˈiːkɐ/
sleekit	/slˈiːkɪt/
sleekness	/slˈiːknəs/
sleek	/slˈiːk/
sleeper	/slˈiːpɐ/
sleepers	/slˈiːpəz/
sleepier	/slˈiːpɪɐ/
sleepiest	/slˈiːpɪəst/
sleepily	/slˈiːpɪli/
sleepiness	/slˈiːpɪnəs/
sleeping	/slˈiːpɪŋ/
sleeplessness	/slˈiːpləsnəs/
sleepless	/slˈiːpləs/
sleepover	/slˈiːpə‍ʊvɐ/
sleepovers	/slˈiːpə‍ʊvəz/
sleep	/slˈiːp/
sleeps	/slˈiːps/
sleepwalked	/slˈiːpwɔːkt/
sleepwalker	/slˈiːpwɔːkɐ/
sleepwalkers	/slˈiːpwɔːkəz/
sleepwalking	/slˈiːpwɔːkɪŋ/
sleepwalk	/slˈiːpwɔːk/
sleepwalks	/slˈiːpwɔːks/
sleepwear	/slˈiːpwe‍ə/
sleepyhead	/slˈiːpɪhˌɛd/
sleepy	/slˈiːpi/
sleeting	/slˈiːtɪŋ/
sleet	/slˈiːt/
sleety	/slˈiːti/
sleeved	/slˈiːvd/
sleeveless	/slˈiːvləs/
sleeve	/slˈiːv/
sleeves	/slˈiːvz/
sleighed	/slˈe‍ɪd/
sleighing	/slˈe‍ɪɪŋ/
sleigh	/slˈe‍ɪ/
sleighs	/slˈe‍ɪz/
sleight	/slˈa‍ɪt/
sleights	/slˈa‍ɪts/
slenderer	/slˈɛndəɹɐ/
slenderest	/slˈɛndəɹəst/
slenderness	/slˈɛndənəs/
slender	/slˈɛndɐ/
slept	/slˈɛpt/
sleuthing	/slˈuːθɪŋ/
sleuth	/slˈuːθ/
sleuths	/slˈuːθs/
slewed	/slˈuːd/
slewing	/slˈuːɪŋ/
slew	/slˈuː/
slews	/slˈuːz/
sliced	/slˈa‍ɪst/
slicer	/slˈa‍ɪsɐ/
slicers	/slˈa‍ɪsəz/
slice	/slˈa‍ɪs/
slices	/slˈa‍ɪsɪz/
slicing	/slˈa‍ɪsɪŋ/
slicked	/slˈɪkt/
slicker	/slˈɪkɐ/
slickers	/slˈɪkəz/
slickest	/slˈɪkəst/
slickly	/slˈɪkli/
slickness	/slˈɪknəs/
slick	/slˈɪk/
slicks	/slˈɪks/
slider	/slˈa‍ɪdɐ/
sliders	/slˈa‍ɪdəz/
slide	/slˈa‍ɪd/
slides	/slˈa‍ɪdz/
sliding	/slˈa‍ɪdɪŋ/
slid	/slˈɪd/
slighted	/slˈa‍ɪtɪd/
slighter	/slˈa‍ɪtɐ/
slightest	/slˈa‍ɪtəst/
slightingly	/slˈa‍ɪtɪŋli/
slighting	/slˈa‍ɪtɪŋ/
slightly	/slˈa‍ɪtli/
slight	/slˈa‍ɪt/
slights	/slˈa‍ɪts/
slime	/slˈa‍ɪm/
slimes	/slˈa‍ɪmz/
slimier	/slˈa‍ɪmɪɐ/
slimiest	/slˈa‍ɪmɪəst/
sliminess	/slˈa‍ɪmɪnəs/
slimline	/slˈɪmla‍ɪn/
slimly	/slˈɪmli/
slimmed	/slˈɪmd/
slimmer	/slˈɪmɐ/
slimmers	/slˈɪməz/
slimmest	/slˈɪməst/
slimming	/slˈɪmɪŋ/
slimness	/slˈɪmnəs/
slim	/slˈɪm/
slims	/slˈɪmz/
slimy	/slˈa‍ɪmi/
slingback	/slˈɪŋbæk/
slingbacks	/slˈɪŋbæks/
slinger	/slˈɪŋɡɐ/
slingers	/slˈɪŋɡəz/
slinging	/slˈɪŋɪŋ/
slingshot	/slˈɪŋʃɒt/
slingshots	/slˈɪŋʃɒts/
sling	/slˈɪŋ/
slings	/slˈɪŋz/
slinking	/slˈɪŋkɪŋ/
slink	/slˈɪŋk/
slinks	/slˈɪŋks/
slinky	/slˈɪŋki/
slipknot	/slˈɪpknɒt/
slipover	/slˈɪpə‍ʊvɐ/
slippage	/slˈɪpɪd‍ʒ/
slipped	/slˈɪpt/
slipperier	/slˈɪpəɹˌiɐ/
slipperiest	/slɪpˈi‍əɹɪəst/
slipperiness	/slˈɪpəɹinəs/
slipper	/slˈɪpɐ/
slippers	/slˈɪpəz/
slippery	/slˈɪpəɹi/
slippier	/slˈɪpɪɐ/
slipping	/slˈɪpɪŋ/
slippy	/slˈɪpi/
slipshod	/slˈɪpʃɒd/
slip	/slˈɪp/
slips	/slˈɪps/
slipstream	/slˈɪpstɹiːm/
slipway	/slˈɪpwe‍ɪ/
slipways	/slˈɪpwe‍ɪz/
slithered	/slˈɪðəd/
slithering	/slˈɪðəɹɪŋ/
slither	/slˈɪðɐ/
slithers	/slˈɪðəz/
slithery	/slˈɪðəɹi/
slit	/slˈɪt/
slits	/slˈɪts/
slitter	/slˈɪtɐ/
slitting	/slˈɪtɪŋ/
slivered	/slˈɪvəd/
slivering	/slˈɪvəɹɪŋ/
slivers	/slˈɪvəz/
slivovitz	/slˈɪvəvˌɪts/
slobbered	/slˈɒbəd/
slobbering	/slˈɒbəɹɪŋ/
slobber	/slˈɒbɐ/
slobbers	/slˈɒbəz/
slobbery	/slˈɒbəɹi/
slobbing	/slˈɒbɪŋ/
slob	/slˈɒb/
slobs	/slˈɒbz/
sloe	/slˈə‍ʊ/
sloes	/slˈə‍ʊz/
sloganeering	/slˌɒɡɐnˈi‍əɹɪŋ/
slogan	/slˈə‍ʊɡən/
slogans	/slˈə‍ʊɡənz/
slogged	/slˈɒɡd/
slogging	/slˈɒɡɪŋ/
slog	/slˈɒɡ/
slogs	/slˈɒɡz/
sloop	/slˈuːp/
sloops	/slˈuːps/
sloped	/slˈə‍ʊpt/
slope	/slˈə‍ʊp/
slopes	/slˈə‍ʊps/
sloping	/slˈə‍ʊpɪŋ/
slopped	/slˈɒpt/
sloppier	/slˈɒpɪɐ/
sloppily	/slˈɒpɪli/
sloppiness	/slˈɒpɪnəs/
slopping	/slˈɒpɪŋ/
sloppy	/slˈɒpi/
slop	/slˈɒp/
slops	/slˈɒps/
sloshed	/slˈɒʃt/
sloshes	/slˈɒʃɪz/
sloshing	/slˈɒʃɪŋ/
slosh	/slˈɒʃ/
sloshy	/slˈɒʃi/
slothfulness	/slˈɒθfə‍lnəs/
slothful	/slˈɒθfə‍l/
sloth	/slˈɒθ/
sloths	/slˈɒθs/
slot	/slˈɒt/
slots	/slˈɒts/
slotted	/slˈɒtɪd/
slotting	/slˈɒtɪŋ/
slouched	/slˈa‍ʊt‍ʃt/
slouches	/slˈa‍ʊt‍ʃɪz/
slouching	/slˈa‍ʊt‍ʃɪŋ/
slouch	/slˈa‍ʊt‍ʃ/
slouchy	/slˈa‍ʊt‍ʃi/
sloughed	/slˈʌfd/
sloughing	/slˈʌfɪŋ/
slovenliness	/slˈʌvənlinəs/
slovenly	/slˈʌvənli/
slowcoaches	/slˈə‍ʊkə‍ʊt‍ʃɪz/
slowcoach	/slˈə‍ʊkə‍ʊt‍ʃ/
slowdown	/slˈə‍ʊda‍ʊn/
slowdowns	/slˈə‍ʊda‍ʊnz/
slowed	/slˈə‍ʊd/
slower	/slˈə‍ʊɐ/
slowest	/slˈə‍ʊəst/
slowing	/slˈə‍ʊɪŋ/
slowish	/slˈə‍ʊɪʃ/
slowly	/slˈə‍ʊli/
slowness	/slˈə‍ʊnəs/
slowpoke	/slˈə‍ʊpə‍ʊk/
slow	/slˈə‍ʊ/
slows	/slˈə‍ʊz/
slowworm	/slˈə‍ʊwɜːm/
slowworms	/slˈə‍ʊwɜːmz/
slub	/slˈʌb/
sludge	/slˈʌd‍ʒ/
sludgy	/slˈʌd‍ʒi/
sluggard	/slˈʌɡəd/
slugged	/slˈʌɡd/
slugger	/slˈʌɡɐ/
slugging	/slˈʌɡɪŋ/
sluggishly	/slˈʌɡɪʃli/
sluggishness	/slˈʌɡɪʃnəs/
sluggish	/slˈʌɡɪʃ/
slug	/slˈʌɡ/
slugs	/slˈʌɡz/
sluiced	/slˈuːst/
sluice	/slˈuːs/
sluices	/slˈuːsɪz/
sluicing	/slˈuːsɪŋ/
slumbered	/slˈʌmbəd/
slumbering	/slˈʌmbəɹɪŋ/
slumber	/slˈʌmbɐ/
slumbers	/slˈʌmbəz/
slumlord	/slˈʌmlɔːd/
slumming	/slˈʌmɪŋ/
slummy	/slˈʌmi/
slumped	/slˈʌmpt/
slumping	/slˈʌmpɪŋ/
slump	/slˈʌmp/
slumps	/slˈʌmps/
slum	/slˈʌm/
slums	/slˈʌmz/
slung	/slˈʌŋ/
slunk	/slˈʌŋk/
slurped	/slˈɜːpt/
slurping	/slˈɜːpɪŋ/
slurp	/slˈɜːp/
slurps	/slˈɜːps/
slurred	/slˈɜːd/
slurring	/slˈɜːɹɪŋ/
slurry	/slˈʌɹi/
slur	/slˈɜː/
slurs	/slˈɜːz/
slush	/slˈʌʃ/
slushy	/slˈʌʃi/
slut	/slˈʌt/
sluts	/slˈʌts/
sluttier	/slˈʌtɪɐ/
sluttish	/slˈʌtɪʃ/
slutty	/slˈʌti/
slyly	/slˈa‍ɪli/
sly	/slˈa‍ɪ/
smacked	/smˈækt/
smacker	/smˈækɐ/
smackers	/smˈækəz/
smacking	/smˈækɪŋ/
smack	/smˈæk/
smacks	/smˈæks/
smaller	/smˈɔːlɐ/
smallest	/smˈɔːləst/
smallholder	/smˈɔːlhə‍ʊldɐ/
smallholders	/smˈɔːlhə‍ʊldəz/
smallholding	/smˈɔːlhə‍ʊldɪŋ/
smallholdings	/smˈɔːlhə‍ʊldɪŋz/
smallish	/smˈɔːlɪʃ/
smallness	/smˈɔːlnəs/
smallpox	/smˈɔːlpɒks/
small	/smˈɔːl/
smalls	/smˈɔːlz/
smarm	/smˈɑːm/
smarmy	/smˈɑːmi/
smarted	/smˈɑːtɪd/
smartened	/smˈɑːtənd/
smartening	/smˈɑːtənɪŋ/
smarten	/smˈɑːtən/
smartens	/smˈɑːtənz/
smarter	/smˈɑːtɐ/
smartest	/smˈɑːtəst/
smarties	/smˈɑːtɪz/
smarting	/smˈɑːtɪŋ/
smartly	/smˈɑːtli/
smartness	/smˈɑːtnəs/
smart	/smˈɑːt/
smarts	/smˈɑːts/
smartypants	/smˈɑːtɪpənts/
smarty	/smˈɑːti/
smashed	/smˈæʃt/
smasher	/smˈæʃɐ/
smashers	/smˈæʃəz/
smashes	/smˈæʃɪz/
smashing	/smˈæʃɪŋ/
smash	/smˈæʃ/
smattering	/smˈætəɹɪŋ/
smeared	/smˈi‍əd/
smearing	/smˈi‍əɹɪŋ/
smear	/smˈi‍ə/
smears	/smˈi‍əz/
smeary	/smˈi‍əɹi/
smelled	/smˈɛld/
smellier	/smˈɛliɐ/
smelliest	/smˈɛliəst/
smelliness	/smˈɛlinəs/
smelling	/smˈɛlɪŋ/
smell	/smˈɛl/
smells	/smˈɛlz/
smelly	/smˈɛli/
smelted	/smˈɛltɪd/
smelter	/smˈɛltɐ/
smelters	/smˈɛltəz/
smelting	/smˈɛltɪŋ/
smelt	/smˈɛlt/
smew	/smjˈuː/
smidgen	/smˈɪd‍ʒən/
smidgeon	/smˈɪd‍ʒɒn/
smidge	/smˈɪd‍ʒ/
smiled	/smˈa‍ɪld/
smiler	/smˈa‍ɪlɐ/
smile	/smˈa‍ɪl/
smiles	/smˈa‍ɪlz/
smiley	/smˈa‍ɪli/
smileys	/smˈa‍ɪlɪz/
smilingly	/smˈa‍ɪlɪŋli/
smiling	/smˈa‍ɪlɪŋ/
smirched	/smˈɜːt‍ʃt/
smirked	/smˈɜːkt/
smirker	/smˈɜːkɐ/
smirking	/smˈɜːkɪŋ/
smirk	/smˈɜːk/
smirks	/smˈɜːks/
smirky	/smˈɜːki/
smite	/smˈa‍ɪt/
smites	/smˈa‍ɪts/
smithereens	/smˈɪθəɹˌiːnz/
smithies	/smˈɪθɪz/
smith	/smˈɪθ/
smiths	/smˈɪθs/
smithy	/smˈɪθi/
smiting	/smˈa‍ɪtɪŋ/
smit	/smˈɪt/
smitten	/smˈɪtən/
smocked	/smˈɒkt/
smocking	/smˈɒkɪŋ/
smock	/smˈɒk/
smocks	/smˈɒks/
smoggy	/smˈɒɡi/
smog	/smˈɒɡ/
smogs	/smˈɒɡz/
smoked	/smˈə‍ʊkt/
smokehouse	/smˈə‍ʊkha‍ʊs/
smokehouses	/smˈə‍ʊkha‍ʊzɪz/
smokeless	/smˈə‍ʊkləs/
smoker	/smˈə‍ʊkɐ/
smokers	/smˈə‍ʊkəz/
smokescreen	/smˈə‍ʊkskɹiːn/
smokescreens	/smˈə‍ʊkskɹiːnz/
smoke	/smˈə‍ʊk/
smokes	/smˈə‍ʊks/
smokestack	/smˈə‍ʊkstæk/
smokestacks	/smˈə‍ʊkstæks/
smokey	/smˈə‍ʊki/
smokier	/smˈə‍ʊkɪɐ/
smokiness	/smˈə‍ʊkɪnəs/
smoking	/smˈə‍ʊkɪŋ/
smoky	/smˈə‍ʊki/
smoldering	/smˈə‍ʊldəɹɪŋ/
smolt	/smˈə‍ʊlt/
smooched	/smˈuːt‍ʃt/
smooches	/smˈuːt‍ʃɪz/
smooching	/smˈuːt‍ʃɪŋ/
smooch	/smˈuːt‍ʃ/
smoochy	/smˈuːt‍ʃi/
smoothed	/smˈuːðd/
smoother	/smˈuːðɐ/
smoothers	/smˈuːðəz/
smoothes	/smˈuːðz/
smoothest	/smˈuːðəst/
smoothie	/smˈuːði/
smoothies	/smˈuːðɪz/
smoothing	/smˈuːðɪŋ/
smoothly	/smˈuːðli/
smoothness	/smˈuːðnəs/
smooth	/smˈuːð/
smooths	/smˈuːðs/
smoothy	/smˈuːði/
smote	/smˈə‍ʊt/
smothered	/smˈʌðəd/
smothering	/smˈʌðəɹɪŋ/
smother	/smˈʌðɐ/
smothers	/smˈʌðəz/
smouldered	/smˈə‍ʊldəd/
smouldering	/smˈə‍ʊldəɹɪŋ/
smoulder	/smˈə‍ʊldɐ/
smoulders	/smˈə‍ʊldəz/
smriti	/ˌɛsˈɛmɹˈiːti/
smudged	/smˈʌd‍ʒd/
smudge	/smˈʌd‍ʒ/
smudges	/smˈʌd‍ʒɪz/
smudging	/smˈʌd‍ʒɪŋ/
smudgy	/smˈʌd‍ʒi/
