aba	/aba/
petugas	/pətugas/
petuk	/pətuʔ/
petunia	/pətunia/
petunjuk	/pətundʒuʔ/
petus	/pətus/
petut	/pətut/
pewaris	/pəwaris/
pewarna	/pəwarna/
pewartaan	/pəwartaʔan/
péwat	/pewat/
péyék	/pejeʔ/
péyot	/pejot/
peziarah	/pəziarah/
pezina	/pəzina/
piagam	/piagam/
piah	/piah/
piala	/piala/
pial	/pial/
piang	/piaŋ/
pianis	/pianis/
piano	/piano/
piara	/piara/
piatu	/piatu/
piawai	/piawai/
picik	/pitʃiʔ/
picing	/pitʃiŋ/
picis	/pitʃis/
picit	/pitʃit/
picu	/pitʃu/
pidana	/pidana/
pidato	/pidato/
pigmén	/pigmen/
pihak	/pihaʔ/
pijak	/pidʒaʔ/
pijar	/pidʒar/
pijat	/pidʒat/
pikap	/pikap/
pikat	/pikat/
pikiranmu	/pikiranmu/
pikirannya	/pikiranɲa/
pikiran	/pikiran/
pikir	/pikir/
piknik	/piʔniʔ/
piksel	/piʔsəl/
pikuk	/pikuʔ/
pikul	/pikul/
pikun	/pikun/
pilah	/pilah/
pilar	/pilar/
pilek	/piləʔ/
pilihan	/pilihan/
pilih	/pilih/
pilin	/pilin/
pilot	/pilot/
pil	/pil/
pilu	/pilu/
pimpinan	/pimpinan/
pimpin	/pimpin/
pinangan	/pinaŋan/
pinang.	/pinaŋ./
pinang	/pinaŋ/
pincang	/pintʃaŋ/
pindaan	/pindaʔan/
pindahan	/pindahan/
pindah	/pindah/
pinda	/pinda/
pinga	/piŋa/
pingat	/piŋat/
pinggangnya	/piŋgaŋɲa/
pinggang	/piŋgaŋ/
pinggan	/piŋgan/
pinggiran	/piŋgiran/
pinggirnya	/piŋgirɲa/
pinggir	/piŋgir/
pinggul	/piŋgul/
pingkal	/piŋkal/
ping	/piŋ/
ping-pong	/piŋ-poŋ/
pingpong	/piŋpoŋ/
pingsan	/piŋsan/
pinjamannya	/pindʒamanɲa/
pinjaman	/pindʒaman/
pinjamkan	/pindʒamkan/
pinjam	/pindʒam/
pin	/pin/
pintal	/pintal/
pinta	/pinta/
pintar	/pintar/
pintasan	/pintasan/
pintas	/pintas/
pintunya	/pintuɲa/
pintu	/pintu/
pionir	/pionir/
pion	/pion/
pipa	/pipa/
pipét	/pipet/
pipih	/pipih/
pipinya	/pipiɲa/
pipi	/pipi/
pipis	/pipis/
pipit	/pipit/
piramid	/piramid/
pirang	/piraŋ/
piring	/piriŋ/
pirsawan	/pirsawan/
pisah	/pisah/
pisang	/pisaŋ/
pisau	/pisau/
pisit	/pisit/
pistol	/pistol/
piston	/piston/
pitam	/pitam/
pita	/pita/
piutang	/piutaŋ/
piut	/piut/
piza	/piza/
plafon	/plafon/
plagiator	/plagiator/
plagiat	/plagiat/
plakat	/plakat/
plak	/plaʔ/
planét	/planet/
plang	/plaŋ/
plasénta	/plasenta/
plasma	/plasma/
plastik	/plastiʔ/
plastisitas	/plastisitas/
platform	/platform/
platina	/platina/
pléno	/pleno/
plentong	/pləntoŋ/
pléster	/plestər/
plin-plan	/plin-plan/
plonco	/plontʃo/
plot	/plot/
plus	/plus/
podium	/podium/
pohonnya	/pohonɲa/
pohon	/pohon/
pojok	/podʒoʔ/
pokét	/poket/
pokoknya	/pokoʔɲa/
pokok	/pokoʔ/
pokrol	/poʔrol/
polah	/polah/
polan	/polan/
pola	/pola/
polarisasi	/polarisasi/
polaritas	/polaritas/
polémik	/polemiʔ/
poliandri	/poliandri/
poligami	/poligami/
poligon	/poligon/
poliklinik	/poliʔliniʔ/
polio	/polio/
polisi	/polisi/
polis	/polis/
politéknik	/politeʔniʔ/
politiknya	/politiʔɲa/
politik	/politiʔ/
politikus	/politikus/
politis	/politis/
polong	/poloŋ/
polo	/polo/
polos	/polos/
polri	/polri/
polusi	/polusi/
pompa	/pompa/
pondan	/pondan/
pondok	/pondoʔ/
pongah	/poŋah/
pong	/poŋ/
pon	/pon/
pontang	/pontaŋ/
pontianak	/pontianaʔ/
popok	/popoʔ/
popor	/popor/
popularisasi	/popularisasi/
popularitas	/popularitas/
popular	/popular/
populasi	/populasi/
populér	/populer/
pora	/pora/
pori	/pori/
pornografi	/pornografi/
porno	/porno/
porositas	/porositas/
poros	/poros/
porselén	/porsəlen/
porsi	/porsi/
port	/port/
portrét	/portret/
posisi	/posisi/
positif	/positif/
pos	/pos/
poster	/postər/
poténsial	/potensial/
poténsi	/potensi/
potlot	/potlot/
potongan	/potoŋan/
potong	/potoŋ/
pot	/pot/
potrét	/potret/
prabayar	/prabajar/
prabu	/prabu/
pragmatik	/pragmatiʔ/
pragmatis	/pragmatis/
prahara	/prahara/
praja	/pradʒa/
prajurit	/pradʒurit/
prakarsa	/prakarsa/
prakata	/prakata/
prakiraan	/prakiraʔan/
praktik	/praʔtiʔ/
praktis	/praʔtis/
pramugara	/pramugara/
pramugari	/pramugari/
pramuka	/pramuka/
pramuniaga	/pramuniaga/
pramuwisata	/pramuwisata/
prancis	/prantʃis/
pra	/pra/
prasangka	/prasaŋka/
prasarana	/prasarana/
prasasti	/prasasti/
prasejahtera	/prasədʒahtəra/
prasejarah	/prasədʒarah/
prasyarat	/prasjarat/
prawacana	/prawatʃana/
prédikat	/predikat/
préfék	/prefeʔ/
préferénsi	/prefərensi/
prématur	/prematur/
prémis	/premis/
prémium	/premium/
préparat	/preparat/
préposisi	/preposisi/
présidénnya	/presidenɲa/
présidén	/presiden/
présidium	/presidium/
présisi	/presisi/
préskripsi	/presʔripsi/
préstasinya	/prestasiɲa/
préstasi	/prestasi/
prétél	/pretel/
préténsi	/pretensi/
prévéntif	/preventif/
pria	/pria/
pribadi	/pribadi/
pribumi	/pribumi/
prihatin	/prihatin/
prima	/prima/
primbon	/primbon/
primér	/primer/
primitif	/primitif/
prinsip	/prinsip/
prioritas	/prioritas/
prisma	/prisma/
privasi	/privasi/
priyayi	/prijaji/
problém	/problem/
produk	/produʔ/
produksinya	/produʔsiɲa/
produksi	/produʔsi/
produktif	/produʔtif/
produsén	/produsen/
produser	/produsər/
profésionalisme	/profesionalismə/
profésional	/profesional/
profési	/profesi/
profésor	/profesor/
profil	/profil/
prof	/prof/
program	/program/
progrésif	/progresif/
projék	/prodʒeʔ/
proklamasi	/proʔlamasi/
proksi	/proʔsi/
proletar	/prolətar/
prolog	/prolog/
promosi	/promosi/
promotor	/promotor/
propaganda	/propaganda/
proporsional	/proporsional/
proporsi	/proporsi/
prop	/prop/
pro	/pro/
prosa	/prosa/
prosédur	/prosedur/
prosedur	/prosədur/
prosésor	/prosesor/
prosés	/proses/
prosiding	/prosidiŋ/
prospék	/prospeʔ/
prospéktif	/prospeʔtif/
prospéktus	/prospeʔtus/
prostaglandin	/prostaglandin/
prostat	/prostat/
protéin	/protein/
protéksi	/proteʔsi/
protéktorat	/proteʔtorat/
protés	/protes/
protokol	/protokol/
proton	/proton/
protoplasma	/protoplasma/
provinsial	/provinsial/
provinsi	/provinsi/
provisi	/provisi/
provokasi	/provokasi/
provokator	/provokator/
proyéknya	/projeʔɲa/
proyék	/projeʔ/
proyék.	/projek./
proyéksi	/projeʔsi/
proyéktil	/projeʔtil/
proyéktor	/projeʔtor/
psikiater	/psikiatər/
psikiatri	/psikiatri/
psikis	/psikis/
psikoanalisis	/psikoanalisis/
psikologi	/psikologi/
psikologis	/psikologis/
puaka	/puaka/
puak	/puaʔ/
pualam	/pualam/
puan	/puan/
puasa	/puasa/
puasnya	/puasɲa/
puas	/puas/
pubértas	/pubertas/
pubertas	/pubərtas/
public	/publitʃ/
publikasi	/publikasi/
publik	/publiʔ/
publisitas	/publisitas/
pucat	/putʃat/
pucuk	/putʃuʔ/
pudar	/pudar/
puding	/pudiŋ/
pugar	/pugar/
puing	/puiŋ/
puisi	/puisi/
puitis	/puitis/
pujaan	/pudʒaʔan/
pujangga	/pudʒaŋga/
puja	/pudʒa/
pujian	/pudʒian/
puji	/pudʒi/
pujuk	/pudʒuʔ/
pukal	/pukal/
pukat	/pukat/
pukau	/pukau/
pukulan	/pukulan/
pukul.	/pukul./
pukul	/pukul/
pulangan	/pulaŋan/
pulanglah	/pulaŋlah/
pulang	/pulaŋ/
pula	/pula/
pulasan	/pulasan/
pulas	/pulas/
pulau	/pulau/
pulih	/pulih/
pulpén	/pulpen/
puluhan	/puluhan/
puluh	/puluh/
pulut	/pulut/
punah	/punah/
puncaknya	/puntʃaʔɲa/
puncak	/puntʃaʔ/
punca	/puntʃa/
pundaknya	/pundaʔɲa/
pundak	/pundaʔ/
pundi	/pundi/
punggawa	/puŋgawa/
pungguk	/puŋguʔ/
punggungnya	/puŋguŋɲa/
punggung	/puŋguŋ/
pungutan	/puŋutan/
pungut	/puŋut/
pun	/pun/
puntal	/puntal/
puntiran	/puntiran/
puntung	/puntuŋ/
punuk	/punuʔ/
punyai	/puɲai/
punya	/puɲa/
pupil	/pupil/
pupuh	/pupuh/
pupuk	/pupuʔ/
pupu	/pupu/
pupur	/pupur/
pupus	/pupus/
puputan	/puputan/
puput	/puput/
pura	/pura/
purata	/purata/
purbakala	/purbakala/
purba	/purba/
purnakarya	/purnakarja/
purnakaryawan	/purnakarjawan/
purnama	/purnama/
purna	/purna/
purnawirawan	/purnawirawan/
puru	/puru/
purut	/purut/
purwa	/purwa/
pusaka	/pusaka/
pusaran	/pusaran/
pusara	/pusara/
pusar	/pusar/
pusatkan	/pusatkan/
pusatnya	/pusatɲa/
pusat	/pusat/
pusingan	/pusiŋan/
pusing	/pusiŋ/
puskésmas	/puskesmas/
pus	/pus/
pustaka	/pustaka/
pusta	/pusta/
pusu	/pusu/
putaran	/putaran/
putar	/putar/
putat	/putat/
putera	/putəra/
puteri	/putəri/
putihnya	/putihɲa/
putih	/putih/
putik	/putiʔ/
puting	/putiŋ/
putranya	/putraɲa/
putra	/putra/
putrinya	/putriɲa/
putri	/putri/
putu	/putu/
putusan	/putusan/
putus	/putus/
puyuh	/pujuh/
rabak	/rabaʔ/
rabana	/rabana/
raba	/raba/
rabat	/rabat/
rabit	/rabit/
rabuk	/rabuʔ/
rabung	/rabuŋ/
rabun	/rabun/
rabu	/rabu/
racau	/ratʃau/
racik	/ratʃiʔ/
racun	/ratʃun/
radak	/radaʔ/
radang	/radaŋ/
rada	/rada/
radar	/radar/
radén	/raden/
radiasi	/radiasi/
radiator	/radiator/
radikal	/radikal/
radin	/radin/
radioaktif	/radioaʔtif/
radioaktivitas	/radioaʔtivitas/
radiogram	/radiogram/
radio-isotop	/radio-isotop/
radiologi	/radiologi/
radiolog	/radiolog/
radio	/radio/
radiotérapi	/radioterapi/
radium	/radium/
radius	/radius/
rafik	/rafiʔ/
ragam	/ragam/
raga	/raga/
ragi	/ragi/
ragum	/ragum/
ragu	/ragu/
ragut	/ragut/
rahang	/rahaŋ/
rahasianya	/rahasiaɲa/
rahasia	/rahasia/
rahayu	/rahaju/
rahib	/rahib/
rahim	/rahim/
rahman	/rahman/
rahmat	/rahmat/
rahsia	/rahsia/
raih	/raih/
rai	/rai/
rais	/rais/
rajah	/radʒah/
rajang	/radʒaŋ/
raja	/radʒa/
rajawali	/radʒawali/
rajin	/radʒin/
rajuk	/radʒuʔ/
rajut	/radʒut/
rakaat	/rakaʔat/
rakam	/rakam/
rakan	/rakan/
rakét	/raket/
raket	/rakət/
rakitan	/rakitan/
rakit	/rakit/
rak	/raʔ/
raksa	/raʔsa/
raksasa	/raʔsasa/
rakus	/rakus/
rakyatnya	/raʔjatɲa/
rakyat	/raʔjat/
ralat	/ralat/
ramah	/ramah/
ramainya	/ramaiɲa/
ramai	/ramai/
ramalan	/ramalan/
ramal	/ramal/
rama	/rama/
rama-rama	/rama-rama/
ramas	/ramas/
rambai	/rambai/
rambang	/rambaŋ/
rambat	/rambat/
rambu	/rambu/
rambutan	/rambutan/
rambutnya	/rambutɲa/
rambut	/rambut/
rami	/rami/
rampaian	/rampaian/
rampai	/rampai/
rampasan	/rampasan/
rampas	/rampas/
ramping	/rampiŋ/
rampok	/rampoʔ/
rampung	/rampuŋ/
ramuan	/ramuan/
ramu	/ramu/
ramus	/ramus/
ranap	/ranap/
rana	/rana/
rancak	/rantʃaʔ/
rancangan	/rantʃaŋan/
rancang	/rantʃaŋ/
rancap	/rantʃap/
rancung	/rantʃuŋ/
randah	/randah/
randau	/randau/
ranggung	/raŋguŋ/
rangkaian	/raŋkaian/
rangkai	/raŋkai/
rangkak	/raŋkaʔ/
rangkapan	/raŋkapan/
rangkap	/raŋkap/
rangka	/raŋka/
rangkulan	/raŋkulan/
rangkul	/raŋkul/
rangkuman	/raŋkuman/
rangkum	/raŋkum/
rang	/raŋ/
rangsangan	/raŋsaŋan/
rangsang	/raŋsaŋ/
rangup	/raŋup/
ranjang	/randʒaŋ/
ranjau	/randʒau/
ran	/ran/
ransel	/ransəl/
ransum	/ransum/
rantaian	/rantaian/
rantai	/rantai/
rantau	/rantau/
ranting	/rantiŋ/
ranum	/ranum/
rapatkan	/rapatkan/
rapat	/rapat/
rapik	/rapiʔ/
rapi	/rapi/
rapsodi	/rapsodi/
rapuh	/rapuh/
rasai	/rasai/
rasakan	/rasakan/
rasanya	/rasaɲa/
rasa	/rasa/
rasialisme	/rasialismə/
rasial	/rasial/
rasionalisasi	/rasionalisasi/
rasionalitas	/rasionalitas/
rasional	/rasional/
rasio	/rasio/
rasi	/rasi/
rasisme	/rasismə/
rasmi	/rasmi/
ras	/ras/
rasuah	/rasuah/
rasuk	/rasuʔ/
rasul	/rasul/
rasulu’llah	/rasuluʔllah/
ratah	/ratah/
ratakan	/ratakan/
ratapan	/ratapan/
ratap	/ratap/
rata	/rata/
ratib	/ratib/
ratifikasi	/ratifikasi/
ratio	/ratio/
ratna	/ratna/
rat	/rat/
ratu	/ratu/
ratusan	/ratusan/
ratus	/ratus/
raungan	/rauŋan/
raung	/rauŋ/
raup	/raup/
raut	/raut/
rawang	/rawaŋ/
rawan	/rawan/
rawa	/rawa/
rawatan	/rawatan/
rawat	/rawat/
rawi	/rawi/
rawit	/rawit/
rayap	/rajap/
raya	/raja/
rayau	/rajau/
rayon	/rajon/
rayuan	/rajuan/
rayu	/raju/
razia	/razia/
razi	/razi/
réaksionér	/reaʔsioner/
réaksi	/reaʔsi/
réaktif	/reaʔtif/
réaktor	/reaʔtor/
réalisasi	/realisasi/
réalisme	/realismə/
réalis	/realis/
réalistik	/realistiʔ/
réalistis	/realistis/
réalita	/realita/
réalitas	/realitas/
rebab	/rəbab/
rébah	/rebah/
rebah	/rəbah/
rébak	/rebaʔ/
rebak	/rəbaʔ/
rebana	/rəbana/
réban	/reban/
reban	/rəban/
rébéh	/rebeh/
réboisasi	/reboisasi/
rebung	/rəbuŋ/
rebusan	/rəbusan/
rebus	/rəbus/
rebutan	/rəbutan/
rebut	/rəbut/
récéh	/retʃeh/
recikan	/rətʃikan/
récok	/retʃoʔ/
rédaksi	/redaʔsi/
rédaktur	/redaʔtur/
redam	/rədam/
rédang	/redaŋ/
redang	/rədaŋ/
réda	/reda/
reda	/rəda/
redas	/rədas/
rédha	/redha/
réduksi	/reduʔsi/
redup	/rədup/
réferéndum	/refərendum/
réferénsi	/refərensi/
réfléksi	/refleʔsi/
réfléks	/refleʔs/
réfléktor	/refleʔtor/
réformasi	/reformasi/
regang	/rəgaŋ/
régional	/regional/
regional	/rəgional/
régistrasi	/registrasi/
régrési	/regresi/
reguk	/rəguʔ/
régulér	/reguler/
regu	/rəgu/
réhabilitasi	/rehabilitasi/
réhab	/rehab/
réhat	/rehat/
réinkarnasi	/reinkarnasi/
rejam	/rədʒam/
réjim	/redʒim/
rékaan	/rekaʔan/
rékabentuk	/rekabəntuʔ/
rekahan	/rəkahan/
rekah	/rəkah/
rekaman	/rəkaman/
rekam	/rəkam/
rekanku	/rəkanku/
rekannya	/rəkanɲa/
rekan	/rəkan/
réka	/reka/
rékayasa	/rekajasa/
rékening	/rekəniŋ/
réklamasi	/reʔlamasi/
réklame	/reʔlamə/
rékomendasi	/rekoməndasi/
rékonstruksi	/rekonstruʔsi/
rékor	/rekor/
rékréasi	/reʔreasi/
rékrut	/reʔrut/
réktor	/reʔtor/
rekurs	/rəkurs/
rélai	/relai/
relai	/rəlai/
rélaksasi	/relaʔsasi/
rélaks	/relaʔs/
réla	/rela/
rélasi	/relasi/
rélatif	/relatif/
relau	/rəlau/
rélévan	/relevan/
réligius	/religius/
rél	/rel/
rel	/rəl/
relung	/rəluŋ/
rémah	/remah/
remah	/rəmah/
remaja	/rəmadʒa/
remang	/rəmaŋ/
réman	/reman/
remas	/rəmas/
rématik	/rematiʔ/
rembang	/rəmbaŋ/
rembas	/rəmbas/
rémbatan	/rembatan/
rémbés	/rembes/
rembes	/rəmbəs/
rembuk	/rəmbuʔ/
rembulan	/rəmbulan/
réméh	/remeh/
remia	/rəmia/
remis	/rəmis/
rémpah	/rempah/
rempah	/rəmpah/
rempuh	/rəmpuh/
rém	/rem/
remuk	/rəmuʔ/
renang	/rənaŋ/
rencah	/rəntʃah/
rencananya	/rəntʃanaɲa/
rencana	/rəntʃana/
réncong	/rentʃoŋ/
rendahnya	/rəndahɲa/
rendah	/rəndah/
rendam	/rəndam/
rendang	/rəndaŋ/
rénda	/renda/
rengas	/rəŋas/
réngék	/reŋeʔ/
renggang	/rəŋgaŋ/
rengginang	/rəŋginaŋ/
renggut	/rəŋgut/
rengus	/rəŋus/
rénjer	/rendʒər/
renjis	/rəndʒis/
rentaka	/rəntaka/
réntak	/rentaʔ/
rentak	/rəntaʔ/
réntang	/rentaŋ/
rentang	/rəntaŋ/
rentan	/rəntan/
rentap	/rəntap/
rénta	/renta/
renta	/rənta/
rénténg	/renteŋ/
réntétan	/rentetan/
renungan	/rənuŋan/
renung	/rənuŋ/
renyai	/rəɲai/
réorganisasi	/reorganisasi/
réoriéntasi	/reorientasi/
réparasi	/reparasi/
répetisi	/repətisi/
réplika	/replika/
répot	/repot/
repot	/rəpot/
répréséntasi	/representasi/
répréséntatif	/representatif/
réprésif	/represif/
réproduksi	/reproduʔsi/
républik	/republiʔ/
réputasi	/reputasi/
reput	/rəput/
rerumputan	/rərumputan/
reruntuhan	/rəruntuhan/
resah	/rəsah/
resak	/rəsaʔ/
resam	/rəsam/
resan	/rəsan/
resapan	/rəsapan/
resap	/rəsap/
résénsi	/resensi/
resénsi	/rəsensi/
résép	/resep/
resép	/rəsep/
resep	/rəsəp/
resépsionis	/rəsepsionis/
résépsi	/resepsi/
resépsi	/rəsepsi/
résérse	/resersə/
resérse	/rəsersə/
resés	/rəses/
résidén	/residen/
résidu	/residu/
resik	/rəsiʔ/
résimén	/resimen/
résipién	/resipien/
resmi	/rəsmi/
résolusi	/resolusi/
résonansi	/resonansi/
résonans	/resonans/
résor	/resor/
réspék	/respeʔ/
réspondén	/responden/
réspons	/respons/
réstitusi	/restitusi/
réstoran	/restoran/
réstorasi	/restorasi/
réstriksi	/restriʔsi/
réstrukturisasi	/restruʔturisasi/
réstu	/restu/
restu	/rəstu/
retakan	/rətakan/
retak	/rətaʔ/
retas	/rətas/
rétorika	/retorika/
rétorik	/retoriʔ/
rétrét	/retret/
rétribusi	/retribusi/
rétrospéksi	/retrospeʔsi/
réuni	/reuni/
révisionis	/revisionis/
révisi	/revisi/
révolusionér	/revolusioner/
révolusi	/revolusi/
révolvér	/revolver/
réwél	/rewel/
réyot	/rejot/
rezekinya	/rəzəkiɲa/
rezeki	/rəzəki/
riadah	/riadah/
riak	/riaʔ/
rial	/rial/
riam	/riam/
riang	/riaŋ/
ria	/ria/
rias	/rias/
riba	/riba/
ribuan	/ribuan/
ribu	/ribu/
ribut	/ribut/
riding	/ridiŋ/
rika	/rika/
rimas	/rimas/
rimbanya	/rimbaɲa/
rimba	/rimba/
rimbunan	/rimbunan/
rimbun	/rimbun/
rinai	/rinai/
rincian	/rintʃian/
rinci	/rintʃi/
rindang	/rindaŋ/
rindu	/rindu/
ringan	/riŋan/
ringgit	/riŋgit/
ringis	/riŋis/
ringkasan	/riŋkasan/
ringkasnya	/riŋkasɲa/
ringkas	/riŋkas/
ringkukan	/riŋkukan/
ring	/riŋ/
rintangan	/rintaŋan/
rintang	/rintaŋ/
rintihan	/rintihan/
rintik	/rintiʔ/
rintisan	/rintisan/
rintis	/rintis/
risalah	/risalah/
risau	/risau/
risét	/riset/
risikan	/risikan/
risiko	/risiko/
ritme	/ritmə/
riuh	/riuh/
riwayatnya	/riwajatɲa/
riwayat	/riwajat/
robék	/robeʔ/
roboh	/roboh/
robot	/robot/
rock	/rotʃʔ/
roda	/roda/
rodi	/rodi/
rodok	/rodoʔ/
rogol	/rogol/
rohaniah	/rohaniah/
rohani	/rohani/
rohaniwan	/rohaniwan/
rohnya	/rohɲa/
roh	/roh/
rokét	/roket/
roknya	/roʔɲa/
rokok	/rokoʔ/
rok	/roʔ/
rolét	/rolet/
rol	/rol/
roman	/roman/
romantika	/romantika/
romantik	/romantiʔ/
romantis	/romantis/
roma	/roma/
rombakan	/rombakan/
rombak	/rombaʔ/
rombéngan	/rombeŋan/
rombongan	/romboŋan/
rompak	/rompaʔ/
rompi	/rompi/
rompong	/rompoŋ/
rona	/rona/
rondaan	/rondaʔan/
ronda	/ronda/
rondé	/ronde/
ronde	/rondə/
rongak	/roŋaʔ/
rongga	/roŋga/
ronggéng	/roŋgeŋ/
rongsok	/roŋsoʔ/
rontak	/rontaʔ/
ronta	/ronta/
rontgén	/rontgen/
rontgen	/rontgən/
rontok	/rontoʔ/
ronyok	/roɲoʔ/
rosak	/rosaʔ/
rosario	/rosario/
ros	/ros/
rotan	/rotan/
rotasi	/rotasi/
roti	/roti/
royal	/rojal/
royalti	/rojalti/
royong	/rojoŋ/
ruah	/ruah/
ruam	/ruam/
ruangan	/ruaŋan/
ruang	/ruaŋ/
ruap	/ruap/
ruas	/ruas/
rubah	/rubah/
rubrik	/rubriʔ/
rugi	/rugi/
ruhani	/ruhani/
rujak	/rudʒaʔ/
ruji	/rudʒi/
rujukan	/rudʒukan/
rujuk	/rudʒuʔ/
rukuk	/rukuʔ/
rukun	/rukun/
ruku	/ruku/
rumahku	/rumahku/
rumahmu	/rumahmu/
rumahnya	/rumahɲa/
rumah	/rumah/
rumahtangga	/rumahtaŋga/
rumbai	/rumbai/
rumbia	/rumbia/
rumi	/rumi/
rumit	/rumit/
rumpun	/rumpun/
rumputan	/rumputan/
rumput	/rumput/
rum	/rum/
rumusan	/rumusan/
rumus	/rumus/
runcing	/runtʃiŋ/
runcit	/runtʃit/
rundingan	/rundiŋan/
runding	/rundiŋ/
runduk	/runduʔ/
rundung	/runduŋ/
rungutan	/ruŋutan/
rungut	/ruŋut/
runsing	/runsiŋ/
runtuhan	/runtuhan/
runtuh	/runtuh/
runtun	/runtun/
rupanya	/rupaɲa/
rupa	/rupa/
rupawan	/rupawan/
rupiah	/rupiah/
rusak	/rusaʔ/
rusa	/rusa/
rusia	/rusia/
rusuh	/rusuh/
rusuknya	/rusuʔɲa/
rusuk	/rusuʔ/
rute	/rutə/
rutin	/rutin/
ruwat	/ruwat/
ruwet	/ruwət/
saadah	/saʔadah/
saad	/saʔad/
saatnya	/saʔatɲa/
saat	/saʔat/
sabah	/sabah/
sabak	/sabaʔ/
sabana	/sabana/
sa’ban	/saʔban/
saban	/saban/
sabarnya	/sabarɲa/
sabar	/sabar/
sabat	/sabat/
sabda	/sabda/
sabit	/sabit/
sabotase	/sabotasə/
sabri	/sabri/
sabuk	/sabuʔ/
sabung	/sabuŋ/
sabun	/sabun/
sabut	/sabut/
sadapan	/sadapan/
sadari	/sadari/
sadarkan	/sadarkan/
sadarnya	/sadarɲa/
sadar	/sadar/
sadel	/sadəl/
sadisme	/sadismə/
sadis	/sadis/
sadistis	/sadistis/
sado	/sado/
sadri	/sadri/
sadur	/sadur/
safari	/safari/
safar	/safar/
sagai	/sagai/
saga	/saga/
sagu	/sagu/
sahabatnya	/sahabatɲa/
sahabat	/sahabat/
sahaja	/sahadʒa/
saham	/saham/
sahaya	/sahaja/
sahih	/sahih/
sahkan	/sahkan/
sah	/sah/
sahsiah	/sahsiah/
sahur	/sahur/
sahutan	/sahutan/
sahut	/sahut/
saidina	/saidina/
saingannya	/saiŋanɲa/
saingan	/saiŋan/
saing	/saiŋ/
sains	/sains/
saintifik	/saintifiʔ/
saintis	/saintis/
sajak	/sadʒaʔ/
sajalah	/sadʒalah/
saja	/sadʒa/
sajian	/sadʒian/
saji	/sadʒi/
sakal	/sakal/
sakarin	/sakarin/
saka	/saka/
sakat	/sakat/
sakelar	/sakəlar/
sakhlat	/saʔhlat/
saking	/sakiŋ/
saki	/saki/
sakitnya	/sakitɲa/
sakit	/sakit/
sakral	/saʔral/
sakramén	/saʔramen/
sakraméntal	/saʔramental/
sakristi	/saʔristi/
saksama	/saʔsama/
saksikan	/saʔsikan/
saksi	/saʔsi/
saksofon	/saʔsofon/
sakti	/saʔti/
sakunya	/sakuɲa/
saku	/saku/
salad	/salad/
salahnya	/salahɲa/
salah	/salah/
salai	/salai/
salak	/salaʔ/
salam	/salam/
salasilah	/salasilah/
salat	/salat/
salbiah	/salbiah/
saldo	/saldo/
saléh	/saleh/
salem	/saləm/
salep	/saləp/
salib	/salib/
salinan	/salinan/
saling	/saliŋ/
salinisasi	/salinisasi/
salinitas	/salinitas/
salin	/salin/
saliran	/saliran/
salju	/saldʒu/
salon	/salon/
salto	/salto/
saluran	/saluran/
salur	/salur/
salut	/salut/
samaan	/samaʔan/
samada	/samada/
samad	/samad/
samakan	/samakan/
samak	/samaʔ/
saman	/saman/
samaran	/samaran/
samar	/samar/
sama	/sama/
samasekali	/samasəkali/
sambal	/sambal/
sambang	/sambaŋ/
sambar	/sambar/
sambilan	/sambilan/
sambil	/sambil/
sambungannya	/sambuŋanɲa/
sambungan	/sambuŋan/
sambung	/sambuŋ/
sambutan	/sambutan/
sambut	/sambut/
samin	/samin/
sami	/sami/
sampah	/sampah/
sampaikan	/sampaikan/
sampai	/sampai/
sampan	/sampan/
sampanye	/sampaɲə/
sampar	/sampar/
sampel	/sampəl/
sampingan	/sampiŋan/
sampingnya	/sampiŋɲa/
samping	/sampiŋ/
sampul	/sampul/
sampurna	/sampurna/
samséng	/samseŋ/
samseng	/samsəŋ/
samsu	/samsu/
samudera	/samudəra/
samudra	/samudra/
samun	/samun/
sanak	/sanaʔ/
sanalah	/sanalah/
sana	/sana/
sanatorium	/sanatorium/
sanat	/sanat/
sanca	/santʃa/
sandal	/sandal/
sandang	/sandaŋ/
sandaran	/sandaran/
sandar	/sandar/
sandera	/sandəra/
sanding	/sandiŋ/
sandi	/sandi/
sandiwara	/sandiwara/
sandungan	/sanduŋan/
sandung	/sanduŋ/
sangar	/saŋar/
sanga	/saŋa/
sangat	/saŋat/
sanggahan	/saŋgahan/
sanggah	/saŋgah/
sanggan	/saŋgan/
sanggar	/saŋgar/
sangga	/saŋga/
sanggit	/saŋgit/
sanggul	/saŋgul/
sanggup	/saŋgup/
sanggurdi	/saŋgurdi/
sangkaan	/saŋkaʔan/
sangkakala	/saŋkakala/
sangkak	/saŋkaʔ/
sangkalan	/saŋkalan/
sangkal	/saŋkal/
sangkanya	/saŋkaɲa/
sangkar	/saŋkar/
sangka	/saŋka/
sangkur	/saŋkur/
sangkutan	/saŋkutan/
sangkut	/saŋkut/
sang	/saŋ/
sangsi	/saŋsi/
sani	/sani/
sanitasi	/sanitasi/
sanjak	/sandʒaʔ/
sanjungan	/sandʒuŋan/
sanjung	/sandʒuŋ/
san	/san/
santai	/santai/
santan	/santan/
santapan	/santapan/
santap	/santap/
santa	/santa/
santo	/santo/
santun	/santun/
sanubari	/sanubari/
sapaan	/sapaʔan/
sapa	/sapa/
sapih	/sapih/
sapinya	/sapiɲa/
sapi	/sapi/
