a	/aː/
spjara	/spjaːra/
spjarirnar	/spjaːrɪrntar/
spjót	/spjouːt/
spjótið	/spjouːtɪt/
spjótkasti	/spjouːtkastɪ/
spjótum	/spjouːtʏm/
spjöld	/spjœlt/
spjöldum	/spjœltʏm/
spjöll	/spjœtl̥/
spjölluðu	/spjœtlʏðʏ/
spjölluðum	/spjœtlʏðʏm/
spjöllum	/spjœtlʏm/
spjör	/spjœːr/
splundraðist	/splʏntraðɪst/
splundrast	/splʏntrast/
splunkunýtt	/spluŋ̥kʏniht/
splæsa	/splaiːsa/
splæstum	/splajstʏm/
spor	/spɔːr/
spora	/spɔːra/
sporbaug	/spɔrpœjɣ/
sporð	/spɔrð/
sporði	/spɔrðɪ/
sporðinn	/spɔrðɪn/
sporfinnari	/spɔrfɪnarɪ/
sporhundar	/spɔːrhʏntar/
spori	/spɔːrɪ/
sporið	/spɔːrɪð/
sporin	/spɔːrɪn/
sporinu	/spɔːrɪnʏ/
sporlaust	/spɔrlœist/
sporna	/spɔrtna/
sport	/spɔr̥t/
sportbíl	/spɔr̥tpiːl/
sportbílablaðsins	/spɔr̥tpilaplaðsɪns/
sportbílinn	/spɔr̥tpilɪn/
sportbíll	/spɔr̥tpitl̥/
sportferða	/spɔr̥tfɛrða/
sportfötum	/spɔr̥tfœːtʏm/
sporti	/spɔr̥tɪ/
sportinu	/spɔr̥tɪnʏ/
sportlegri	/spɔr̥tlɛɣrɪ/
sportpakkinn	/spɔr̥tpahcɪn/
sports	/spɔr̥ts/
sporum	/spɔːrʏm/
sporvagni	/spɔrvaknɪ/
sporvagninn	/spɔrvaknɪn/
sporvagninum	/spɔrvaknɪnʏm/
sporöskjulaga	/spɔːrœscʏlaːɣa/
sposkur	/spɔskʏr/
spotta	/spɔhta/
spottakorn	/spɔhtakɔrtn̥/
spottann	/spɔhtan/
spotti	/spɔhtɪ/
spóla	/spouːla/
spólan	/spouːlan/
spólu	/spouːlʏ/
spólum	/spouːlʏm/
spóluna	/spouːlʏna/
spólunni	/spouːlʏnɪ/
spólur	/spouːlʏr/
spólurnar	/spouːlʏrtnar/
spólvörn	/spoulvœrtn̥/
spón	/spouːn/
spónlagðir	/spounlaɣðɪr/
sprakk	/sprahk/
spratt	/spraht/
sprauta	/sprœiːta/
sprautað	/sprœiːtað/
sprautaði	/sprœiːtaðɪ/
sprautar	/sprœitar/
sprautu	/sprœiːtʏ/
sprautuna	/sprœiːtʏna/
sprautunina	/sprœitʏnɪna/
sprautunni	/sprœitʏnɪ/
sprautur	/sprœitʏr/
sprek	/sprɛːk/
sprekum	/sprɛːkʏm/
sprell	/sprɛl/
spreng	/spreiŋk/
sprengd	/spreiŋt/
sprengdar	/sprɛjŋtar/
sprengdi	/spreiŋtɪ/
sprenghlægileg	/sprɛjŋkl̥ajɪlɛːɣ/
sprengiefni	/spreiɲcɪɛpnɪ/
sprengiefninu	/spreiɲcɪɛpnɪnʏ/
sprenging	/spreiɲciŋk/
sprengingar	/spreiɲciŋkar/
sprengingin	/spreiɲciɲcɪn/
sprengingu	/spreiɲciŋkʏ/
sprenginguna	/spreiɲciŋkʏna/
sprengingunni	/spreiɲciŋkʏnɪ/
Sprengisand	/spreiɲcɪsant/
sprengisandsleið	/sprɛjɲcɪsantslɛːjð/
sprengivarginn	/spreiɲcɪvarcɪn/
sprengja	/spreiɲca/
sprengjan	/spreiɲcan/
sprengju	/spreiɲcʏ/
sprengjuárás	/spreiɲcʏauːraus/
sprengjuárásir	/spreiɲcʏauːrausɪr/
sprengjuflugvélin	/sprɛjɲcʏflʏɣvjɛlɪn/
sprengjugígar	/sprɛjɲcʏkiːɣar/
sprengjuhótun	/sprɛjɲcʏhouːtʏn/
sprengjulátunum	/sprɛjɲcʏlaːutɔnʏm/
sprengjum	/spreiɲcʏm/
sprengjuna	/spreiɲcʏna/
sprengjunni	/spreiɲcʏnɪ/
sprengjunum	/spreiɲcɔnʏm/
sprengjur	/spreiɲcʏr/
sprengjurnar	/spreiɲcʏrtnar/
sprengjutilræði	/spreiɲcʏtʰɪlraiðɪ/
sprengt	/sprɛŋ̊t/
sprenjuárásina	/sprɛnjʏaːurausɪna/
sprett	/sprɛht/
spretta	/sprɛhta/
spretti	/sprɛhtɪ/
sprettinn	/sprɛhtɪn/
sprettir	/sprɛhtɪr/
sprettur	/sprɛhtʏr/
spreyta	/spreiːta/
sprikla	/sprɪhkla/
spriklaði	/sprɪhklaðɪ/
spriklandi	/sprɪhklantɪ/
springa	/spriŋka/
springur	/spriŋkʏr/
spritt	/sprɪht/
SPRON	/sprɔːn/
sprota	/sprɔːta/
sprotakáli	/sprɔːtakʰaːulɪ/
sproti	/sprɔːtɪ/
sprottið	/sprɔhtɪð/
sprottin	/sprɔhtɪn/
sprottinn	/sprɔhtɪn/
sprund	/sprʏnt/
sprunga	/spruŋka/
sprungið	/spruɲcɪð/
sprungin	/spruɲcɪn/
sprunginn	/spruɲcɪn/
sprungna	/spruŋna/
sprungnar	/spruŋnar/
sprungnu	/spruŋnʏ/
sprungu	/spruŋkʏ/
sprungum	/spruŋkʏm/
sprungur	/spruŋkʏr/
sprungurnar	/spruŋkʏrtnar/
spruttu	/sprʏhtʏ/
spryngi	/spriɲcɪ/
sprækir	/spraiːcɪr/
sprækur	/spraiːkʏr/
spræna	/spraiːna/
sprændi	/spraintɪ/
spuna	/spʏːna/
spunafólk	/spʏːnafoul̥k/
spunaverkefnum	/spʏːnavɛr̥kɛpnʏm/
spuni	/spʏːnɪ/
spunnið	/spʏnɪð/
spunnu	/spʏnʏ/
spunnust	/spʏnʏst/
spurð	/spʏrð/
spurði	/spʏrðɪ/
spurðir	/spʏrðɪr/
spurðist	/spʏrðɪst/
spurðu	/spʏrðʏ/
spurðum	/spʏrðʏm/
spurður	/spʏrðʏr/
spurn	/spʏrtn̥/
spurnamaður	/spʏrtnamaːðʏr/
spurning	/spʏrtniŋk/
spurninga	/spʏrtniŋka/
spurningagerðin	/spʏrtniŋkacɛrðɪn/
spurningakeppni	/spʏrtniŋkacɛhpnɪ/
spurningakeppninni	/spʏrtniŋkacʰɛhpnɪnɪ/
spurningakverinu	/spʏrtniŋkakʰvɛːrɪnʏ/
spurningakvöldi	/spʏrtniŋkakʰvœltɪ/
spurningalista	/spʏrtniŋkalɪsta/
spurningalistann	/spʏrtniŋkalɪstan/
spurningalisti	/spʏrtniŋkalɪstɪ/
spurninganna	/spʏrtniŋkana/
spurningar	/spʏrtniŋkar/
spurningarinnar	/spʏrtniŋkarɪnar/
spurningarmerki	/spʏrtniŋkamɛr̥cɪ/
spurningarnar	/spʏrtniŋkartnar/
spurningavagna	/spʏrtniŋkavakna/
spurningin	/spʏrtniɲcɪn/
spurningu	/spʏrtniŋkʏ/
spurningum	/spʏrtniŋkʏm/
spurninguna	/spʏrtniŋkʏna/
spurningunni	/spʏrtniŋkʏnɪ/
spurningunum	/spʏrtniŋkɔnʏm/
spurnir	/spʏrtnɪr/
spurst	/spʏr̥st/
spurt	/spʏr̥t/
spúa	/spuːa/
spúði	/spuːðɪ/
spún	/spuːn/
spútnik	/spuhtnɪk/
spyr	/spɪːr/
spyrð	/spɪrð/
spyrði	/spɪrðɪ/
spyrðist	/spɪrðɪst/
spyrja	/spɪrja/
spyrjandi	/spɪrjantɪ/
spyrjast	/spɪrjast/
spyrji	/spɪrjɪ/
spyrjum	/spɪrjʏm/
spyrna	/spɪrtna/
spyrnir	/spɪrtnɪr/
spyrnti	/spɪn̥tɪ/
spýta	/spiːta/
spýti	/spiːtɪ/
spýtist	/spiːtɪst/
spýtnahrúgu	/spihtnar̥uːʏ/
spýtt	/spiht/
spýtti	/spihtɪ/
spýttist	/spihtɪst/
spýttu	/spihtʏ/
spýtu	/spiːtʏ/
spýtum	/spiːtʏm/
spýtunni	/spiːtʏnɪ/
spýtur	/spiːtʏr/
spæjara	/spaijara/
spæjarakrakkar	/spajːarakʰrahkar/
spæjarar	/spaijarar/
spæjari	/spaijarɪ/
spæld	/spailt/
spæni	/spaiːnɪ/
spænsk	/spainsk/
spænska	/spainska/
spænskan	/spainskan/
spænskar	/spajnskar/
spænski	/spainscɪ/
spænskir	/spainscɪr/
spænskri	/spainskrɪ/
spænsku	/spainskʏ/
spænskum	/spainskʏm/
spænskur	/spainskʏr/
spöðunum	/spœːðɔnʏm/
spöl	/spœːl/
spölinn	/spœːlɪn/
spölkorn	/spœlkʰɔrtn̥/
spölur	/spœːlʏr/
spölurinn	/spœːlʏrɪn/
spöng	/spœjŋk/
spöngina	/spœjɲcɪna/
spönginni	/spœiɲcɪnɪ/
spönn	/spœn/
spör	/spœːr/
spörfuglinn	/spœr̥fʏklɪn/
spörfuglsgogg	/spœr̥fʏklskɔk/
spörk	/spœr̥k/
spörkum	/spœr̥kʏm/
Spörtu	/spœr̥tʏ/
SR	/ɛs ɛr/
SRÍ	/ɛs ɛr iː/
srílanskir	/sriːlanscɪr/
SS	/ɛs ɛs/
staddar	/statar/
staddir	/statɪr/
staddur	/statʏr/
stað	/staːð/
staða	/staːða/
staðalbúnaður	/staːðalpuːnaðʏr/
staðaldri	/staːðaltrɪ/
staðalkröfurnar	/staːðalkʰrœvʏtnar/
staðall	/staːðatl̥/
staðallinn	/staːðatlɪn/
staðan	/staːðan/
staðanna	/staːðana/
staðar	/staːðar/
staðardagskrá	/staːðartaxskrau/
staðardagskrár	/staːðartaxskraur/
Staðarhóli	/staːðarhouːl/
staðarins	/staːðarɪns/
staðarráðsmaður	/staːðarauðsmaːðʏr/
staðarráðsmaðurinn	/staːðarauðsmaːðʏrɪn/
staðarsímtal	/staːðar̥simtʰal/
staðarsveit	/staːðar̥svɛːjt/
staðarsveitar	/staːðar̥svɛjtar/
staðartíma	/staːðartʰiːma/
staðbundið	/staðpʏntɪð/
staðbundin	/staðpʏntɪn/
staðfastlega	/staðfastlɛɣa/
staðfastur	/staðfastʏr/
staðfest	/staðfɛst/
staðfesta	/staðfɛsta/
staðfestan	/staðfɛstan/
staðfestar	/staðfɛstar/
staðfesti	/staðfɛstɪ/
staðfesting	/staðfɛstiŋk/
staðfestingar	/staðfɛstiŋkar/
staðfestingu	/staðfɛstiŋkʏ/
staðfestir	/staðfɛstɪr/
staðfestu	/staðfɛstʏ/
staðfestur	/staðfɛstʏr/
staðgengill	/staðceiɲcɪtl̥/
staðgreiðslu	/staðkreiðstlʏ/
staðgreitt	/staðkreiht/
staðháttum	/staːðhauhtʏm/
staðhæfing	/staːðhaiviŋk/
staðhæfingar	/staːðhaiviŋkar/
staðhæfingu	/staːðhaiviŋkʏ/
staðhæfir	/staːðhaivɪr/
staðhæft	/staːðhaift/
staðhætti	/staːðhaihtɪ/
staði	/staːðɪ/
staðið	/staːðɪð/
staðina	/staːðɪna/
staðinn	/staːðɪn/
staðir	/staːðɪr/
staðirnir	/staːðɪrtnɪr/
staðist	/staːðɪst/
staðla	/staðla/
staðlaðar	/staðlaðar/
staðlafrumvarpi	/staðlafrʏmvar̥pɪ/
staðlar	/staðlar/
staðlasamtaka	/staðlasamtaka/
staðlasamtakanna	/staðlasamtakana/
staðli	/staðlɪ/
staðlinum	/staðlɪnʏm/
staðnað	/staðnað/
staðnum	/staðnʏm/
staðnæmast	/staðnaimast/
staðnæmdist	/staðnaimtɪst/
staðráðin	/staðrauðɪn/
staðráðinn	/staðrauðɪn/
staðráðnir	/staðrauðnɪr/
staðreynd	/staðreint/
staðreynda	/staðreinta/
staðreyndar	/staðreintar/
staðreyndin	/staðreintɪn/
staðreyndir	/staðreintɪr/
staðreyndum	/staðreintʏm/
staðsetja	/staðsɛtja/
staðsetning	/staðsɛhtniŋk/
staðsetningar	/staðsɛhtniŋkar/
staðsetningin	/staðsɛhtniɲcɪn/
staðsetningu	/staðsɛhtniŋkʏ/
staðsett	/staðsɛht/
staðsettar	/staðsɛhtar/
staðsettir	/staðsɛhtɪr/
staðsettur	/staðsɛhtʏr/
staður	/staːðʏr/
staðurinn	/staːðʏrɪn/
staf	/staːv/
stafa	/staːva/
stafað	/staːvað/
stafaði	/staːvaðɪ/
stafafelli	/staːvafɛtlɪ/
stafafura	/staːvaːfʏːra/
stafar	/staːvar/
stafastimplar	/staːvastɪm̥plar/
stafavíxl	/staːvavikstl̥/
stafi	/staːvɪ/
stafina	/staːvɪna/
stafinn	/staːvɪn/
stafir	/staːvɪr/
stafirnir	/staːvɪrtnɪr/
stafkirkju	/staːvcir̥cʏ/
staflað	/staplað/
staflaði	/staplaðɪ/
staflanum	/staplanʏm/
staflar	/staplar/
stafli	/staplɪ/
stafni	/stapnɪ/
stafninn	/stapnɪn/
stafnrúmi	/stapnrumɪ/
stafnum	/stapnʏm/
stafrófsröð	/stavroufsrœːð/
stafræn	/stavrain/
stafræna	/stavraina/
stafrænar	/stavrainar/
stafræni	/stavrajnɪ/
stafrænna	/stavrajtna/
stafrænni	/stavraitnɪ/
stafræns	/stavrajns/
stafrænt	/stavrain̥t/
stafrænu	/stavrainʏ/
stafrænum	/stavrainʏm/
stafs	/stafs/
stafsetja	/stafsɛtja/
stafsetningu	/stafsɛhtniŋkʏ/
stafsett	/stafsɛht/
stafur	/staːvʏr/
stafurinn	/staːvʏrɪn/
stagfellið	/staxfɛtlɪð/
stak	/staːk/
staka	/staːka/
stakar	/staːkar/
stakir	/staːcɪr/
stakk	/stahk/
Stakkahlíð	/stahkal̥iːð/
stakkaskiptum	/stahkascɪftʏm/
stakkhlíðar	/stahkl̥iðar/
stakkinn	/stahɲɪn/
stakknum	/stahknʏm/
stakri	/staːkrɪ/
stakstæð	/staːkstajð/
stakt	/staxt/
stakur	/staːkʏr/
stal	/staːl/
staldra	/staltra/
staldrað	/staltrað/
staldraði	/staltraðɪ/
staldrar	/staltrar/
Stalín	/staːlin/
Stalíns	/staːlins/
stall	/statl̥/
stalli	/statlɪ/
stallinn	/statlɪn/
stallinum	/statlɪnʏm/
stallsystrum	/statlsɪstrʏm/
stalst	/stalst/
stam	/staːm/
stama	/staːma/
stamaði	/staːmaðɪ/
stamandi	/staːmantɪ/
staminu	/staːmɪnʏ/
stand	/stant/
standa	/stanta/
standandi	/stantantɪ/
standard	/stantart/
standast	/stantast/
standi	/stantɪ/
standið	/stantɪð/
standist	/stantɪst/
stanga	/stauŋka/
stangaði	/stauŋkaðɪ/
stanganna	/stauŋkana/
stangar	/stauŋkar/
stangardagurinn	/stauŋkartaːɣʏrɪn/
Stangarholti	/stauŋkarhɔl̥tɪ/
Stangarhyl	/stauŋkarhɪːl/
stangarstökki	/stauŋkarstœhcɪ/
stangast	/stauŋkast/
stangir	/stauɲcɪr/
stangirnar	/stauɲcɪrtnar/
stangist	/stauɲcɪst/
stangveiði	/stauŋkveiðɪ/
stans	/stans/
stansa	/stansa/
stansað	/stansað/
stansaði	/stansaðɪ/
stanslaust	/stanstlœist/
stapa	/staːpa/
stapanum	/staːpanʏm/
stappa	/stahpa/
stappaði	/stahpaðɪ/
stappfull	/stahpfʏtl̥/
stara	/staːra/
stardal	/startal/
starði	/starðɪ/
starðir	/starðɪr/
starf	/starv/
starfa	/starva/
starfað	/starvað/
starfaði	/starvaðɪ/
starfandi	/starvantɪ/
starfans	/starvans/
starfar	/starvar/
starfgetu	/starfcɛtʏ/
starfi	/starvɪ/
starfið	/starvɪð/
starfinu	/starvɪnʏ/
starfrækir	/starvraicɪr/
starfrækja	/starvraica/
starfrækslu	/starvraixstlʏ/
starfrækt	/starvraixt/
starfræktar	/starvraixtar/
starfræktir	/starvraixtɪr/
starfræktur	/starvraixtʏr/
starfs	/starvs/
starfsaðferðir	/starvsaðfɛrðɪr/
starfsaðstöðu	/starvsaðstœðʏ/
starfsafmæli	/starvsamailɪ/
starfsaldur	/starvsaltʏr/
starfsanda	/starsanta/
starfsár	/starvsaur/
starfsári	/starvsaurɪ/
starfsárið	/starvsaurɪð/
starfsáætlun	/starvsauːaihtlʏn/
starfsbrautar	/starsprœjtar/
starfsbróðir	/starvsprouðɪr/
starfsbróður	/starvsprouðʏr/
starfsbræðrum	/starvspraiðrʏm/
starfsbræður	/starvspraiðʏr/
starfsdagur	/starstaɣʏr/
starfsdögum	/starstœɣʏm/
starfsemi	/starvsɛmɪ/
starfsemin	/starvsɛmɪn/
starfsemina	/starvsɛmɪna/
starfseminnar	/starvsɛmɪnar/
starfseminni	/starvsɛmɪnɪ/
starfsemis	/starsɛmɪs/
starfsendurhæfingu	/starsɛntʏrhaːjviŋkʏ/
starfsferil	/starvsfɛrɪtl̥/
starfsferli	/starvsfɛrtlɪ/
starfsfélaga	/starvsfjɛlaɣa/
starfsfólk	/starsfoul̥k/
starfsfólki	/starvsfoul̥cɪ/
starfsfólkið	/starvsfoul̥cɪð/
starfsfólkinu	/starvsfoul̥cɪnʏ/
starfsfólks	/starvsfoul̥ks/
starfsfólksins	/starvsfoul̥ksɪns/
starfsframa	/starvsframa/
starfsgrein	/starvskrein/
starfsgreinar	/starskrɛjnar/
starfsgreinaráð	/starskrɛjnaraːuð/
starfsgreinasambandsins	/starvskreinasampantsɪns/
starfsgreinum	/starvskreinʏm/
starfshátta	/starshauhta/
starfsháttum	/starvshauhtʏm/
starfsheita	/starshɛjta/
starfsheiti	/starvsheitɪ/
starfshóp	/starvshoup/
starfshópi	/starshoupɪ/
starfshóps	/starvshoups/
starfshópsins	/starvshoupsɪns/
starfshópur	/starvshoupʏr/
starfshópurinn	/starvshoupʏrɪn/
starfshætti	/starvshaihtɪ/
starfsins	/starvsɪns/
starfskjaranefnd	/starscʰaranɛmt/
starfskjör	/starscʰœːr/
starfskrafta	/starvskʰrafta/
starfskraftur	/starvskʰraftʏr/
starfsleyfa	/starslɛjva/
starfsleyfi	/starvstleivɪ/
starfsleyfisveiting	/starstlɛjvɪsvɛːjtiŋk/
starfslið	/starvstlɪð/
starfsliði	/starvstlɪðɪ/
starfslok	/starvstlɔk/
starfslokasamning	/starstlɔkasamniŋk/
starfsmaður	/starvsmaðʏr/
starfsmaðurinn	/starvsmaðʏrɪn/
starfsmann	/starvsman/
starfsmanna	/starvsmana/
starfsmannabúðir	/starsmanapuːðɪr/
starfsmannafélags	/starvsmanafjɛːlaxs/
starfsmannafjöldi	/starsmanafjœltɪ/
starfsmannafræðsla	/starsmanafrajðstla/
starfsmannahald	/starsmanahalt/
starfsmannanna	/starvsmanana/
starfsmannastefnur	/starsmanastɛpnʏr/
starfsmannastjóri	/starvsmanastjouːrɪ/
starfsmanni	/starvsmanɪ/
starfsmanns	/starvsmans/
starfsmenn	/starvsmɛn/
starfsmennina	/starvsmɛnɪna/
starfsmennirnir	/starvsmɛnɪrtnɪr/
starfsmenntun	/starvsmɛn̥tʏn/
starfsmenntunar	/starsmɛn̥tʏnar/
starfsmenntunarsjóð	/starsmɛn̥tʏnar̥sjouːð/
starfsmenntunarsjóður	/starsmɛn̥tʏnar̥sjouːðʏr/
starfsmöguleikum	/starsmœɣʏlɛːjkʏm/
starfsmönnum	/starvsmœnʏm/
starfsmönnunum	/starvsmœnɔnʏm/
starfsnám	/starvstnaum/
starfsnámi	/starvstnaumɪ/
starfsorku	/starvsɔr̥kʏ/
starfsreglur	/starvsrɛklʏr/
starfsreynslu	/starvsreinstla/
starfsréttindi	/starvsrjɛhtɪntɪ/
starfsrækslu	/starsrajkstlʏ/
starfsskilyrði	/starvscɪlɪrðɪ/
starfsstéttum	/starstjɛhtʏm/
starfsstöð	/starvstœð/
starfsstöðvar	/starvstœðvar/
starfssvið	/starvsvɪð/
starfssvæði	/starvsvaiðɪ/
starfssystkin	/starvsɪscɪn/
starfstengt	/starstɛjŋ̥t/
starfstíma	/starvstima/
starfstímareglu	/starstʰimarɛklʏ/
starfsumhverfi	/starvsʏmkʰvɛrvɪ/
starfsvettvang	/starvsvɛhtvauŋk/
starfsvettvangi	/starvsvɛhtvauɲcɪ/
starfsvettvangur	/starvsvɛhtvauŋkʏr/
starfsþjálfun	/starvsθjaulvʏn/
starfsævi	/starvsaivɪ/
stari	/staːrɪ/
starir	/staːrɪr/
start	/star̥t/
starta	/star̥ta/
startgjald	/star̥tcalt/
statt	/staht/
stattu	/stahtʏ/
stauknum	/stœjhknʏm/
staup	/stœiːp/
staupi	/stœiːpɪ/
staupið	/stœiːpɪð/
staupin	/stœiːpɪn/
staupinu	/stœiːpɪnʏ/
staur	/stœiːr/
staura	/stœiːra/
staurblankir	/stœirplauŋ̊cɪr/
staurblindum	/stœjrplɪntʏm/
staurinn	/stœiːrɪn/
stauta	/stœiːta/
stautar	/stœitar/
stál	/stauːl/
stálgráum	/staulkrauʏm/
stálhurðina	/stauːlhʏrðɪna/
stáli	/stauːlɪ/
stálið	/stauːlɪð/
stálinu	/stauːlɪnʏ/
stáls	/stauls/
stálsköft	/staulskœft/
stálu	/stauːlʏ/
stálvilja	/staulvɪlja/
státa	/stauːta/
státað	/stauːtað/
státaði	/stauːtaðɪ/
státar	/stauːtar/
Stebba	/stɛpa/
Stebbi	/stɛpɪ/
steðja	/stɛðja/
steðjaði	/stɛðjaðɪ/
steðjar	/stɛðjar/
steðjuðu	/stɛðjʏðʏ/
stef	/stɛːv/
Stefanía	/stɛːfanija/
Stefaníu	/stɛːfanijʏ/
Stefán	/stɛːfaun/
Stefáni	/stɛːfaunɪ/
Stefáns	/stɛːfauns/
Stefánsdóttir	/stɛːfaunstouhtɪr/
Stefánsdóttur	/stɛːfaunstouhtʏr/
Stefánsson	/stɛːfaunsɔːn/
Stefánssonar	/stɛːfaunsɔːnar/
Stefánssyni	/stɛːfaunsɪːnɪ/
Steffí	/stɛfi/
stefið	/stɛːvɪð/
stefjum	/stɛfjʏm/
stefjur	/stɛfjʏr/
stefna	/stɛpna/
stefnan	/stɛpnan/
stefnanda	/stɛpnanta/
stefnda	/stɛmta/
stefndi	/stɛmtɪ/
stefndu	/stɛmtʏ/
stefndum	/stɛmtʏm/
stefni	/stɛpnɪ/
stefnið	/stɛpnɪð/
stefnir	/stɛpnɪr/
stefnt	/stɛm̥t/
stefnu	/stɛpnʏ/
stefnubreyting	/stɛpnʏpreiːtiŋk/
stefnubreytingu	/stɛpnʏpreiːtiŋkʏ/
stefnulaust	/stɛpnʏlœist/
stefnum	/stɛpnʏm/
stefnumarkandi	/stɛpnʏmar̥kantɪ/
stefnumál	/stɛpnʏmauːl/
stefnumálum	/stɛpnʏmauːlʏm/
stefnumerki	/stɛpnʏmɛr̥cɪ/
stefnumót	/stɛpnʏmouːt/
stefnumótandi	/stɛpnʏmouːtantɪ/
stefnumótið	/stɛpnʏmouːtɪð/
stefnumótinu	/stɛpnʏmouːtɪnʏ/
stefnumótun	/stɛpnʏmouːtʏn/
stefnumótunar	/stɛpnʏmouːtʏnar/
stefnumörkun	/stɛpnʏmœr̥kʏn/
stefnuna	/stɛpnʏna/
stefnunnar	/stɛpnʏna/
stefnunni	/stɛpnʏnɪ/
stefnur	/stɛpnʏr/
stefnuræðu	/stɛpnʏraiːðʏ/
stefnuskjal	/stɛpnʏscaːl/
stefnuskrá	/stɛpnʏskrauː/
stefnuskránni	/stɛpnʏskrauː/
stefnuvirk	/stɛpnʏvɪr̥k/
stefnuvirkt	/stɛpnʏvɪr̥t/
stefnuyfirlýsingu	/stɛpnʏɪːvɪrliːsiŋkʏ/
steig	/steiːɣ/
steik	/steiːk/
steikarbrúnum	/steiːkarpruːnʏm/
steikhúsi	/stɛːjkhusɪ/
steikina	/steiːcɪna/
steikja	/steiːca/
steikjandi	/steiːcantɪ/
steikt	/steixt/
steikta	/steixta/
steiktan	/steixtan/
steiktar	/steixtar/
steikti	/steixtɪ/
steiktu	/steixtʏ/
steiktum	/steixtʏm/
steiktur	/steixtʏr/
stein	/steiːn/
steina	/steiːna/
Steinahlíð	/steiːnal̥iːð/
steinaldarkonur	/stɛːjnaltar̥kʰɔːnʏr/
steinaldarmyndum	/stɛːjnaltarmɪntʏm/
steinaldarþorp	/stɛːjnaltar̥θɔr̥p/
steinana	/steiːnana/
steinar	/steiːnar/
Steinari	/steiːnarɪ/
steinaríki	/steiːnariːcɪ/
steinarnir	/steiːnatnɪr/
Steinarr	/steiːnar/
Steinars	/steiːnar̥s/
Steinarsdóttir	/steiːnar̥stouhtɪr/
Steinarsson	/steiːnar̥sɔːn/
Steinarssonar	/steiːnar̥sɔːnar/
steinasafnarinn	/steiːnasapnarɪn/
steinbít	/steimpiːt/
steinbítskví	/stɛjmpitskviː/
Steinbjörn	/steimpjœrtn̥/
steindauðar	/stɛjntœjðar/
steindauður	/steintœiðʏr/
steindepill	/stɛjntɛpɪtl̥/
steindepillinn	/steintɛpɪtlɪn/
Steindór	/steintour/
steindóri	/stɛjntourɪ/
Steindórs	/steintour̥s/
Steindórsdóttir	/steintour̥stouhtɪr/
Steindórsson	/steintour̥sɔːn/
steindrapst	/stɛjntrafst/
steinefnablöndur	/stɛjnɛpnaplœntʏr/
steinefnagjafar	/stɛjnɛpnacaːvar/
steinefni	/stɛːjnɛpnɪ/
steinefnum	/stɛːjnɛpnʏm/
steingeitin	/stɛjŋcɛjtɪn/
Steingerðar	/steiɲcɛrðar/
Steingerður	/steiɲcɛrðʏr/
steingervinginn	/stɛjɲcɛrviɲcɪn/
steinglergluggum	/stɛjŋklɛrklʏkʏm/
steingleyma	/steiŋkleima/
steingleymdi	/steiŋkleimtɪ/
steingleymt	/steiŋkleim̥t/
steingólfið	/steiŋkoulvɪð/
steingráa	/steiŋkraua/
steingrái	/steinkrauɪ/
Steingrím	/steiŋkrim/
Steingrími	/steiŋkrimɪ/
Steingríms	/steiŋkrims/
Steingrímsdóttir	/steinkrimstouhtɪr/
Steingrímsdóttur	/steinkrimstouhtʏr/
Steingrímsfirði	/steinkrimsfɪrðɪ/
Steingrímsson	/steinkrimsɔːn/
Steingrímssonar	/steinkrimsɔːnar/
Steingrímur	/steiŋkrimʏr/
steinhissa	/steiːnhɪsa/
steinhljóð	/steinl̥jouð/
steinhnullungum	/stɛːjn̥ʏtluŋkʏm/
steinhring	/stɛːjnr̥iŋk/
steinhús	/steiːnhus/
steinhúsið	/steiːnhusɪð/
steinhúsinu	/steiːnhusɪnʏ/
steinhæðir	/stɛːjnhajðɪr/
steinhættur	/steiːnhaihtʏr/
steini	/steiːnɪ/
steininn	/steiːnɪn/
steininum	/steiːnɪnʏm/
steinlá	/steinlau/
steinmúr	/stɛjnmur/
steinn	/steitn̥/
steinninn	/steitnɪn/
steinolíu	/steiːnɔlijʏ/
steinrunnið	/steinrʏnɪð/
steinrunnin	/steinrʏnɪn/
steinrunninn	/steinrʏnɪn/
steins	/steins/
Steinsdóttir	/steinstouhtɪr/
Steinsdóttur	/steinstouhtʏr/
steinsef	/stɛjnsɛf/
steinselja	/stɛjnsɛlja/
steinselju	/stɛjnsɛljʏ/
Steinsen	/steinsɛn/
steinsnar	/steinstnar/
steinsofnaði	/steinsɔpnaðɪ/
Steinsson	/steinsɔːn/
Steinssonar	/steinsɔːnar/
steinsteypt	/steinsteift/
steinsteyptan	/stɛjnstɛjftan/
steinsteypu	/steinsteipʏ/
steinsvaf	/steinsvav/
Steinu	/steiːnʏ/
steinum	/steiːnʏm/
Steinunn	/steiːnʏn/
Steinunnar	/steiːnʏnar/
Steinunni	/steiːnʏnɪ/
steinvegg	/steinvɛk/
steinvölum	/stɛjnvœlʏm/
steinvölur	/steinvœlʏr/
Steinvör	/steinvœr/
Steinvöru	/steinvœrʏ/
steinþagði	/steinθaɣðɪ/
steinþagnaði	/steinθaknaðɪ/
Steinþór	/steinθour/
Steinþórs	/steinθour̥s/
Steinþórsdóttir	/steinθour̥stouhtɪr/
Steinþórsson	/steinθour̥sɔːn/
stekkhvammsfell	/stɛhkvamsfɛtl̥/
stekkur	/stɛhkʏr/
stela	/stɛːla/
stelast	/stɛːlast/
Stella	/stɛla/
